P_coeffs,Q_coeffs,value,constant,c0,c1,c2
"(5,7,7,7,7)","(-4,-7,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,7,7,7,7)","(-2,-7,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-7,-7,-7,-7)","(2,-7,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-7,-7,-7,-7)","(4,-7,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,6,7,7,7)","(-4,-6,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,6,7,7,7)","(-2,-6,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-6,-7,-7,-7)","(2,-6,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-6,-7,-7,-7)","(4,-6,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,5,7,7,7)","(-4,-5,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,5,7,7,7)","(-2,-5,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-5,-7,-7,-7)","(2,-5,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-5,-7,-7,-7)","(4,-5,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,4,7,7,7)","(-4,-4,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,4,7,7,7)","(-2,-4,-7,-7,-7)",2,sqrt(2),2,1,-999
"(2,7,0,4,-1)","(1,-4,-7,-7,-7)",2.8462843753375542,1/sqrt(pi),4,2,3
"(-2,-7,0,-4,1)","(1,-4,-7,-7,-7)",-2.8462843753375542,1/sqrt(pi),-4,2,-3
"(1,-4,-7,-7,-7)","(2,-4,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-4,-7,-7,-7)","(4,-4,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,3,7,7,7)","(-4,-3,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,3,7,7,7)","(-2,-3,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-3,-7,-7,-7)","(2,-3,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-3,-7,-7,-7)","(4,-3,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,2,7,7,7)","(-4,-2,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,2,7,7,7)","(-2,-2,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-2,-7,-7,-7)","(2,-2,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-2,-7,-7,-7)","(4,-2,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,1,7,7,7)","(-4,-1,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,1,7,7,7)","(-2,-1,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,-1,-7,-7,-7)","(2,-1,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,-1,-7,-7,-7)","(4,-1,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,0,7,7,7)","(-4,0,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,0,7,7,7)","(-2,0,-7,-7,-7)",2,sqrt(2),2,1,-999
"(1,0,-7,-7,-7)","(2,0,-7,-7,-7)",2,sqrt(2),2,1,-999
"(3,0,-7,-7,-7)","(4,0,-7,-7,-7)",4,sqrt(2),4,1,-999
"(5,-1,7,7,7)","(-4,1,-7,-7,-7)",4,sqrt(2),4,1,-999
"(3,-1,7,7,7)","(-2,1,-7,-7,-7)",2,sqrt(2),2,1,-999
