P_coeffs,Q_coeffs,value,constant,c0,c1,c2
"(3,4,5,6,6)","(-2,-4,-5,-6,-6)",2,sqrt(2),2,1,-999
"(5,6,6,6,0)","(0,-4,-5,-6,-6)",4,sqrt(2),4,1,-999
"(1,-4,-5,-6,-6)","(2,-4,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,-4,-5,-6,-6)","(4,-4,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,3,5,6,6)","(-4,-3,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,3,5,6,6)","(-2,-3,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,-3,-5,-6,-6)","(2,-3,-5,-6,-6)",2,sqrt(2),2,1,-999
"(0,-6,0,-6,0)","(2,-3,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,-3,-5,-6,-6)","(4,-3,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,2,5,6,6)","(-4,-2,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,2,5,6,6)","(-2,-2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,6,6,6,0)","(0,-2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,-2,-5,-6,-6)","(2,-2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,-2,-5,-6,-6)","(4,-2,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,1,5,6,6)","(-4,-1,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,1,5,6,6)","(-2,-1,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,-1,-5,-6,-6)","(2,-1,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,-1,-5,-6,-6)","(4,-1,-5,-6,-6)",4,sqrt(2),4,1,-999
"(2,-6,0,-6,0)","(4,-1,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,0,5,6,6)","(-4,0,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,0,5,6,6)","(-2,0,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,0,-5,-6,-6)","(2,0,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,0,-5,-6,-6)","(4,0,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,-1,5,6,6)","(-4,1,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-1,5,6,6)","(-2,1,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,1,-5,-6,-6)","(2,1,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,1,-5,-6,-6)","(4,1,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,-2,5,6,6)","(-4,2,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-2,5,6,6)","(-2,2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,-6,-6,-6,0)","(0,2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,2,-5,-6,-6)","(2,2,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,2,-5,-6,-6)","(4,2,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,-3,5,6,6)","(-4,3,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-3,5,6,6)","(-2,3,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,3,-5,-6,-6)","(2,3,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,3,-5,-6,-6)","(4,3,-5,-6,-6)",4,sqrt(2),4,1,-999
"(-6,-4,0,-1,-4)","(6,3,-5,-6,-6)",-5.3936536824443566,1/sqrt(2pi),-3,1,-6
"(6,4,0,1,4)","(6,3,-5,-6,-6)",5.3936536824443566,1/sqrt(2pi),3,1,6
"(5,-4,5,6,6)","(-4,4,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-4,5,6,6)","(-2,4,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,-6,-6,-6,0)","(0,4,-5,-6,-6)",4,sqrt(2),4,1,-999
"(1,4,-5,-6,-6)","(2,4,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,4,-5,-6,-6)","(4,4,-5,-6,-6)",4,sqrt(2),4,1,-999
"(-5,-6,-5,0,0)","(6,4,-5,-6,-6)",2,sqrt(2),2,1,-999
"(5,-5,5,6,6)","(-4,5,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-5,5,6,6)","(-2,5,-5,-6,-6)",2,sqrt(2),2,1,-999
"(1,5,-5,-6,-6)","(2,5,-5,-6,-6)",2,sqrt(2),2,1,-999
"(4,-5,4,2,-4)","(3,5,-5,-6,-6)",2.2978839691582862,e/pi,2,2,3
"(-4,5,-4,-2,4)","(3,5,-5,-6,-6)",-2.2978839691582862,e/pi,-2,2,-3
"(3,5,-5,-6,-6)","(4,5,-5,-6,-6)",4,sqrt(2),4,1,-999
"(5,-6,5,6,6)","(-4,6,-5,-6,-6)",4,sqrt(2),4,1,-999
"(3,-6,5,6,6)","(-2,6,-5,-6,-6)",2,sqrt(2),2,1,-999
"(4,-3,-5,-4,0)","(-1,6,-5,-6,-6)",6.4426950409440042,1/ln(2),5,1,1
"(-4,3,5,4,0)","(-1,6,-5,-6,-6)",-6.4426950409440042,1/ln(2),-5,1,-1
"(1,6,-5,-6,-6)","(2,6,-5,-6,-6)",2,sqrt(2),2,1,-999
"(3,6,-5,-6,-6)","(4,6,-5,-6,-6)",4,sqrt(2),4,1,-999
"(4,3,2,3,3)","(-4,-6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,6,4,6,6)","(-4,-6,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,5,0,6,0)","(-2,-6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,6,4,6,6)","(-2,-6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-6,-4,-6,-6)","(2,-6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-6,-4,-6,-6)","(4,-6,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,-3,-2,-3,-3)","(4,-6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,5,4,6,6)","(-4,-5,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,5,4,6,6)","(-2,-5,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-5,-4,-6,-6)","(2,-5,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-5,-4,-6,-6)","(4,-5,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,2,2,3,3)","(-4,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,4,4,6,6)","(-4,-4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,4,4,6,6)","(-2,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(6,6,5,0,0)","(0,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(4,4,3,3,0)","(0,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,5,6,6,0)","(0,-4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(1,-4,-4,-6,-6)","(2,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-4,-4,-6,-6)","(4,-4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,-2,-2,-3,-3)","(4,-4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,3,4,6,6)","(-4,-3,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,3,4,6,6)","(-2,-3,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-3,-4,-6,-6)","(2,-3,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-3,-4,-6,-6)","(4,-3,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,1,2,3,3)","(-4,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,2,4,6,6)","(-4,-2,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,2,4,6,6)","(-2,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,1,6,-6,0)","(0,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,5,6,6,0)","(0,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-2,-4,-6,-6)","(2,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(0,-5,0,-6,0)","(2,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-2,-4,-6,-6)","(4,-2,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,-1,-2,-3,-3)","(4,-2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,1,4,6,6)","(-4,-1,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,1,4,6,6)","(-2,-1,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-1,-4,-6,-6)","(2,-1,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-1,-4,-6,-6)","(4,-1,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,0,2,3,3)","(-4,0,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,0,4,6,6)","(-4,0,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,0,4,6,6)","(-2,0,-4,-6,-6)",2,sqrt(2),2,1,-999
"(4,6,5,0,0)","(0,0,-4,-6,-6)",4.0000000000000027,sqrt(2),4,1,-999
"(1,0,-4,-6,-6)","(2,0,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,0,-4,-6,-6)","(4,0,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,0,-2,-3,-3)","(4,0,-4,-6,-6)",2,sqrt(2),2,1,-999
"(2,-5,0,-6,0)","(4,0,-4,-6,-6)",4,sqrt(2),4,1,-999
"(-2,-4,0,-3,0)","(4,0,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-1,4,6,6)","(-4,1,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-1,4,6,6)","(-2,1,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,1,-4,-6,-6)","(2,1,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,1,-4,-6,-6)","(4,1,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,-1,2,3,3)","(-4,2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-2,4,6,6)","(-4,2,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-2,4,6,6)","(-2,2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,-5,-6,-6,0)","(0,2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,2,-4,-6,-6)","(2,2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,2,-4,-6,-6)","(4,2,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,1,-2,-3,-3)","(4,2,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-3,4,6,6)","(-4,3,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-3,4,6,6)","(-2,3,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,3,-4,-6,-6)","(2,3,-4,-6,-6)",2,sqrt(2),2,1,-999
"(-1,-1,-4,6,-6)","(2,3,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,3,-4,-6,-6)","(4,3,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,-2,2,3,3)","(-4,4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-4,4,6,6)","(-4,4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-4,4,6,6)","(-2,4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,-5,-6,-6,0)","(0,4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,-4,-3,-3,0)","(0,4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(0,-4,6,-3,0)","(0,4,-4,-6,-6)",2.0000000000000004,sqrt(2),2,1,-999
"(1,4,-4,-6,-6)","(2,4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,4,-4,-6,-6)","(4,4,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,2,-2,-3,-3)","(4,4,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-5,4,6,6)","(-4,5,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-5,4,6,6)","(-2,5,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,5,-4,-6,-6)","(2,5,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,5,-4,-6,-6)","(4,5,-4,-6,-6)",4,sqrt(2),4,1,-999
"(4,-3,2,3,3)","(-4,6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,-6,4,6,6)","(-4,6,-4,-6,-6)",4,sqrt(2),4,1,-999
"(3,-6,4,6,6)","(-2,6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(1,6,-4,-6,-6)","(2,6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(3,6,-4,-6,-6)","(4,6,-4,-6,-6)",4,sqrt(2),4,1,-999
"(0,3,-2,-3,-3)","(4,6,-4,-6,-6)",2,sqrt(2),2,1,-999
"(5,2,1,2,2)","(-6,-6,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,6,3,6,6)","(-4,-6,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,6,3,6,6)","(-2,-6,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,4,2,2,0)","(0,-6,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-6,-3,-6,-6)","(2,-6,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-6,-3,-6,-6)","(4,-6,-3,-6,-6)",4,sqrt(2),4,1,-999
"(-1,-2,-1,-2,-2)","(6,-6,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,5,3,6,6)","(-4,-5,-3,-6,-6)",4,sqrt(2),4,1,-999
"(4,4,0,6,0)","(-2,-5,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,5,3,6,6)","(-2,-5,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-5,-3,-6,-6)","(2,-5,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-5,-3,-6,-6)","(4,-5,-3,-6,-6)",4,sqrt(2),4,1,-999
"(5,4,3,6,6)","(-4,-4,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,4,3,6,6)","(-2,-4,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,4,6,6,0)","(0,-4,-3,-6,-6)",4,sqrt(2),4,1,-999
"(1,-4,-3,-6,-6)","(2,-4,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-4,-3,-6,-6)","(4,-4,-3,-6,-6)",4,sqrt(2),4,1,-999
"(5,1,1,2,2)","(-6,-3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,3,3,6,6)","(-4,-3,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,3,3,6,6)","(-2,-3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-3,-3,-6,-6)","(2,-3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-3,-3,-6,-6)","(4,-3,-3,-6,-6)",4,sqrt(2),4,1,-999
"(-1,-1,-1,-2,-2)","(6,-3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,2,3,6,6)","(-4,-2,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,2,3,6,6)","(-2,-2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,4,6,6,0)","(0,-2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-2,-3,-6,-6)","(2,-2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-2,-3,-6,-6)","(4,-2,-3,-6,-6)",4,sqrt(2),4,1,-999
"(5,1,3,6,6)","(-4,-1,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,1,3,6,6)","(-2,-1,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-1,-3,-6,-6)","(2,-1,-3,-6,-6)",2,sqrt(2),2,1,-999
"(0,-4,0,-6,0)","(2,-1,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,-1,-3,-6,-6)","(4,-1,-3,-6,-6)",4,sqrt(2),4,1,-999
"(5,0,1,2,2)","(-6,0,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,0,3,6,6)","(-4,0,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,0,3,6,6)","(-2,0,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,0,-3,-6,-6)","(2,0,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,0,-3,-6,-6)","(4,0,-3,-6,-6)",4,sqrt(2),4,1,-999
"(-1,0,-1,-2,-2)","(6,0,-3,-6,-6)",2,sqrt(2),2,1,-999
"(5,-1,3,6,6)","(-4,1,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,-1,3,6,6)","(-2,1,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,1,-3,-6,-6)","(2,1,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,1,-3,-6,-6)","(4,1,-3,-6,-6)",4,sqrt(2),4,1,-999
"(2,-4,0,-6,0)","(4,1,-3,-6,-6)",4,sqrt(2),4,1,-999
"(1,-1,6,4,-1)","(-6,2,-3,-6,-6)",-1.0739848680405837,ln(2),-7,2,7
"(-1,1,-6,-4,1)","(-6,2,-3,-6,-6)",1.0739848680405837,ln(2),7,2,-7
"(5,-2,3,6,6)","(-4,2,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,-2,3,6,6)","(-2,2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-4,-6,-6,0)","(0,2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,2,-3,-6,-6)","(2,2,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,2,-3,-6,-6)","(4,2,-3,-6,-6)",4,sqrt(2),4,1,-999
"(5,-1,1,2,2)","(-6,3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,-6,6,4,-1)","(-4,3,-3,-6,-6)",6.5235987756132028,pi/6,6,1,1
"(-1,6,-6,-4,1)","(-4,3,-3,-6,-6)",-6.5235987756132028,pi/6,-6,1,-1
"(5,-3,3,6,6)","(-4,3,-3,-6,-6)",4,sqrt(2),4,1,-999
"(3,-3,3,6,6)","(-2,3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(1,3,-3,-6,-6)","(2,3,-3,-6,-6)",2,sqrt(2),2,1,-999
"(3,3,-3,-6,-6)","(4,3,-3,-6,-6)",4,sqrt(2),4,1,-999
"(-1,1,-1,-2,-2)","(6,3,-3,-6,-6)",2,sqrt(2),2,1,-999
