a_coeffs,b_coeffs,value,constant,c0,c1,c2
"(2,3)","(2,5,-7)",2,sqrt(2),2,1,-999
"(2,-7)","(5,2,-7)",2,sqrt(2),2,1,-999
"(4,-7)","(5,2,-7)",4,sqrt(2),4,1,-999
"(2,6)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,6)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,0)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,0)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,9)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,9)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,10)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,10)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,3)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,3)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,4)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,4)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,5)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,5)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,-10)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-10)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-10)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-10)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,-1)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,-1)","(0,7,-7)",4,sqrt(2),4,1,-999
"(4,-1)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,0)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,0)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-7)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-7)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-6)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,10)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,10)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,4)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,4)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,5)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,5)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(4,2)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,3)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,3)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,0)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,0)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,2)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,2)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-4)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-4)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-4)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-4)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-3)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,3)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,3)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,4)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,4)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-3)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-2)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(6,-8)","(8,10,-7)",0.5,sqrt(2),-4,2,-999
"(2,-6)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,7)","(7,1,-8)",2,sqrt(2),2,1,-999
"(4,7)","(7,1,-8)",4,sqrt(2),4,1,-999
"(2,0)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(4,0)","(10,-3,-7)",4,sqrt(2),4,1,-999
"(2,1)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(4,1)","(10,-3,-7)",4,sqrt(2),4,1,-999
"(2,-2)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-1)","(1,6,-7)",2,sqrt(2),2,1,-999
"(2,-10)","(10,9,-7)",0.5,sqrt(2),-4,2,-999
"(4,-10)","(10,9,-7)",2,sqrt(2),2,1,-999
"(8,-10)","(10,9,-7)",2,sqrt(2),2,1,-999
"(2,6)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,6)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,7)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,7)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,9)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,9)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-8)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(1,6,-7)",4,sqrt(2),4,1,-999
"(1,10)","(8,10,-7)",2,sqrt(2),2,1,-999
"(2,7)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,7)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,8)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,8)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-6)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(10,-3,-7)",4,sqrt(2),4,1,-999
"(2,-5)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(4,-5)","(10,-3,-7)",4,sqrt(2),4,1,-999
"(2,0)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,0)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,1)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,1)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,3)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,3)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-6)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-5)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-5)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,1)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,1)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,2)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,2)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(5,-9)","(10,9,-7)",2,sqrt(2),2,1,-999
"(6,-9)","(10,9,-7)",2,sqrt(2),2,1,-999
"(0,3)","(10,9,-7)",4,sqrt(2),4,1,-999
"(1,3)","(10,9,-7)",4,sqrt(2),4,1,-999
"(3,-7)","(8,10,-7)",0.25,sqrt(2),-4,1,-999
"(2,6)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,6)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,7)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,7)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,5)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,5)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-1)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-1)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,0)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,0)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,1)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,1)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,8)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,8)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(-5,7)","(8,10,-7)",0.5,sqrt(2),-4,2,-999
"(-7,8)","(8,10,-7)",4,sqrt(2),4,1,-999
"(2,-3)","(5,2,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(5,2,-7)",4,sqrt(2),4,1,-999
"(2,-2)","(5,2,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(5,2,-7)",4,sqrt(2),4,1,-999
"(-1,-7)","(4,-10,-6)",2,sqrt(2),2,1,-999
"(4,6)","(5,3,-8)",4,sqrt(2),4,1,-999
"(2,7)","(5,3,-8)",2,sqrt(2),2,1,-999
"(4,7)","(5,3,-8)",4,sqrt(2),4,1,-999
"(3,8)","(8,10,-7)",4,sqrt(2),4,1,-999
"(-9,10)","(8,10,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-8)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(5,2,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(5,2,-7)",4,sqrt(2),4,1,-999
"(2,-8)","(5,2,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(5,2,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(2,5,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(2,5,-7)",4,sqrt(2),4,1,-999
"(2,-8)","(2,5,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(2,5,-7)",4,sqrt(2),4,1,-999
"(6,7)","(-4,-10,-6)",4,sqrt(2),4,1,-999
"(2,9)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,9)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,10)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,10)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,-7)","(9,-2,-7)",2,sqrt(2),2,1,-999
"(4,-7)","(9,-2,-7)",4,sqrt(2),4,1,-999
"(2,-6)","(9,-2,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(9,-2,-7)",4,sqrt(2),4,1,-999
"(2,1)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,1)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,2)","(1,6,-7)",2,sqrt(2),2,1,-999
"(6,5)","(-4,-10,-6)",2,sqrt(2),2,1,-999
"(2,8)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,8)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,9)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,9)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,0)","(5,3,-8)",2,sqrt(2),2,1,-999
"(4,0)","(5,3,-8)",4,sqrt(2),4,1,-999
"(2,1)","(5,3,-8)",2,sqrt(2),2,1,-999
"(4,1)","(5,3,-8)",4,sqrt(2),4,1,-999
"(2,-5)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,-5)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-2)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-1)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-1)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,8)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,8)","(0,7,-7)",4,sqrt(2),4,1,-999
"(-2,5)","(10,9,-7)",2,sqrt(2),2,1,-999
"(-1,5)","(10,9,-7)",2,sqrt(2),2,1,-999
"(-4,6)","(10,9,-7)",2,sqrt(2),2,1,-999
"(0,6)","(10,9,-7)",2,sqrt(2),2,1,-999
"(2,2)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,2)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,-8)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-7)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-7)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(4,5)","(-2,-7,-6)",3.9999999999999933,sqrt(2),4,1,-999
"(5,5)","(-2,-7,-6)",2,sqrt(2),2,1,-999
"(4,7)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,8)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,8)","(3,4,-7)",4,sqrt(2),4,1,-999
"(4,-5)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,-4)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,-4)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,9)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,9)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,-10)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,-10)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,1)","(2,6,-8)",2,sqrt(2),2,1,-999
"(4,1)","(2,6,-8)",4,sqrt(2),4,1,-999
"(4,5)","(0,-8,-6)",1.9999999999999991,sqrt(2),2,1,-999
"(5,5)","(0,-8,-6)",1.9999999999999996,sqrt(2),2,1,-999
"(6,5)","(0,-8,-6)",4,sqrt(2),4,1,-999
"(2,-3)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(0,7,-7)",4,sqrt(2),4,1,-999
"(2,-2)","(0,7,-7)",2,sqrt(2),2,1,-999
"(2,10)","(2,5,-7)",2,sqrt(2),2,1,-999
"(4,10)","(2,5,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(0,7,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(0,7,-7)",4,sqrt(2),4,1,-999
"(4,-6)","(2,6,-8)",4,sqrt(2),4,1,-999
"(2,-5)","(2,6,-8)",2,sqrt(2),2,1,-999
"(4,-5)","(2,6,-8)",4,sqrt(2),4,1,-999
"(2,-8)","(4,3,-7)",2,sqrt(2),2,1,-999
"(4,-8)","(4,3,-7)",4,sqrt(2),4,1,-999
"(2,5)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(4,5)","(10,-3,-7)",4,sqrt(2),4,1,-999
"(2,6)","(10,-3,-7)",2,sqrt(2),2,1,-999
"(2,8)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,8)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,9)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,9)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,6)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,6)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,7)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,7)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,6)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,6)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,7)","(3,4,-7)",2,sqrt(2),2,1,-999
"(2,0)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,0)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,1)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,1)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-4)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-4)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-10)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-10)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(-7,5)","(3,-3,-6)",0.24999999999994671,sqrt(2),-4,1,-999
"(-1,5)","(3,-3,-6)",0.49999999999999201,sqrt(2),-4,2,-999
"(2,9)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,9)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,10)","(3,4,-7)",2,sqrt(2),2,1,-999
"(-2,4)","(10,9,-7)",4,sqrt(2),4,1,-999
"(2,4)","(10,9,-7)",4,sqrt(2),4,1,-999
"(1,-7)","(8,-8,-6)",4,sqrt(2),4,1,-999
"(2,3)","(3,4,-7)",2,sqrt(2),2,1,-999
"(4,3)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,-3)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(3,8)","(0,-2,-7)",2,sqrt(2),2,1,-999
"(4,5)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,6)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,6)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(4,-10)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-9)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,7)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,7)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-6)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-6)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-5)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-5)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-1)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-1)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,0)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,0)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-7)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-7)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-6)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-6)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-8)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-8)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(1,-5)","(-3,-9,-6)",0.50000000000000877,sqrt(2),-4,2,-999
"(2,-5)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-5)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-4)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-4)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-10)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-10)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,2)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,2)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,3)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,3)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-10)","(-3,10,-7)",2,sqrt(2),2,1,-999
"(4,-10)","(-3,10,-7)",4,sqrt(2),4,1,-999
"(2,1)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,1)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-4)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-4)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-3)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-3)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-5)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-5)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(3,7)","(0,-2,-6)",2,sqrt(2),2,1,-999
"(3,-8)","(0,4,-7)",4,sqrt(2),4,1,-999
"(2,5)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,5)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-7)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-7)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,2)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,2)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,3)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,3)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-1)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-1)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-4)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-4)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-3)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-3)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(-2,-5)","(0,-4,-6)",4.0000000000000053,sqrt(2),4,1,-999
"(2,9)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,9)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,10)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(2,3)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,3)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(4,7)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,8)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,8)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,1)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,1)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,2)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,2)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-3)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-3)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-2)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-2)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-6)","(-2,9,-7)",2,sqrt(2),2,1,-999
"(4,-6)","(-2,9,-7)",4,sqrt(2),4,1,-999
"(2,-9)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-9)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-8)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,-8)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(4,10)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,4)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,4)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,5)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,5)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-6)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-6)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(6,-8)","(0,1,-7)",4,sqrt(2),4,1,-999
"(-3,-5)","(6,-5,-6)",2,sqrt(2),2,1,-999
"(2,6)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,6)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,7)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(0,-7)","(2,-4,-6)",2,sqrt(2),2,1,-999
"(2,0)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,0)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-3)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-3)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-10)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-10)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-9)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-9)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-9)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-9)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,10)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,10)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,6)","(1,6,-7)",2,sqrt(2),2,1,-999
"(4,6)","(1,6,-7)",4,sqrt(2),4,1,-999
"(2,1)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,1)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,4)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,4)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(2,-2)","(9,-3,-6)",2,sqrt(2),2,1,-999
"(4,-2)","(9,-3,-6)",4,sqrt(2),4,1,-999
"(4,-6)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-5)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-5)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,8)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,8)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-2)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-2)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-1)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-1)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(3,5)","(5,-7,-6)",0.50000000000000311,sqrt(2),-4,2,-999
"(2,-8)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-8)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,-7)","(8,-2,-6)",2,sqrt(2),2,1,-999
"(4,-7)","(8,-2,-6)",4,sqrt(2),4,1,-999
"(2,2)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,2)","(10,-4,-6)",4,sqrt(2),4,1,-999
"(2,-10)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,-10)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(-4,-5)","(8,-8,-6)",2,sqrt(2),2,1,-999
"(2,4)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,4)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(4,6)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(2,7)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,7)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(2,8)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,8)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(2,9)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,9)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(3,5)","(2,-1,-6)",2,sqrt(2),2,1,-999
"(5,7)","(0,-4,-6)",4,sqrt(2),4,1,-999
"(2,-9)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,-9)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(2,-8)","(7,-1,-6)",2,sqrt(2),2,1,-999
"(4,-8)","(7,-1,-6)",4,sqrt(2),4,1,-999
"(2,-2)","(-1,8,-7)",2,sqrt(2),2,1,-999
"(4,-2)","(-1,8,-7)",4,sqrt(2),4,1,-999
"(2,-5)","(6,0,-6)",2,sqrt(2),2,1,-999
"(4,-5)","(6,0,-6)",4,sqrt(2),4,1,-999
"(4,-1)","(6,0,-6)",4,sqrt(2),4,1,-999
"(2,0)","(6,0,-6)",2,sqrt(2),2,1,-999
"(4,0)","(6,0,-6)",4,sqrt(2),4,1,-999
"(2,-7)","(6,0,-6)",2,sqrt(2),2,1,-999
"(2,-6)","(6,0,-6)",2,sqrt(2),2,1,-999
"(4,-6)","(6,0,-6)",4,sqrt(2),4,1,-999
"(2,-6)","(5,1,-6)",2,sqrt(2),2,1,-999
"(4,-6)","(5,1,-6)",4,sqrt(2),4,1,-999
"(2,-5)","(5,1,-6)",2,sqrt(2),2,1,-999
"(4,7)","(-2,-8,-6)",2,sqrt(2),2,1,-999
"(4,5)","(0,-4,-6)",2,sqrt(2),2,1,-999
"(4,10)","(3,4,-7)",4,sqrt(2),4,1,-999
"(2,9)","(10,-4,-6)",2,sqrt(2),2,1,-999
"(4,9)","(10,-4,-6)",4,sqrt(2),4,1,-999
