P_coeffs,Q_coeffs,value,constant,c0,c1,c2
"(7,2,2)","(-10,-10,-10)",2,,2,1,-999
"(4,5,5)","(-4,-10,-10)",2,,2,1,-999
"(6,5,5)","(-8,-10,-10)",4,,4,1,-999
"(4,-10,5)","(-4,-10,-10)",2.0000000000000009,,2,1,-999
"(5,10,10)","(-4,-10,-10)",4,,4,1,-999
"(8,0,2)","(-5,-10,-10)",0.49999999999999911,,-4,2,-999
"(3,10,10)","(-2,-10,-10)",2,,2,1,-999
"(1,-10,-10)","(2,-10,-10)",2,,2,1,-999
"(0,-5,-5)","(4,-10,-10)",2,,2,1,-999
"(3,-10,-10)","(4,-10,-10)",4,,4,1,-999
"(5,9,10)","(-4,-9,-10)",4,,4,1,-999
"(5,7,0)","(-2,-9,-10)",2,,2,1,-999
"(3,9,10)","(-2,-9,-10)",2,,2,1,-999
"(1,-9,-10)","(2,-9,-10)",2,,2,1,-999
"(3,-9,-10)","(4,-9,-10)",4,,4,1,-999
"(6,4,5)","(-8,-8,-10)",4,,4,1,-999
"(5,8,10)","(-4,-8,-10)",4,,4,1,-999
"(-4,1,-5)","(-4,-8,-10)",0.5,,-4,2,-999
"(4,4,5)","(-4,-8,-10)",2,,2,1,-999
"(2,-5,-5)","(8,-10,-10)",4,,4,1,-999
"(6,7,0)","(0,-8,-10)",4,,4,1,-999
"(-3,-2,-2)","(10,-10,-10)",2,,2,1,-999
"(-3,-7,0)","(0,-8,-10)",2.0000000000000009,,2,1,-999
"(0,-7,0)","(0,-8,-10)",2,,2,1,-999
"(-2,2,-10)","(-1,-8,-10)",0.25,,-4,1,-999
"(3,8,10)","(-2,-8,-10)",2,,2,1,-999
"(0,-4,-5)","(4,-8,-10)",2,,2,1,-999
"(3,-8,-10)","(4,-8,-10)",4,,4,1,-999
"(2,-4,-5)","(8,-8,-10)",4,,4,1,-999
"(1,-8,-10)","(2,-8,-10)",2,,2,1,-999
"(1,-7,-10)","(2,-7,-10)",2,,2,1,-999
"(3,-7,-10)","(4,-7,-10)",4,,4,1,-999
"(5,7,10)","(-4,-7,-10)",4,,4,1,-999
"(3,7,10)","(-2,-7,-10)",2,,2,1,-999
"(-1,3,-10)","(-2,-7,-10)",1.9999999999999996,,2,1,-999
"(6,3,5)","(-8,-6,-10)",4,,4,1,-999
"(4,3,5)","(-4,-6,-10)",2,,2,1,-999
"(5,6,10)","(-4,-6,-10)",4,,4,1,-999
"(3,6,10)","(-2,-6,-10)",2,,2,1,-999
"(0,-3,-5)","(4,-6,-10)",2,,2,1,-999
"(1,-6,-10)","(2,-6,-10)",2,,2,1,-999
"(-2,-7,0)","(4,-6,-10)",2,,2,1,-999
"(3,-6,-10)","(4,-6,-10)",4,,4,1,-999
"(2,-3,-5)","(8,-6,-10)",4,,4,1,-999
"(7,1,2)","(-10,-5,-10)",2,,2,1,-999
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
"(0)","(0)",0,,0,0,0
