P_coeffs,Q_coeffs,value,constant,c0,c1,c2
"(1,-2,-3,-5,-5,-5)","(2,-2,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-2,-3,-5,-5,-5)","(4,-2,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,1,3,5,5,5)","(-4,-1,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,1,3,5,5,5)","(-2,-1,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-1,-3,-5,-5,-5)","(2,-1,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-1,-3,-5,-5,-5)","(4,-1,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(2,-4,-1,-5,-4,-1)","(4,-1,-3,-5,-5,-5)",3.3661977236711906,4/pi,-3,1,5
"(-2,4,1,5,4,1)","(4,-1,-3,-5,-5,-5)",-3.3661977236711906,4/pi,3,1,-5
"(5,0,3,5,5,5)","(-4,0,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(4,-1,5,0,5,0)","(-2,0,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,0,3,5,5,5)","(-2,0,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,0,-3,-5,-5,-5)","(2,0,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,0,-3,-5,-5,-5)","(4,0,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-1,3,5,5,5)","(-4,1,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-1,3,5,5,5)","(-2,1,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,1,-3,-5,-5,-5)","(2,1,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,1,-3,-5,-5,-5)","(4,1,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-2,3,5,5,5)","(-4,2,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-4,-2,1,-5,4,-1)","(-3,2,-3,-5,-5,-5)",-2.6232014670289221,pi^2,2,3,-1
"(4,2,-1,5,-4,1)","(-3,2,-3,-5,-5,-5)",2.6232014670289221,pi^2,-2,3,1
"(1,-2,2,5,5,-1)","(-2,2,-3,-5,-5,-5)",-1.6993587371117944,sqrt(3),-5,6,-3
"(-1,2,-2,-5,-5,1)","(-2,2,-3,-5,-5,-5)",1.6993587371117944,sqrt(3),5,6,3
"(3,-2,3,5,5,5)","(-2,2,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-4,-5,-5,-5,0)","(0,2,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,2,-3,-5,-5,-5)","(2,2,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,2,-3,-5,-5,-5)","(4,2,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-3,3,5,5,5)","(-4,3,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-3,3,5,5,5)","(-2,3,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-5,2,1,0,-2)","(-1,3,-3,-5,-5,-5)",-0.46207564181826699,sqrt(pi),-1,6,-1
"(-3,5,-2,-1,0,2)","(-1,3,-3,-5,-5,-5)",0.46207564181826699,sqrt(pi),1,6,1
"(-1,-2,1,-5,5,-1)","(1,3,-3,-5,-5,-5)",-0.93862943610496741,ln(2),-4,5,-1
"(1,2,-1,5,-5,1)","(1,3,-3,-5,-5,-5)",0.93862943610496741,ln(2),4,5,1
"(1,3,-3,-5,-5,-5)","(2,3,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,3,-3,-5,-5,-5)","(4,3,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-2,-1,-4,0,-2,-2)","(4,3,-3,-5,-5,-5)",-0.70796929681526954,1/(e*pi),-4,5,4
"(2,1,4,0,2,2)","(4,3,-3,-5,-5,-5)",0.70796929681526954,1/(e*pi),4,5,-4
"(5,-4,3,5,5,5)","(-4,4,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-4,3,5,5,5)","(-2,4,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-4,-5,-5,-5,0)","(0,4,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(1,4,-3,-5,-5,-5)","(2,4,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(0,1,-5,0,-5,0)","(2,4,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,4,-3,-5,-5,-5)","(4,4,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-5,3,5,5,5)","(-4,5,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-5,3,5,5,5)","(-2,5,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,5,-3,-5,-5,-5)","(2,5,-3,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,5,-3,-5,-5,-5)","(4,5,-3,-5,-5,-5)",4,sqrt(2),4,1,-999
"(2,3,-2,-3,-3,-5)","(-4,-5,-2,-5,-5,-5)",5.8853900817353377,1/ln(2),3,1,2
"(-2,-3,2,3,3,5)","(-4,-5,-2,-5,-5,-5)",-5.8853900817353377,1/ln(2),-3,1,-2
"(5,5,2,5,5,5)","(-4,-5,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,5,2,5,5,5)","(-2,-5,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-5,-2,-5,-5,-5)","(2,-5,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-5,-2,-5,-5,-5)","(4,-5,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,4,2,5,5,5)","(-4,-4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,4,2,5,5,5)","(-2,-4,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(5,3,5,5,5,0)","(0,-4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(1,-4,-2,-5,-5,-5)","(2,-4,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-4,-2,-5,-5,-5)","(4,-4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,3,2,5,5,5)","(-4,-3,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,3,2,5,5,5)","(-2,-3,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-3,-2,-5,-5,-5)","(2,-3,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-4,1,3,2,-3)","(2,-3,-2,-5,-5,-5)",1.1679601750077206,Gauss,1,3,3
"(-3,4,-1,-3,-2,3)","(2,-3,-2,-5,-5,-5)",-1.1679601750077206,Gauss,-1,3,-3
"(3,-3,-2,-5,-5,-5)","(4,-3,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-1,0,-1,-3,-5,-2)","(-5,-2,-2,-5,-5,-5)",1.3380460547718873,1/(e*pi),6,5,6
"(1,0,1,3,5,2)","(-5,-2,-2,-5,-5,-5)",-1.3380460547718873,1/(e*pi),-6,5,-6
"(5,2,2,5,5,5)","(-4,-2,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,3,1,5,0,0)","(-2,-2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,2,2,5,5,5)","(-2,-2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,3,5,5,5,0)","(0,-2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-2,-2,-5,-5,-5)","(2,-2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-2,-2,-5,-5,-5)","(4,-2,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-4,-2,-2,-2,2,-4)","(-5,-1,-2,-5,-5,-5)",-1.6187314967152187,pi/4,-5,6,-6
"(4,2,2,2,-2,4)","(-5,-1,-2,-5,-5,-5)",1.6187314967152187,pi/4,5,6,6
"(5,1,2,5,5,5)","(-4,-1,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-3,2,5,-5,5)","(-2,-1,-2,-5,-5,-5)",1.9999999999999996,sqrt(2),2,1,-999
"(3,1,2,5,5,5)","(-2,-1,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-1,-2,-5,-5,-5)","(2,-1,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-1,-2,-5,-5,-5)","(4,-1,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,0,2,5,5,5)","(-4,0,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-1,0,-3,-2,-3,0)","(-3,0,-2,-5,-5,-5)",3.0609015883704709,sqrt(e),4,4,5
"(1,0,3,2,3,0)","(-3,0,-2,-5,-5,-5)",-3.0609015883704709,sqrt(e),-4,4,-5
"(3,0,2,5,5,5)","(-2,0,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,0,-2,-5,-5,-5)","(2,0,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(-5,-4,-5,-3,2,-4)","(2,0,-2,-5,-5,-5)",-4.1232014669989558,pi^2,-5,6,-2
"(5,4,5,3,-2,4)","(2,0,-2,-5,-5,-5)",4.1232014669989558,pi^2,5,6,2
"(3,0,-2,-5,-5,-5)","(4,0,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-1,2,5,5,5)","(-4,1,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(4,-2,5,0,5,0)","(-2,1,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-1,2,5,5,5)","(-2,1,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,1,-2,-5,-5,-5)","(2,1,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,1,-2,-5,-5,-5)","(4,1,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-2,2,5,5,5)","(-4,2,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-2,2,5,5,5)","(-2,2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-3,-5,-5,-5,0)","(0,2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,2,-2,-5,-5,-5)","(2,2,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,2,-2,-5,-5,-5)","(4,2,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-3,2,5,5,5)","(-4,3,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-3,2,5,5,5)","(-2,3,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,3,-2,-5,-5,-5)","(2,3,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,3,-2,-5,-5,-5)","(4,3,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-4,2,5,5,5)","(-4,4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-4,2,5,5,5)","(-2,4,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,-3,-5,-5,-5,0)","(0,4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(1,4,-2,-5,-5,-5)","(2,4,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,4,-2,-5,-5,-5)","(4,4,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(5,-5,2,5,5,5)","(-4,5,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,-5,2,5,5,5)","(-2,5,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,5,-2,-5,-5,-5)","(2,5,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(0,2,-5,0,-5,0)","(2,5,-2,-5,-5,-5)",2,sqrt(2),2,1,-999
"(3,5,-2,-5,-5,-5)","(4,5,-2,-5,-5,-5)",4,sqrt(2),4,1,-999
"(-1,3,-2,0,0,-5)","(5,5,-2,-5,-5,-5)",1.1146099182241542,1/ln(2),4,1,-2
"(1,-3,2,0,0,5)","(5,5,-2,-5,-5,-5)",-1.1146099182241542,1/ln(2),-4,1,2
"(5,5,1,5,5,5)","(-4,-5,-1,-5,-5,-5)",4,sqrt(2),4,1,-999
"(3,5,1,5,5,5)","(-2,-5,-1,-5,-5,-5)",2,sqrt(2),2,1,-999
"(1,-5,-1,-5,-5,-5)","(2,-5,-1,-5,-5,-5)",2,sqrt(2),2,1,-999
"(0,-4,-1,-3,1,-3)","(3,-5,-1,-5,-5,-5)",2.4196986029504068,1/e,3,2,5
"(0,4,1,3,-1,3)","(3,-5,-1,-5,-5,-5)",-2.4196986029504068,1/e,-3,2,-5
"(3,-5,-1,-5,-5,-5)","(4,-5,-1,-5,-5,-5)",4,sqrt(2),4,1,-999
