P_coeffs,Q_coeffs,value,constant,c0,c1,c2
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(-1,-2,0,-2,1,-3,3,-1)","(-1,-1,-3,-3,-3,-3,-3,7)",-1.7123889803917702,pi/4,3,1,-6
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,3,3,3,3,3,3,0)","(0,-2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-3,-3,-3,-3,-3,-3,0)","(0,2,-2,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(3,2,3,3,3,3,3,0)","(0,-2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(1,-2,-3,-3,-3,-3,-3,0)","(0,2,-1,-3,-3,-3,-3,7)",2,sqrt(2),2,1,-999
"(-3,1,-3,-2,0,1,1,2)","(2,3,-1,-3,-3,-3,-3,7)",-0.92621224964748272,pi/e,3,3,-5
"(-3,1,-3,-2,0,1,1,2)","(2,3,-1,-3,-3,-3,-3,7)",-0.92621224964748272,pi/e,3,3,-5
"(-3,1,-3,-2,0,1,1,2)","(2,3,-1,-3,-3,-3,-3,7)",-0.92621224964748272,pi/e,3,3,-5
"(-3,1,-3,-2,0,1,1,2)","(2,3,-1,-3,-3,-3,-3,7)",-0.92621224964748272,pi/e,3,3,-5
"(-3,1,-3,-2,0,1,1,2)","(2,3,-1,-3,-3,-3,-3,7)",-0.92621224964748272,pi/e,3,3,-5
