sample_id,depth,prime_An,prime_Bn,doubly_prime,mean_ratio,min_ratio,overflow_depth
0,79,2,9,0,156.342148,23.624687,79
1,73,4,3,1,162.716858,12.691667,73
2,65,3,5,0,158.092072,12.011325,65
3,74,7,1,0,194.078033,46.964748,74
4,73,6,7,1,167.251434,33.720055,73
5,87,5,5,0,159.237701,27.046902,87
6,60,3,5,0,178.488998,38.267429,60
7,74,7,7,2,183.005264,12.691667,74
8,65,4,4,1,172.551071,12.691667,65
9,73,5,2,0,165.964508,43.302418,73
10,72,3,4,0,187.186691,51.023239,72
11,83,10,8,2,157.491272,12.691667,83
12,74,5,13,2,157.741699,12.691667,74
13,68,4,3,1,195.295807,12.691667,68
14,68,4,5,0,186.632690,53.913280,68
15,80,8,8,3,156.689209,12.011325,80
16,72,7,9,2,163.392120,12.691667,72
17,61,5,5,2,194.274414,17.681482,61
18,80,6,5,0,148.723175,20.115816,80
19,70,5,4,1,177.552399,11.155773,70
20,79,10,5,1,154.105453,12.691667,79
21,94,5,9,2,143.232193,33.720055,94
22,71,7,5,1,191.134811,38.592636,71
23,77,8,4,1,162.058167,35.630013,77
24,75,7,7,1,144.351730,19.646091,75
25,79,6,5,1,141.511032,12.691667,79
26,73,2,10,0,146.378265,20.115816,73
27,63,7,5,2,176.278625,12.011325,63
28,70,6,5,0,175.324341,35.630013,70
29,64,5,5,2,213.560577,20.115816,64
30,74,9,8,4,145.227524,10.349608,74
31,73,7,6,1,159.690826,11.155773,73
32,73,9,6,2,159.558182,12.691667,73
33,79,6,8,1,177.229904,12.011325,79
34,78,6,6,0,151.132477,11.155773,78
35,85,9,8,3,138.981415,12.691667,85
36,83,13,7,3,144.259933,17.681482,83
37,73,7,4,0,179.347672,43.274292,73
38,79,9,8,4,152.075424,12.691667,79
39,60,5,4,1,191.487686,27.889433,60
40,68,6,5,1,168.670822,19.037500,68
41,71,6,6,1,193.577911,12.691667,71
42,76,5,6,1,158.262970,12.691667,76
43,79,6,8,1,153.844910,20.115816,79
44,73,4,6,1,176.440247,12.691667,73
45,67,6,9,2,224.201813,66.850113,67
46,85,5,7,0,160.318024,22.370153,85
47,78,8,5,1,176.126236,31.164268,78
48,68,7,6,0,163.383270,12.691667,68
49,76,7,7,1,177.867767,29.469137,76
50,86,6,5,2,145.675873,12.691667,86
51,81,6,9,0,147.435440,12.691667,81
52,76,5,8,2,181.481110,20.115816,76
53,63,9,4,0,188.404846,12.691667,63
54,74,3,5,0,188.779404,51.023239,74
55,71,5,4,1,192.810394,35.630013,71
56,81,5,9,3,153.956314,12.691667,81
57,83,7,3,1,152.046051,12.691667,83
58,74,5,5,0,153.971695,41.107521,74
59,79,5,10,1,150.051651,11.155773,79
60,70,3,3,0,169.797623,25.902905,70
61,83,8,4,0,143.237137,20.115816,83
62,74,6,5,1,185.327530,29.469137,74
63,76,6,9,0,154.939987,33.720055,76
64,71,4,2,0,194.767319,29.469137,71
65,85,7,8,1,158.180862,17.681482,85
66,72,6,4,1,164.850784,12.691667,72
67,82,7,6,3,155.795929,12.691667,82
68,76,8,6,0,184.904739,12.691667,76
69,72,7,7,2,171.944855,10.349608,72
70,80,9,8,3,148.764893,10.349608,80
71,80,11,6,1,173.681046,20.115816,80
72,80,6,6,1,173.883362,20.115816,80
73,79,3,2,1,189.315643,66.717972,79
74,78,5,5,1,169.278122,12.011325,78
75,86,7,8,2,167.157257,12.011325,86
76,65,4,3,0,175.103210,20.115816,65
77,79,7,7,1,141.683792,12.691667,79
78,76,5,7,1,170.774231,19.037500,76
79,81,7,7,1,158.906830,12.691667,81
80,86,11,6,2,145.474609,20.115816,86
81,69,6,7,1,162.918457,27.889433,69
82,63,5,5,1,185.612320,20.115816,63
83,73,9,7,2,152.899506,20.115816,73
84,77,3,5,0,162.894623,20.115816,77
85,80,7,5,0,165.176163,19.037500,80
86,82,3,13,0,158.448151,12.691667,82
87,85,8,9,3,138.126709,10.349608,85
88,77,7,9,2,151.865707,12.691667,77
89,78,6,5,0,162.822067,19.037500,78
90,77,8,7,2,148.078461,20.115816,77
91,76,6,7,3,157.727005,12.691667,76
92,65,3,6,0,188.546402,20.115816,65
93,85,9,11,2,143.046677,12.691667,85
94,73,3,2,0,204.455536,70.658340,73
95,60,7,2,0,210.714157,31.318216,60
96,78,7,9,1,163.203293,20.115816,78
97,72,7,11,1,155.811920,11.155773,72
98,83,7,9,2,155.546143,17.681482,83
99,77,3,4,0,181.914780,35.630013,77
100,75,3,10,2,159.742630,12.691667,75
101,79,7,5,0,150.734848,27.889433,79
102,72,9,6,1,159.322052,25.902905,72
103,57,5,6,0,187.550308,35.630013,57
104,86,6,11,1,147.346619,20.115816,86
105,84,5,5,1,137.479980,12.691667,84
106,74,8,4,0,150.601349,12.011325,74
107,69,1,2,0,177.538284,53.359291,69
108,81,4,4,0,160.022751,45.831409,81
109,72,8,7,2,135.281860,16.403742,72
110,68,5,5,2,184.917526,17.681482,68
111,76,7,7,0,180.066818,27.889433,76
112,67,3,4,0,195.164017,37.386642,67
113,80,3,7,0,155.318970,27.889433,80
114,61,2,5,1,199.796707,12.011325,61
115,71,5,2,0,179.854187,12.691667,71
116,68,6,2,0,154.611389,16.403742,68
117,83,11,5,3,155.617844,11.155773,83
118,75,2,3,0,163.169205,12.691667,75
119,91,6,9,1,149.492676,19.037500,91
120,86,9,7,1,170.434479,19.037500,86
121,79,5,6,2,162.072632,42.217915,79
122,75,6,8,2,159.052399,12.691667,75
123,80,8,6,1,145.169724,10.349608,80
124,88,7,10,3,138.586487,8.461111,88
125,81,2,5,1,153.468857,12.691667,81
126,71,5,6,2,167.814880,20.115816,71
127,91,5,5,0,132.244751,19.037500,91
128,80,4,7,1,141.400024,35.630013,80
129,75,4,6,1,158.593521,29.469137,75
130,66,5,3,0,177.577988,29.469137,66
131,67,4,7,1,175.240784,12.691667,67
132,78,7,6,0,164.411713,19.037500,78
133,75,4,6,1,172.458130,17.681482,75
134,85,4,9,1,148.673462,35.630013,85
135,60,2,5,0,221.602921,80.909874,60
136,75,5,6,0,196.290359,12.691667,75
137,66,3,4,1,188.901901,35.630013,66
138,66,4,6,1,169.469681,45.640518,66
139,75,5,5,1,177.555969,27.046902,75
140,82,7,10,3,156.160187,20.115816,82
141,78,7,2,0,178.980484,35.942188,78
142,73,5,5,1,168.161713,12.691667,73
143,81,6,6,0,157.571594,12.691667,81
144,72,9,4,1,183.942963,12.691667,72
145,76,6,5,1,149.841705,20.115816,76
146,61,6,4,0,179.449219,20.115816,61
147,84,4,2,1,144.150391,12.691667,84
148,86,7,10,1,137.582886,12.691667,86
149,76,5,3,0,176.101501,12.691667,76
150,85,5,6,1,161.195847,16.403742,85
151,87,10,5,1,160.322525,12.691667,87
152,86,7,7,2,150.739578,20.115816,86
153,77,4,2,0,176.127380,43.905952,77
154,76,3,9,1,153.302307,12.691667,76
155,78,4,7,1,164.828232,31.318216,78
156,71,6,6,2,180.712509,20.115816,71
157,86,6,6,0,157.860184,11.155773,86
158,75,5,3,0,181.097870,61.655876,75
159,66,4,1,0,188.861435,20.115816,66
160,83,5,7,1,162.464203,20.115816,83
161,67,10,6,3,169.576416,12.691667,67
162,77,5,2,1,154.013138,19.037500,77
163,88,8,7,2,157.285858,11.155773,88
164,72,7,4,0,161.808350,25.290039,72
165,63,4,7,2,177.802078,43.763092,63
166,80,9,5,1,161.812149,12.011325,80
167,65,6,7,1,169.990707,20.115816,65
168,63,8,5,3,185.281464,19.037500,63
169,85,11,12,2,152.870697,12.691667,85
170,72,4,6,2,159.031113,12.691667,72
171,67,6,7,1,169.998825,20.115816,67
172,65,7,7,1,177.779938,29.469137,65
173,70,3,6,1,185.962967,25.902905,70
174,80,7,13,1,154.526733,12.691667,80
175,78,5,3,1,167.651642,12.691667,78
176,66,5,8,1,201.494293,12.691667,66
177,75,6,6,1,149.542374,12.691667,75
178,75,4,5,0,173.249817,27.889433,75
179,87,11,5,2,143.418045,27.889433,87
180,79,7,8,0,160.207733,24.031046,79
181,74,6,7,3,158.383530,12.691667,74
182,90,8,11,0,126.074791,12.011325,90
183,65,3,5,2,186.056030,29.469137,65
184,80,4,10,0,142.575119,12.691667,80
185,81,6,4,1,169.633514,17.681482,81
186,71,3,4,1,189.579117,19.037500,71
187,82,5,7,2,149.688995,10.349608,82
188,67,6,6,1,165.385010,19.037500,67
189,86,6,6,1,129.605942,12.691667,86
190,80,5,6,0,142.812714,25.902905,80
191,74,7,6,1,175.165009,17.681482,74
192,69,5,2,1,179.222229,12.691667,69
193,81,6,6,1,161.637482,20.115816,81
194,65,6,4,0,181.915482,20.115816,65
195,69,7,2,0,173.890747,12.691667,69
196,72,7,4,1,159.966614,20.115816,72
197,80,8,7,1,154.603745,38.298103,80
198,79,8,7,1,163.041763,20.115816,79
199,77,4,5,0,154.434341,27.046902,77
200,79,4,6,0,148.521255,12.691667,79
201,79,7,6,0,151.000336,27.889433,79
202,82,5,5,0,152.438385,29.530071,82
203,79,5,6,1,182.021057,12.691667,79
204,74,2,4,1,180.451584,17.681482,74
205,79,6,8,3,162.614288,20.115816,79
206,79,5,7,1,183.007019,12.691667,79
207,82,8,10,1,147.658707,19.037500,82
208,67,7,4,1,179.755341,12.691667,67
209,72,7,8,2,144.822128,12.691667,72
210,79,3,7,0,162.052551,15.270006,79
211,69,5,8,1,188.408615,12.691667,69
212,67,4,4,0,189.856247,43.905952,67
213,85,6,2,1,165.965912,20.115816,85
214,75,5,6,0,145.238693,12.011325,75
215,76,6,8,1,155.322983,27.889433,76
216,76,7,8,0,145.994736,50.960510,76
217,77,5,6,1,164.489868,20.115816,77
218,76,6,6,1,144.943573,12.691667,76
219,73,7,3,0,175.782471,12.011325,73
220,81,3,6,0,156.467773,19.037500,81
221,76,9,6,0,160.572052,29.055025,76
222,80,5,4,0,154.805023,32.464211,80
223,72,4,3,0,181.607437,33.720055,72
224,61,5,2,1,196.695862,55.448566,61
225,59,4,3,0,216.919586,29.469137,59
226,63,5,7,1,208.201965,29.469137,63
227,75,1,8,0,158.082397,35.630013,75
228,67,4,3,0,193.745956,20.115816,67
229,74,4,4,0,193.178314,29.469137,74
230,75,6,9,1,153.222153,12.691667,75
231,75,11,7,2,163.982422,17.681482,75
232,77,9,10,4,156.054398,10.349608,77
233,66,8,5,2,170.016281,17.681482,66
234,72,6,0,0,152.674377,31.318216,72
235,82,5,6,2,164.633057,29.055025,82
236,60,5,4,0,194.769562,11.155773,60
237,75,6,4,1,175.458115,12.011325,75
238,71,8,4,1,188.940002,46.964748,71
239,80,6,10,3,161.326797,12.691667,80
240,76,7,1,0,183.256149,20.115816,76
241,70,8,1,0,187.890045,51.876717,70
242,103,8,10,1,136.427475,10.349608,103
243,69,4,6,0,182.213898,29.469137,69
244,65,3,5,0,212.061584,29.469137,65
245,81,6,6,0,156.928741,46.964748,81
246,78,8,9,3,161.643753,20.115816,78
247,76,5,3,0,156.455978,12.691667,76
248,69,4,6,1,163.904526,35.942188,69
249,72,6,5,1,179.946411,12.691667,72
250,80,10,5,2,152.911453,12.691667,80
251,74,5,6,0,140.411560,17.681482,74
252,67,5,8,0,160.762680,10.349608,67
253,71,10,7,3,158.231079,10.349608,71
254,78,4,13,3,136.231491,11.155773,78
255,80,6,8,0,151.729935,11.155773,80
256,79,7,7,2,149.394287,10.349608,79
257,68,4,6,0,169.442337,29.469137,68
258,73,1,2,0,171.322876,29.055025,73
259,78,10,7,2,167.659225,12.691667,78
260,78,9,6,1,162.903198,11.155773,78
261,88,8,9,3,135.178589,10.349608,88
262,61,1,5,0,211.882965,20.115816,61
263,73,9,11,4,162.479233,10.349608,73
264,82,8,2,1,173.062149,20.115816,82
265,77,5,6,1,169.150436,20.115816,77
266,79,6,7,3,149.203232,9.634301,79
267,85,6,7,1,144.724991,17.681482,85
268,71,3,2,0,187.332550,38.938591,71
269,81,4,5,1,138.174606,11.155773,81
270,70,8,5,0,191.011063,51.876717,70
271,84,10,12,3,143.829178,12.691667,84
272,79,8,7,1,139.901138,23.753342,79
273,80,8,3,0,151.433762,36.821884,80
274,80,7,3,1,165.188766,20.115816,80
275,83,10,7,3,162.153336,12.691667,83
276,81,3,9,2,157.490097,27.889433,81
277,77,6,10,2,140.531418,12.691667,77
278,82,6,5,1,154.913376,17.681482,82
279,77,4,7,0,174.535706,27.956726,77
280,88,7,5,1,139.902435,29.469137,88
281,67,6,4,1,135.972076,12.691667,67
282,78,7,6,0,178.453644,31.318216,78
283,76,6,6,0,185.586121,46.964748,76
284,65,5,3,1,178.005280,11.155773,65
285,70,6,4,1,177.391052,12.691667,70
286,77,9,7,3,150.490479,12.691667,77
287,77,7,8,2,165.382858,12.691667,77
288,83,6,9,1,142.655457,12.011325,83
289,85,6,4,1,143.577148,20.115816,85
290,78,10,7,2,174.618393,20.115816,78
291,76,7,5,2,164.142975,27.889433,76
292,76,5,6,1,156.107422,20.115816,76
293,61,3,6,0,187.471909,51.023239,61
294,80,6,7,0,157.100708,12.011325,80
295,85,7,9,2,145.431122,11.155773,85
296,85,8,9,3,138.722519,10.349608,85
297,83,11,6,0,171.100937,20.115816,83
298,83,6,6,2,167.561478,12.691667,83
299,66,2,2,1,176.053223,19.037500,66
300,74,7,3,1,178.647247,29.469137,74
301,88,6,5,1,142.304947,22.370153,88
302,89,11,9,3,133.190002,17.681482,89
303,75,6,7,2,185.459854,29.469137,75
304,67,6,6,1,184.876923,20.115816,67
305,71,4,6,0,166.722824,20.115816,71
306,89,11,11,2,139.965775,11.155773,89
307,69,5,4,1,175.744263,12.691667,69
308,76,8,5,1,173.581467,12.691667,76
309,73,6,7,2,167.695770,12.691667,73
310,76,6,8,2,146.320374,49.095844,76
311,60,3,7,1,199.242599,12.011325,60
312,68,8,6,1,181.905563,25.902905,68
313,87,6,9,1,130.433594,12.691667,87
314,83,4,8,2,150.001419,19.037500,83
315,79,3,8,1,176.906677,12.691667,79
316,87,4,8,0,157.050461,12.691667,87
317,71,5,5,1,198.855133,20.115816,71
318,81,9,7,1,151.472610,11.974351,81
319,80,8,6,1,147.030655,20.115816,80
320,70,12,7,0,144.780975,12.691667,70
321,67,4,7,2,179.475983,19.037500,67
322,71,6,6,0,149.263931,10.349608,71
323,77,6,8,1,161.661713,29.469137,77
324,81,6,2,1,175.262604,12.691667,81
325,68,6,4,1,198.216537,52.801117,68
326,83,7,8,0,159.866959,33.720055,83
327,89,10,7,0,155.123260,17.681482,89
328,53,5,6,0,217.679749,19.037500,53
329,67,9,5,1,165.621902,29.469137,67
330,91,8,8,1,149.188965,12.011325,91
331,77,6,6,1,153.365036,12.691667,77
332,83,3,8,1,145.163589,32.464211,83
333,57,5,2,0,202.007065,46.964748,57
334,68,3,4,0,175.283066,31.318216,68
335,75,6,2,0,166.315567,35.630013,75
336,78,7,7,2,146.520554,20.115816,78
337,86,8,6,4,143.453232,11.155773,86
338,71,2,7,0,158.319626,19.037500,71
339,63,5,4,0,182.352615,11.155773,63
340,72,9,6,1,177.338882,12.011325,72
341,74,5,9,1,166.001053,19.037500,74
342,77,5,7,1,198.153320,27.046902,77
343,85,10,6,1,139.059570,17.681482,85
344,62,6,4,1,160.746216,12.691667,62
345,73,6,7,1,169.993088,12.691667,73
346,73,7,6,1,133.785614,15.270006,73
347,72,4,3,0,184.238113,49.527790,72
348,65,6,7,2,145.632751,12.011325,65
349,69,3,2,1,171.026230,27.889433,69
350,77,8,6,1,162.911560,12.691667,77
351,67,11,5,0,170.944717,17.681482,67
352,70,8,9,1,149.552979,17.681482,70
353,79,6,4,1,154.098923,12.691667,79
354,80,5,8,0,155.765015,12.691667,80
355,65,7,6,1,176.279129,16.403742,65
356,69,3,3,0,169.691635,12.691667,69
357,78,4,6,1,157.897354,12.011325,78
358,84,7,5,1,146.772736,38.298103,84
359,75,4,10,2,162.075378,12.691667,75
360,77,7,7,0,140.332916,33.720055,77
361,75,3,6,0,169.482651,27.889433,75
362,71,9,5,2,203.478668,12.011325,71
363,74,7,5,0,178.317368,46.929329,74
364,65,9,8,2,183.204941,20.115816,65
365,76,4,4,2,181.898636,12.691667,76
366,68,6,4,2,175.573349,11.155773,68
367,67,6,4,2,154.870300,29.469137,67
368,77,5,8,3,144.828323,12.691667,77
369,87,7,10,1,143.528549,12.691667,87
370,79,9,8,2,149.480423,12.691667,79
371,79,10,4,0,139.864487,20.115816,79
372,78,4,6,2,152.000427,12.691667,78
373,80,5,5,1,145.192017,12.011325,80
374,72,7,7,1,142.813553,12.691667,72
375,72,7,7,2,151.524597,12.691667,72
376,82,4,6,1,152.431259,11.155773,82
377,72,7,9,3,176.777008,29.469137,72
378,90,9,6,1,154.759888,17.681482,90
379,65,4,7,0,165.789368,20.115816,65
380,77,5,4,0,176.612076,40.925812,77
381,80,8,7,0,186.801025,20.115816,80
382,69,4,8,0,162.627350,39.379848,69
383,73,8,6,2,180.317535,11.155773,73
384,72,6,8,0,179.652390,12.691667,72
385,56,2,5,1,202.189987,12.011325,56
386,67,1,6,1,173.004639,41.552361,67
387,81,6,5,1,163.943558,12.691667,81
388,81,5,2,0,153.032852,27.889433,81
389,84,8,7,2,151.619141,12.691667,84
390,80,8,8,2,151.075119,11.155773,80
391,75,6,8,0,177.796906,35.630013,75
392,64,1,6,1,180.431335,20.115816,64
393,82,7,7,1,160.674133,20.115816,82
394,75,7,4,0,179.537903,12.691667,75
395,76,5,5,0,177.743408,12.691667,76
396,75,2,8,0,158.871613,29.469137,75
397,84,10,4,0,157.490463,20.115816,84
398,72,6,9,2,160.437927,12.011325,72
399,84,5,6,1,151.714310,24.031046,84
400,67,6,4,1,175.875870,20.115816,67
401,71,3,6,1,202.313812,20.115816,71
402,68,2,6,0,211.662323,62.877010,68
403,72,5,5,1,163.937790,29.469137,72
404,83,7,12,1,144.324295,20.115816,83
405,82,4,5,1,168.967224,59.767635,82
406,54,4,5,1,204.597733,19.037500,54
407,60,5,8,2,204.123703,12.691667,60
408,86,11,8,2,139.733154,12.691667,86
409,83,5,8,2,153.526520,12.691667,83
410,72,5,6,3,161.600281,17.681482,72
411,63,5,7,1,191.272598,20.115816,63
412,76,7,4,0,145.988205,29.469137,76
413,72,5,10,1,159.936844,19.037500,72
414,69,7,10,2,168.744675,12.691667,69
415,70,6,6,2,186.954132,16.403742,70
416,78,4,4,1,161.106430,43.763092,78
417,85,6,6,1,148.439087,35.630013,85
418,85,9,6,0,150.354446,30.486067,85
419,77,3,5,0,171.703629,46.964748,77
420,83,8,5,1,141.157867,20.115816,83
421,89,11,8,4,138.986038,12.691667,89
422,70,3,8,0,165.940399,40.750481,70
423,65,6,5,0,181.798569,20.115816,65
424,82,3,6,0,138.650360,27.889433,82
425,67,6,4,1,167.457230,19.037500,67
426,81,6,4,1,169.432693,17.681482,81
427,78,6,10,2,142.358856,11.155773,78
428,78,3,3,0,177.312668,38.274361,78
429,70,8,7,1,154.663666,20.115816,70
430,73,5,6,0,178.747162,20.115816,73
431,72,3,3,0,161.560013,51.876717,72
432,81,9,7,3,136.750687,34.584476,81
433,75,5,10,3,156.953766,19.037500,75
434,85,8,8,2,152.665298,12.691667,85
435,82,5,8,0,147.895874,12.691667,82
436,74,2,3,0,166.841812,35.630013,74
437,73,5,5,2,162.897964,20.115816,73
438,75,6,3,1,166.167130,35.630013,75
439,76,4,5,2,167.145142,12.691667,76
440,83,7,3,0,175.531906,44.447186,83
441,85,6,8,2,152.431030,12.011325,85
442,81,8,9,2,145.534363,11.155773,81
443,84,5,5,0,149.848404,12.691667,84
444,68,9,8,2,132.884048,11.155773,68
445,71,9,6,3,170.659073,19.037500,71
446,77,4,10,1,156.201141,12.691667,77
447,77,5,7,0,175.497986,51.273991,77
448,73,6,6,2,188.475830,12.691667,73
449,84,13,6,2,167.080048,11.155773,84
450,68,4,5,1,163.754532,12.691667,68
451,75,5,4,2,171.975266,12.691667,75
452,77,5,4,1,153.234772,27.889433,77
453,58,3,6,0,211.257019,45.330845,58
454,72,4,7,1,168.307434,43.905952,72
455,79,6,5,1,165.712799,20.115816,79
456,77,6,8,1,172.415405,12.011325,77
457,80,6,4,2,174.456177,12.691667,80
458,79,8,9,2,176.972672,12.691667,79
459,74,7,4,2,141.818909,17.681482,74
460,74,3,6,0,166.731888,24.031046,74
461,76,5,5,1,155.424530,12.691667,76
462,79,8,8,2,143.639038,12.691667,79
463,60,4,5,1,198.195572,20.115816,60
464,75,4,5,0,189.409531,20.115816,75
465,77,9,9,2,170.751816,12.691667,77
466,79,7,4,1,143.500305,36.701923,79
467,69,3,4,0,155.181076,19.037500,69
468,74,7,8,0,170.608551,46.817097,74
469,72,8,7,2,169.841110,25.902905,72
470,83,4,6,1,134.148102,17.681482,83
471,80,7,8,0,163.936310,29.469137,80
472,73,5,5,2,171.518967,41.552361,73
473,76,9,7,1,164.931732,40.925812,76
474,82,6,6,0,149.165680,19.037500,82
475,71,8,4,2,186.729233,35.630013,71
476,70,6,4,2,207.270966,35.630013,70
477,76,6,4,0,174.001205,32.366032,76
478,80,9,9,2,146.233810,11.155773,80
479,79,5,3,1,158.327026,33.329205,79
480,72,3,8,0,163.122040,12.691667,72
481,79,7,6,1,157.396210,12.691667,79
482,74,6,8,2,174.774948,11.155773,74
483,70,7,2,2,162.777969,20.115816,70
484,76,2,4,0,155.951355,12.691667,76
485,69,1,4,0,214.746124,46.964748,69
486,74,4,9,2,160.682480,35.630013,74
487,78,6,9,2,150.686661,12.011325,78
488,74,6,6,1,176.412216,50.463833,74
489,67,7,3,1,185.640656,35.630013,67
490,90,5,7,0,152.929535,38.592636,90
491,76,7,8,2,143.991867,12.691667,76
492,76,6,7,1,170.132004,12.691667,76
493,69,3,5,0,176.054840,41.552361,69
494,81,4,5,0,138.355148,12.691667,81
495,74,6,8,1,138.592667,15.270006,74
496,66,4,7,2,168.852524,29.469137,66
497,77,2,5,1,172.584335,34.584476,77
498,71,2,3,0,168.714340,17.681482,71
499,88,6,9,2,153.003281,12.691667,88
500,79,4,8,2,204.546707,29.469137,79
501,73,6,6,0,166.917374,31.309832,73
502,74,7,4,0,174.000626,27.889433,74
503,73,4,4,0,159.745926,19.037500,73
504,65,6,6,0,208.765350,12.691667,65
505,81,5,6,0,146.564621,20.115816,81
506,78,4,4,0,151.511368,20.115816,78
507,80,3,8,1,169.152924,19.037500,80
508,70,8,9,1,192.110489,27.889433,70
509,80,8,7,1,159.751190,29.469137,80
510,68,7,6,2,173.028122,20.115816,68
511,75,7,4,2,160.416489,16.403742,75
512,78,5,2,0,158.110352,29.469137,78
513,71,4,9,1,172.407196,27.889433,71
514,80,8,6,2,165.141464,12.691667,80
515,70,3,4,0,225.347534,65.176628,70
516,79,9,5,3,162.969467,12.691667,79
517,72,4,8,2,154.939743,12.011325,72
518,82,6,7,1,145.681320,12.691667,82
519,80,7,9,0,164.370224,19.037500,80
520,90,9,8,3,140.037659,9.634301,90
521,74,2,8,1,137.701660,12.691667,74
522,78,5,4,1,162.061218,19.037500,78
523,73,8,1,0,157.159470,38.592636,73
524,80,6,12,3,141.157623,11.155773,80
525,82,6,4,1,148.448959,29.469137,82
526,72,5,6,1,175.849884,27.889433,72
527,74,5,7,1,153.767700,15.270006,74
528,78,7,3,1,169.788651,11.155773,78
529,82,5,6,1,160.448425,12.691667,82
530,78,8,3,2,142.131302,12.691667,78
531,75,6,4,1,171.943909,33.951729,75
532,84,5,3,0,164.591919,12.691667,84
533,72,5,6,2,159.567612,53.915802,72
534,70,4,5,0,158.905777,12.691667,70
535,76,10,7,3,170.902222,11.155773,76
536,72,10,10,4,150.664444,19.037500,72
537,83,6,6,2,167.964401,12.011325,83
538,80,2,2,0,148.299698,11.155773,80
539,71,7,3,0,166.093018,48.401478,71
540,81,6,8,0,164.496353,11.155773,81
541,104,11,6,2,130.107513,16.403742,104
542,81,9,5,0,143.491119,12.691667,81
543,64,5,3,1,169.953751,41.552361,64
544,73,6,4,0,152.881302,12.691667,73
545,78,6,5,1,158.471710,20.115816,78
546,79,6,5,0,154.227280,20.115816,79
547,86,8,9,2,136.352921,13.410544,86
548,75,7,6,1,170.298920,12.691667,75
549,75,6,7,1,160.163422,20.115816,75
550,84,2,8,0,164.741440,20.115816,84
551,76,7,3,0,171.360229,29.469137,76
552,74,8,12,2,152.530457,12.691667,74
553,87,10,7,1,159.512299,12.691667,87
554,71,6,6,2,188.511322,20.115816,71
555,64,7,5,1,151.820465,26.135918,64
556,80,2,6,0,160.515869,19.037500,80
557,73,8,4,0,181.449356,13.410544,73
558,72,5,7,2,191.112076,12.691667,72
559,82,9,6,1,146.608459,20.115816,82
560,92,6,10,2,153.747192,16.403742,92
561,79,8,8,0,153.473328,12.691667,79
562,75,6,8,0,146.947311,29.469137,75
563,70,5,6,0,197.629364,29.469137,70
564,77,11,9,5,173.008636,19.037500,77
565,78,8,8,3,155.308655,12.691667,78
566,74,5,10,1,172.761017,27.046902,74
567,89,8,6,1,162.020309,10.349608,89
568,73,3,4,0,186.880783,75.486076,73
569,73,6,5,0,170.962891,58.225479,73
570,76,4,8,2,146.265137,12.011325,76
571,70,7,4,2,183.918076,29.469137,70
572,81,6,8,1,155.838318,53.342777,81
573,89,10,9,4,123.400139,10.349608,89
574,64,4,1,0,193.002991,47.524780,64
575,82,6,13,2,139.688843,11.155773,82
576,81,8,6,2,142.835007,12.691667,81
577,77,8,9,2,141.104813,12.691667,77
578,74,4,5,1,163.692810,25.902905,74
579,79,9,5,0,154.746445,38.592636,79
580,75,4,10,0,168.954010,35.630013,75
581,74,4,7,0,158.225067,12.691667,74
582,72,6,6,1,172.014191,25.902905,72
583,74,5,6,1,162.541183,17.681482,74
584,71,3,6,2,170.059616,27.889433,71
585,75,11,5,0,155.444611,12.691667,75
586,79,7,6,2,151.489319,10.349608,79
587,85,9,6,3,140.132263,16.403742,85
588,80,7,7,1,153.983948,29.469137,80
589,68,5,9,0,171.760544,19.037500,68
590,63,4,4,1,191.223389,20.115816,63
591,71,5,5,0,163.700516,33.329205,71
592,72,7,8,2,181.350998,12.011325,72
593,73,8,7,2,172.056076,12.691667,73
594,73,6,6,3,138.684525,9.634301,73
595,88,7,6,1,148.174637,12.691667,88
596,79,4,5,0,168.134644,20.115816,79
597,73,7,5,1,159.517044,20.115816,73
598,73,10,9,1,163.552567,27.889433,73
599,83,5,3,0,143.319290,12.011325,83
600,72,5,5,1,160.658401,22.370153,72
601,96,9,10,1,138.779999,12.691667,96
602,86,9,9,3,153.489349,19.037500,86
603,76,4,3,0,170.608353,12.011325,76
604,84,5,5,0,155.596252,35.630013,84
605,72,10,9,1,151.468018,12.691667,72
606,81,6,5,1,146.936966,38.592636,81
607,67,6,3,0,207.977310,20.115816,67
608,75,9,5,1,164.465866,24.031046,75
609,76,5,8,1,144.260849,20.115816,76
610,79,5,10,1,145.828201,20.115816,79
611,65,5,4,0,145.687744,19.037500,65
612,72,10,7,1,137.240097,20.115816,72
613,69,4,7,3,157.865891,12.691667,69
614,89,10,11,4,142.308411,10.349608,89
615,83,3,10,2,173.221893,29.469137,83
616,78,5,7,1,159.165802,17.681482,78
617,71,7,8,2,151.913818,11.155773,71
618,73,3,2,0,164.764908,40.175735,73
619,72,5,4,1,175.215256,52.993755,72
620,84,5,4,0,166.603043,11.155773,84
621,74,3,8,1,183.030228,43.763092,74
622,81,6,3,1,157.327866,17.681482,81
623,78,5,7,2,147.078751,19.037500,78
624,78,7,8,2,168.577850,35.630013,78
625,74,6,4,0,167.100174,29.047449,74
626,71,5,5,0,204.493759,57.411541,71
627,78,2,6,0,170.513428,19.037500,78
628,64,5,9,2,154.381744,29.469137,64
629,81,9,4,0,161.667816,12.691667,81
630,77,5,8,0,157.934021,25.902905,77
631,66,2,5,0,196.798386,43.964386,66
632,75,7,5,1,145.322464,20.115816,75
633,70,5,6,2,173.840683,29.469137,70
