sample_id,depth,prime_An,prime_Bn,doubly_prime,mean_ratio,min_ratio,overflow_depth
0,39,1,6,0,107.809830,20.115816,39
1,37,3,4,1,134.227341,12.691667,37
2,49,8,6,2,92.531189,11.155773,49
3,29,6,4,1,145.190094,12.691667,29
4,38,5,5,2,135.409393,26.556915,38
5,46,6,5,2,100.262199,12.691667,46
6,55,8,8,1,100.313324,12.011325,55
7,39,5,5,0,124.457932,20.115816,39
8,41,5,6,1,101.013779,12.011325,41
9,37,4,5,2,109.950058,12.691667,37
10,39,7,5,1,119.835045,12.691667,39
11,36,6,4,2,126.126137,12.691667,36
12,28,3,3,2,144.343063,43.905952,28
13,46,6,3,0,109.821236,25.902905,46
14,43,6,7,3,91.320557,11.155773,43
15,38,4,5,1,102.598320,11.155773,38
16,44,9,9,3,91.539261,10.349608,44
17,39,4,3,0,118.904671,35.447258,39
18,33,2,3,0,116.263428,12.691667,33
19,39,4,8,2,94.134308,12.011325,39
20,28,3,3,1,142.271561,20.115816,28
21,42,8,8,1,96.776718,12.011325,42
22,35,6,3,1,137.896698,63.146057,35
23,43,6,5,0,117.534340,29.469137,43
24,46,7,7,2,90.380447,12.011325,46
25,39,5,4,2,109.468361,20.115816,39
26,40,5,7,1,103.749573,12.691667,40
27,40,6,4,2,112.668365,12.691667,40
28,34,2,2,0,130.248566,51.377155,34
29,37,5,5,1,107.897453,19.037500,37
30,31,2,5,0,130.443741,20.115816,31
31,43,4,4,2,119.657333,17.681482,43
32,35,3,4,2,101.337654,20.115816,35
33,41,5,5,1,119.668953,19.037500,41
34,40,6,4,0,112.648849,11.155773,40
35,41,8,4,0,108.496536,27.046902,41
36,43,8,6,2,108.589981,11.155773,43
37,37,3,6,1,114.340652,41.281269,37
38,30,6,4,2,106.129532,17.681482,30
39,44,6,9,2,109.424568,11.155773,44
40,33,7,3,1,120.825134,20.115816,33
41,38,1,5,0,140.190353,29.469137,38
42,35,7,6,1,103.792519,12.691667,35
43,42,3,3,0,116.335480,12.691667,42
44,41,6,4,1,96.510498,34.864231,41
45,38,5,7,1,86.463051,12.011325,38
46,33,6,5,2,161.547119,11.155773,33
47,43,4,6,1,104.804359,12.691667,43
48,42,4,4,2,103.108063,19.037500,42
49,33,4,2,0,144.053604,35.630013,33
50,32,5,8,1,138.269104,15.270006,32
51,44,5,6,0,108.826851,12.691667,44
52,35,3,3,0,137.081985,12.691667,35
53,31,3,4,0,141.307770,46.964748,31
54,41,5,4,2,101.921303,11.155773,41
55,33,6,5,3,104.908470,12.691667,33
56,40,8,6,1,114.990707,47.880447,40
57,37,7,4,1,96.122635,29.469137,37
58,36,5,4,0,128.403687,29.469137,36
59,34,5,5,2,135.909729,59.506462,34
60,46,9,7,2,97.412842,12.691667,46
61,30,6,3,0,126.525772,56.525314,30
62,48,3,9,2,92.884491,16.403742,48
63,42,3,5,1,110.459404,11.155773,42
64,40,5,6,1,78.658920,16.403742,40
65,37,6,5,2,119.008987,15.270006,37
66,42,4,6,0,111.059959,11.155773,42
67,35,4,4,1,119.025635,17.681482,35
68,42,5,3,0,108.357643,20.115816,42
69,36,3,5,1,139.052505,16.403742,36
70,37,3,4,1,109.473923,27.889433,37
71,31,2,4,0,120.528358,35.630013,31
72,37,2,3,0,152.718964,78.395576,37
73,39,4,2,0,96.286964,10.349608,39
74,43,7,6,0,103.458038,12.691667,43
75,31,2,5,0,158.847107,46.964748,31
76,36,7,9,2,93.266068,16.403742,36
77,44,9,6,2,105.512215,12.691667,44
78,52,8,8,1,92.227898,12.011325,52
79,35,2,4,1,133.638733,56.675152,35
80,35,5,4,2,118.471512,43.905952,35
81,38,4,3,1,125.089455,35.630013,38
82,41,6,5,1,103.245728,12.691667,41
83,33,2,4,1,142.322296,35.803764,33
84,43,4,7,1,113.553841,12.691667,43
85,30,1,2,0,152.417419,47.388916,30
86,40,5,4,0,105.463364,24.031046,40
87,40,4,2,0,116.823883,20.115816,40
88,43,5,6,1,123.862778,46.964748,43
89,36,4,3,0,152.175308,29.469137,36
90,33,2,7,0,122.364304,38.592636,33
91,41,2,4,0,113.245834,43.905952,41
92,30,6,4,1,143.396027,11.155773,30
93,36,6,3,1,120.791298,12.691667,36
94,45,7,7,2,98.367371,12.691667,45
95,34,9,4,2,140.383804,20.115816,34
96,45,6,8,1,118.905968,12.691667,45
97,35,4,5,3,125.756676,20.115816,35
98,35,5,4,0,112.815483,20.115816,35
99,29,5,5,1,140.746445,19.037500,29
100,32,4,5,1,133.221817,12.691667,32
101,41,4,10,1,114.332619,19.037500,41
102,38,7,12,3,103.520615,20.115816,38
103,32,5,5,1,141.114532,33.720055,32
104,35,3,3,0,133.757614,29.469137,35
105,40,6,7,2,102.938538,12.691667,40
106,32,3,3,0,118.875847,27.889433,32
107,46,4,6,0,101.520889,31.164268,46
108,34,5,7,1,118.757126,11.155773,34
109,41,7,9,2,91.813652,33.720055,41
110,41,6,8,2,95.374802,14.278125,41
111,39,4,2,1,137.189880,35.630013,39
112,40,3,5,1,130.767120,29.469137,40
113,30,7,2,1,93.024956,12.691667,30
114,39,4,6,2,111.543304,29.469137,39
115,40,6,6,1,116.208359,20.115816,40
116,35,3,6,1,103.198730,12.691667,35
117,41,5,1,1,132.872513,20.115816,41
118,37,3,4,0,117.235664,27.046902,37
119,27,5,0,0,151.788971,49.095844,27
120,37,6,6,0,112.303284,20.115816,37
121,36,5,1,0,108.579765,27.889433,36
122,36,4,3,1,118.130913,12.011325,36
123,44,7,9,3,106.951889,12.011325,44
124,35,1,6,0,127.417274,29.469137,35
125,37,4,2,0,108.711487,11.155773,37
126,35,7,2,0,98.254852,12.691667,35
127,35,5,2,2,191.635437,33.720055,35
128,42,8,1,0,119.352921,29.469137,42
129,39,5,5,1,111.417633,12.691667,39
130,36,2,6,2,124.914680,12.691667,36
131,41,7,5,2,125.762932,49.075916,41
132,50,2,4,1,115.361450,43.905952,50
133,37,6,6,3,118.642082,11.155773,37
134,51,8,6,1,82.223030,19.037500,51
135,44,10,7,2,114.735573,16.403742,44
136,30,1,2,0,137.764648,51.876717,30
137,35,4,3,1,134.796570,12.691667,35
138,49,6,4,2,97.235291,20.115816,49
139,37,4,3,0,104.367081,20.115816,37
140,36,1,3,0,142.638977,51.023239,36
141,42,5,4,1,114.428825,19.037500,42
142,37,3,5,0,104.682114,20.115816,37
143,45,8,7,1,99.105972,12.011325,45
144,47,9,7,2,95.817444,20.115816,47
145,51,7,5,2,93.413925,12.691667,51
146,42,6,7,3,101.168167,12.691667,42
147,38,7,5,2,108.252449,20.115816,38
148,42,5,4,1,113.870567,37.211361,42
149,39,7,7,2,111.632919,20.115816,39
150,34,5,5,2,120.432556,19.037500,34
151,32,7,6,1,135.246674,20.115816,32
152,39,6,4,1,127.455994,29.469137,39
153,40,6,3,1,99.049355,12.691667,40
154,34,5,3,0,93.459633,20.115816,34
155,40,3,2,0,130.314957,29.469137,40
156,38,5,5,1,122.305397,27.889433,38
157,36,2,3,0,150.950012,63.899384,36
158,37,6,4,1,145.111313,24.031046,37
159,38,6,7,1,110.878098,12.691667,38
160,38,1,4,0,144.340256,35.630013,38
161,35,4,4,0,123.457977,35.803764,35
162,42,5,5,1,102.967667,12.691667,42
163,34,4,2,0,126.560356,51.273991,34
164,40,5,5,0,142.073334,61.244949,40
165,38,6,3,0,102.686729,12.691667,38
166,42,5,5,0,102.917702,12.691667,42
167,34,4,4,1,113.489952,12.011325,34
168,41,6,7,2,117.428513,35.630013,41
169,35,5,4,1,94.797142,20.115816,35
170,36,4,6,2,140.069962,12.691667,36
171,31,2,8,0,140.321716,20.115816,31
172,39,2,4,0,115.793556,49.095844,39
173,32,3,3,0,118.952362,12.691667,32
174,49,10,11,2,85.844124,12.011325,49
175,46,4,9,1,96.735016,20.115816,46
176,35,2,5,0,104.910133,12.011325,35
177,40,3,4,0,95.148056,20.115816,40
178,34,3,5,1,100.339073,16.403742,34
179,39,7,6,1,134.186035,40.925812,39
180,41,6,2,0,122.529709,15.270006,41
181,31,6,2,0,101.665817,22.403118,31
182,35,3,4,1,169.393021,53.913280,35
183,43,5,5,2,119.905479,20.115816,43
184,30,5,6,1,102.665665,20.115816,30
185,44,3,4,0,107.480217,20.115816,44
186,40,3,8,1,118.609673,20.115816,40
187,39,1,5,0,126.885300,26.135918,39
188,41,7,8,2,121.724060,12.691667,41
189,44,2,7,0,94.299774,35.630013,44
190,41,5,6,2,108.440567,16.403742,41
191,34,4,7,0,136.692947,12.691667,34
192,42,4,6,0,118.076096,35.630013,42
193,38,2,4,2,123.319984,29.469137,38
194,37,3,3,1,116.800255,20.115816,37
195,35,4,4,0,124.229713,55.448566,35
196,35,8,5,3,110.098976,17.681482,35
197,42,2,4,1,127.145744,29.469137,42
198,32,6,3,2,134.599579,24.031046,32
199,37,5,3,2,121.009331,27.889433,37
200,39,4,2,0,127.656609,46.929329,39
201,44,8,5,2,102.434837,12.691667,44
202,47,4,8,2,100.696045,12.691667,47
203,34,3,3,0,118.302460,33.720055,34
204,43,8,8,2,102.064384,12.691667,43
205,36,4,2,1,105.158974,29.469137,36
206,40,7,5,2,100.535423,12.691667,40
207,40,8,6,0,123.491493,20.115816,40
208,34,4,4,1,132.415085,20.115816,34
209,44,8,8,1,84.794312,12.691667,44
210,38,5,5,0,132.952072,12.691667,38
211,38,2,3,0,119.219528,12.691667,38
212,35,3,2,0,121.820900,41.552361,35
213,34,7,6,3,95.776878,16.403742,34
214,35,6,3,1,116.039703,43.905952,35
215,31,2,4,1,103.632339,12.691667,31
216,40,3,6,0,130.338623,19.037500,40
217,36,6,5,0,113.153488,23.753342,36
218,44,7,4,0,104.391281,12.691667,44
219,42,8,4,0,110.318573,12.691667,42
220,37,4,4,1,118.058563,12.691667,37
221,35,4,3,0,120.461891,12.691667,35
222,44,6,4,2,102.825722,29.469137,44
223,29,4,6,0,88.675430,9.634301,29
224,45,7,8,2,100.090332,12.691667,45
225,39,5,4,1,118.337654,35.630013,39
226,40,4,4,2,111.164703,19.196774,40
227,33,1,0,0,173.279007,57.411541,33
228,41,4,4,0,132.582932,29.055025,41
229,27,2,4,0,126.637695,29.469137,27
230,40,5,4,1,105.872917,14.278125,40
231,41,6,9,2,92.906662,12.691667,41
232,39,2,5,0,125.369904,33.720055,39
233,28,0,4,0,119.333916,27.889433,28
234,45,4,5,1,115.727692,17.681482,45
235,40,2,2,0,147.887604,35.630013,40
236,32,3,4,0,140.201172,51.876717,32
237,38,3,4,0,119.241867,12.691667,38
238,40,6,3,2,124.308571,27.889433,40
239,37,3,8,0,118.889877,24.031046,37
240,38,6,5,1,92.271690,11.155773,38
241,40,4,4,0,116.376251,19.037500,40
242,39,5,2,0,117.163773,12.691667,39
243,43,3,4,1,116.484398,16.403742,43
244,35,7,4,0,132.149002,35.630013,35
245,36,5,3,0,120.254372,43.905952,36
246,42,5,5,0,113.669441,29.469137,42
247,33,5,8,3,141.741882,12.691667,33
248,33,6,7,1,111.832253,12.691667,33
249,35,3,4,0,137.620239,29.469137,35
250,44,7,8,2,112.315498,12.691667,44
251,36,5,2,1,128.961044,29.055025,36
252,36,7,5,2,92.586922,11.155773,36
253,40,6,4,1,111.849823,20.115816,40
254,28,6,1,0,120.337097,43.905952,28
255,36,2,3,0,128.363739,50.038479,36
256,38,6,8,2,111.012405,12.691667,38
257,39,6,6,0,104.780533,11.155773,39
258,40,1,4,0,139.300919,63.004513,40
259,45,8,6,0,90.583565,12.691667,45
260,45,5,8,2,97.954826,12.011325,45
261,44,7,7,1,118.581696,31.318216,44
262,38,1,8,0,138.536560,20.115816,38
263,32,5,3,0,123.816734,12.691667,32
264,39,3,3,0,113.684456,12.691667,39
265,47,4,7,1,108.867401,12.691667,47
266,40,5,2,0,121.848450,31.309832,40
267,45,7,4,1,109.958755,20.115816,45
268,33,3,6,0,105.112946,33.720055,33
269,37,5,9,1,105.932961,10.349608,37
270,47,5,8,0,107.255966,27.889433,47
271,36,3,5,0,145.446442,52.799332,36
272,40,7,5,1,119.588905,20.917076,40
273,37,2,7,0,129.404404,12.691667,37
274,36,8,3,1,113.859764,20.115816,36
275,39,6,3,1,101.326897,11.155773,39
276,36,3,3,1,126.672646,43.905952,36
277,43,3,4,0,135.381668,44.629848,43
278,32,6,5,1,110.821228,20.115816,32
279,43,5,6,0,93.608780,33.720055,43
280,39,3,5,1,117.830711,29.469137,39
281,32,5,3,2,112.125160,12.691667,32
282,40,7,6,2,128.808380,29.469137,40
283,43,9,4,2,108.720749,12.691667,43
284,37,3,3,0,111.173431,29.469137,37
285,41,6,2,1,116.107750,12.011325,41
286,37,3,6,2,116.654358,12.011325,37
287,35,5,1,0,130.747513,45.912231,35
288,31,5,5,2,126.826767,12.011325,31
289,36,8,4,0,143.263397,29.469137,36
290,29,7,7,2,121.883118,11.155773,29
291,40,2,3,0,126.228218,17.681482,40
292,34,3,4,1,99.776085,19.037500,34
293,33,4,8,2,108.907593,17.681482,33
294,41,6,3,2,99.027298,27.046902,41
295,36,6,4,1,127.693695,20.115816,36
296,47,7,7,1,100.799568,12.691667,47
297,43,5,8,1,102.139877,12.691667,43
298,33,3,4,0,138.362488,19.037500,33
299,38,4,4,1,111.799309,29.469137,38
300,36,6,7,3,110.836609,11.155773,36
301,35,8,6,0,133.030914,12.011325,35
302,40,2,1,0,122.288437,60.130577,40
303,28,2,4,0,172.345306,67.996262,28
304,37,4,2,0,113.932854,25.902905,37
305,44,4,6,1,111.502655,43.905952,44
306,54,7,6,2,92.325104,12.011325,54
307,42,6,8,3,97.011963,12.691667,42
308,36,6,6,0,124.686897,42.563076,36
309,29,8,2,1,123.477463,19.037500,29
310,43,4,5,2,120.179886,27.046902,43
311,39,7,4,2,106.103241,20.115816,39
312,39,2,4,0,91.978859,12.691667,39
313,35,2,3,0,110.291817,20.115816,35
314,37,4,5,0,120.902817,20.115816,37
315,35,5,3,0,120.618874,12.691667,35
316,42,9,6,2,110.278191,12.691667,42
317,35,3,3,0,147.573425,12.691667,35
318,30,3,2,0,143.689270,46.964748,30
319,36,3,3,0,130.760635,29.469137,36
320,29,4,6,1,103.867294,12.691667,29
321,33,7,3,0,110.448624,12.691667,33
322,35,5,3,1,115.256828,10.349608,35
323,41,3,6,1,116.532623,41.552361,41
324,33,2,3,1,108.633339,16.403742,33
325,33,2,1,0,172.678787,62.877010,33
326,42,2,5,0,104.990814,33.720055,42
327,36,3,6,0,111.228455,12.691667,36
328,30,4,3,1,145.241486,29.469137,30
329,36,1,3,0,122.813919,29.469137,36
330,45,5,8,0,103.658302,23.153372,45
331,39,6,4,0,115.157928,12.691667,39
332,32,3,0,0,128.869446,27.889433,32
333,36,6,5,1,119.600960,12.011325,36
334,30,4,3,1,123.873856,12.011325,30
335,43,7,5,2,103.777641,12.011325,43
336,42,8,6,2,103.660179,12.691667,42
337,49,6,5,2,87.092941,12.691667,49
338,49,6,5,1,103.931084,43.964386,49
339,37,2,5,0,136.576050,41.552361,37
340,43,5,6,0,103.629120,19.037500,43
341,40,5,5,1,119.439301,35.942188,40
342,46,8,6,2,96.362701,20.115816,46
343,37,5,3,0,118.546768,31.318216,37
344,39,6,5,1,100.609383,12.691667,39
345,40,3,5,2,87.087662,11.155773,40
346,41,4,5,1,108.520721,29.469137,41
347,41,5,3,0,126.930313,20.115816,41
348,43,5,6,2,99.212563,12.691667,43
349,46,5,10,1,102.309647,12.691667,46
350,40,4,7,1,107.275032,12.691667,40
351,42,7,7,3,90.102722,12.691667,42
352,38,6,4,1,100.419891,33.720055,38
353,39,3,3,1,130.181671,50.873783,39
354,34,4,4,0,113.821655,35.630013,34
355,28,6,5,0,145.398270,67.021309,28
356,39,6,5,2,114.108582,29.469137,39
357,39,8,5,2,111.754967,12.691667,39
358,38,4,5,1,107.984093,29.469137,38
359,42,5,6,2,115.908623,12.691667,42
360,37,3,5,0,108.850723,20.115816,37
361,30,4,4,1,127.396477,12.691667,30
362,34,5,4,0,141.232681,35.630013,34
363,32,2,2,0,150.431793,51.876717,32
364,40,2,5,1,118.440506,35.630013,40
365,38,5,4,0,112.656540,19.037500,38
366,41,6,8,2,102.897026,12.691667,41
367,40,7,8,1,101.149757,20.115816,40
368,34,5,6,0,146.624237,72.066093,34
369,42,4,3,1,107.583282,24.031046,42
370,38,3,5,1,143.984131,48.882473,38
371,41,4,6,2,101.891861,12.691667,41
372,39,5,7,0,98.071617,12.691667,39
373,30,3,2,1,152.846954,33.720055,30
374,42,4,4,0,105.524818,44.411850,42
375,41,7,8,1,113.010254,31.924620,41
376,38,2,2,0,152.881058,29.469137,38
377,45,5,6,1,106.600143,12.691667,45
378,34,4,2,1,145.542969,29.469137,34
379,40,3,5,0,127.005905,12.691667,40
380,43,5,8,0,107.972015,20.115816,43
381,35,5,6,2,96.937202,12.691667,35
382,48,5,7,1,97.414185,19.646091,48
383,34,4,2,1,126.858154,29.469137,34
384,28,6,2,1,92.025917,10.349608,28
385,41,2,6,2,99.045578,12.691667,41
386,37,7,5,4,74.092415,12.691667,37
387,30,2,4,0,129.881149,43.964386,30
388,38,4,4,0,136.976929,33.720055,38
389,40,4,6,1,113.469231,25.902905,40
390,43,4,5,0,117.749573,12.691667,43
391,37,6,4,1,161.973572,35.630013,37
392,40,4,9,0,95.107918,27.889433,40
393,33,4,2,0,133.750168,55.795959,33
394,39,4,4,2,136.390717,20.115816,39
395,33,3,7,0,131.419113,20.115816,33
396,36,6,3,1,137.091751,27.889433,36
397,48,3,6,2,95.478317,12.011325,48
398,34,4,5,0,166.849594,67.996262,34
399,45,6,6,0,124.841202,25.290039,45
400,42,6,4,2,102.609238,10.349608,42
401,40,6,5,2,130.368286,19.037500,40
402,33,6,4,2,147.196899,19.037500,33
403,36,4,2,0,130.499359,12.691667,36
404,37,1,6,0,150.948242,19.037500,37
405,36,4,2,0,134.383804,51.131264,36
406,36,9,5,1,105.415504,20.115816,36
407,45,6,6,3,100.331886,16.403742,45
408,38,2,3,0,141.574448,20.115816,38
409,34,6,3,1,105.934952,12.691667,34
410,47,5,7,1,86.292015,12.011325,47
411,38,3,8,2,98.256996,12.691667,38
412,35,4,5,1,106.940750,20.115816,35
413,40,3,6,0,112.882950,35.630013,40
414,40,8,6,2,104.966377,27.979282,40
415,36,5,5,2,117.668419,12.011325,36
416,37,5,6,2,111.672630,12.691667,37
417,34,3,7,1,118.294044,12.691667,34
418,34,3,5,1,144.635345,29.469137,34
419,31,4,7,0,112.037842,12.011325,31
420,41,1,5,0,116.289207,39.167683,41
421,42,4,4,1,103.729218,20.115816,42
422,31,5,4,1,124.062080,12.011325,31
423,42,2,5,1,95.941338,17.681482,42
424,47,5,4,0,92.903511,17.681482,47
425,30,4,6,0,144.283951,94.133797,30
426,31,3,4,1,138.477493,20.115816,31
427,37,8,5,3,101.403709,10.349608,37
428,32,4,6,1,122.554199,35.630013,32
429,38,6,3,2,122.307373,11.155773,38
430,32,2,3,0,109.034912,12.691667,32
431,34,8,7,1,116.098038,20.115816,34
432,36,8,5,2,121.494186,12.691667,36
433,44,6,6,2,106.472168,17.681482,44
434,38,2,7,1,126.887856,12.691667,38
435,50,8,5,1,106.611168,24.031046,50
436,34,4,3,1,106.655197,12.691667,34
437,34,3,4,1,127.284584,14.278125,34
438,42,4,1,0,121.266418,52.015499,42
439,42,5,6,2,108.768707,12.691667,42
440,29,0,1,0,182.981216,74.593086,29
441,32,2,3,0,144.103928,46.964748,32
442,44,6,5,1,110.999275,29.469137,44
443,46,3,6,1,111.589294,41.552361,46
444,41,6,8,2,118.703217,25.902905,41
445,38,3,5,0,96.995956,12.011325,38
446,41,3,1,0,91.203018,24.031046,41
447,32,2,4,1,133.870163,20.115816,32
448,46,6,7,0,99.871811,27.046902,46
449,39,2,8,1,105.780960,11.155773,39
450,46,4,6,0,99.908127,9.634301,46
451,36,3,4,1,108.801117,12.691667,36
452,35,2,2,1,142.031311,31.318216,35
453,41,1,6,0,111.595505,35.630013,41
454,40,2,5,1,134.101913,49.397030,40
455,41,6,5,0,129.376923,12.691667,41
456,40,6,5,0,104.429443,35.630013,40
457,40,5,6,3,126.600662,29.469137,40
458,39,4,4,1,130.856522,38.298103,39
459,29,2,4,0,202.663376,63.899384,29
460,39,5,2,0,129.288376,49.773697,39
461,47,5,5,0,124.471275,35.630013,47
462,30,5,2,1,150.578659,12.691667,30
463,36,7,7,2,90.969238,11.155773,36
464,42,4,4,2,143.723053,61.380810,42
465,42,5,6,2,111.884476,23.753342,42
466,35,7,6,1,126.412209,12.691667,35
467,41,4,6,0,117.580330,26.703615,41
468,36,6,4,1,120.149902,16.403742,36
469,38,3,3,0,129.298508,12.691667,38
470,38,3,3,0,142.348816,33.720055,38
471,46,5,6,1,108.814316,12.691667,46
472,31,4,6,2,105.091232,29.055025,31
473,44,6,4,1,112.675598,12.691667,44
474,35,6,4,0,123.639557,59.329460,35
475,46,10,9,2,106.902428,20.115816,46
476,38,10,3,2,115.719521,20.115816,38
477,44,6,3,1,121.217674,11.155773,44
478,25,1,3,0,145.562546,79.973946,25
479,30,2,4,1,139.895096,33.720055,30
480,43,5,4,1,115.059402,12.691667,43
481,37,5,1,0,126.735397,35.630013,37
482,33,5,3,0,117.130684,20.115816,33
483,43,5,4,1,121.399017,27.889433,43
484,40,6,6,2,104.103172,12.691667,40
485,37,2,5,0,95.832779,12.691667,37
486,41,6,5,2,97.828323,29.055025,41
487,42,6,3,1,106.645401,12.691667,42
488,33,3,4,1,135.183014,29.469137,33
489,33,1,4,0,122.399101,12.691667,33
490,34,2,2,0,142.036896,45.829147,34
491,41,6,8,3,101.070251,11.155773,41
492,41,1,2,0,105.267181,36.701923,41
493,37,3,5,0,133.203171,29.469137,37
494,32,0,3,0,148.272522,20.115816,32
495,43,6,10,2,102.004440,10.349608,43
496,39,3,7,2,113.443611,29.469137,39
497,34,3,3,0,144.591965,29.469137,34
498,40,5,7,0,120.073189,20.115816,40
499,37,4,1,0,133.618683,20.115816,37
500,38,4,1,0,136.000961,35.630013,38
501,40,4,3,0,104.000137,42.103325,40
502,40,8,10,3,87.437508,7.554974,40
503,37,7,6,2,105.448105,12.011325,37
504,35,2,7,0,113.989243,20.115816,35
505,43,3,3,0,106.006958,9.634301,43
506,32,4,2,0,116.542465,19.037500,32
507,41,3,5,0,99.881035,12.691667,41
508,38,4,5,0,102.479027,29.469137,38
509,36,7,6,2,116.079918,11.155773,36
510,40,4,8,2,103.291626,29.055025,40
511,46,3,8,1,111.598572,27.889433,46
512,35,2,5,0,135.926132,52.799332,35
513,55,6,5,0,100.037628,12.691667,55
514,34,3,3,1,136.258713,47.388916,34
515,42,1,6,1,122.303619,50.155636,42
516,43,10,5,1,106.257660,12.011325,43
517,31,2,5,0,141.654373,71.989441,31
518,34,5,2,0,159.461594,43.905952,34
519,43,6,4,0,111.342911,19.037500,43
520,34,7,3,1,111.922256,12.691667,34
521,34,3,3,2,116.372375,35.630013,34
522,33,6,3,0,107.735878,11.155773,33
523,34,4,5,1,145.860596,17.681482,34
524,39,4,7,1,121.715439,37.104954,39
525,42,5,7,1,128.105453,29.469137,42
526,26,5,3,1,174.582855,42.303638,26
527,39,4,8,2,95.526474,11.155773,39
528,43,6,8,3,87.630554,9.008494,43
529,30,5,4,2,124.036804,12.691667,30
530,43,6,7,1,100.628159,10.349608,43
531,32,4,3,0,141.529175,20.115816,32
532,37,2,4,0,130.223801,12.011325,37
533,28,3,5,0,121.852692,20.115816,28
534,36,6,5,2,122.739296,12.691667,36
535,35,7,6,1,107.198006,12.011325,35
536,37,2,8,0,110.001419,20.115816,37
537,41,3,8,2,100.628616,20.115816,41
538,39,6,8,2,112.991104,12.691667,39
539,40,4,8,2,137.251572,29.469137,40
540,32,2,1,0,172.322891,68.340660,32
541,37,4,6,1,124.190681,27.889433,37
542,30,3,3,0,124.317848,31.318216,30
543,42,4,3,0,125.731651,47.730217,42
544,34,4,3,0,151.814758,48.408314,34
545,39,2,2,0,126.852402,20.115816,39
546,42,6,4,1,118.549034,22.370153,42
547,35,6,8,2,115.246452,17.681482,35
548,36,3,4,1,130.712891,12.011325,36
549,28,2,6,1,131.641449,49.095844,28
550,42,3,5,0,131.041656,20.115816,42
551,37,4,3,0,134.833893,60.525185,37
552,46,6,8,1,88.464920,12.011325,46
553,42,2,6,0,110.323364,12.691667,42
554,41,7,4,1,94.528198,20.115816,41
555,38,4,7,2,106.186600,11.155773,38
556,39,3,5,0,114.130592,29.469137,39
557,47,8,4,1,96.358124,12.691667,47
558,43,7,8,2,109.200859,19.037500,43
559,45,2,5,0,111.291367,12.691667,45
560,36,4,3,0,132.150970,14.278125,36
561,38,2,3,0,106.739891,19.037500,38
562,45,5,5,1,104.165543,12.691667,45
563,33,4,4,0,131.895508,20.115816,33
564,33,2,1,0,125.877060,29.469137,33
565,39,4,7,0,119.396255,40.925812,39
566,32,3,3,0,133.890762,43.581356,32
567,46,4,6,0,94.508171,12.011325,46
568,29,3,4,1,119.564415,35.630013,29
569,34,7,6,2,147.408279,20.115816,34
570,29,1,4,0,149.334946,38.298103,29
571,45,9,7,1,103.134651,12.691667,45
572,39,6,7,1,110.789436,11.155773,39
573,36,4,6,1,122.855812,25.902905,36
574,44,7,5,2,109.574051,27.889433,44
575,31,3,5,2,113.992096,12.691667,31
576,42,4,6,0,113.664360,33.720055,42
577,33,2,6,0,115.163467,19.037500,33
578,35,6,8,2,122.270470,20.115816,35
579,39,4,1,0,127.479858,37.091324,39
580,38,4,3,0,110.987518,19.037500,38
581,42,4,4,0,115.018227,22.370153,42
582,35,5,6,0,137.743103,51.876717,35
583,38,5,4,1,112.257225,19.037500,38
584,42,8,9,1,104.708534,12.011325,42
585,44,3,2,0,132.089188,29.469137,44
586,38,6,7,2,102.379761,20.115816,38
587,25,2,4,0,156.303696,84.699730,25
588,47,4,7,1,104.337860,18.529339,47
589,43,8,5,0,103.182404,17.681482,43
590,38,4,3,0,117.954315,35.630013,38
591,45,7,5,1,109.368393,27.046902,45
592,43,6,5,0,121.251938,12.691667,43
593,38,3,2,0,129.415131,20.115816,38
594,41,7,7,2,114.734451,12.691667,41
595,40,7,6,1,108.966316,29.469137,40
596,35,2,2,0,143.162567,62.877010,35
597,38,3,8,2,118.915688,12.691667,38
598,38,4,6,1,129.938965,57.610062,38
599,35,4,4,0,125.313385,12.011325,35
600,39,2,4,0,100.045631,12.011325,39
601,30,4,6,1,138.590515,20.115816,30
602,36,6,2,0,131.100357,22.370153,36
603,39,5,4,2,120.642181,12.691667,39
604,44,6,6,1,118.124863,35.803764,44
605,35,4,4,0,137.523239,51.876717,35
606,34,2,4,1,109.759445,11.155773,34
607,45,7,7,1,103.685677,11.155773,45
608,36,5,6,2,116.769333,12.691667,36
609,44,4,3,1,98.242035,11.155773,44
610,44,6,6,1,97.787888,20.115816,44
611,47,6,2,0,131.325790,55.086800,47
612,32,3,1,0,129.661240,35.630013,32
613,34,5,3,0,140.952988,27.889433,34
614,41,5,5,0,107.104141,30.479240,41
615,41,3,6,1,100.859871,12.691667,41
616,48,5,6,0,111.384789,19.037500,48
617,47,5,5,0,88.145279,12.691667,47
618,38,7,7,2,102.245667,17.681482,38
619,41,6,5,1,99.080559,10.349608,41
620,32,1,7,0,129.752060,33.720055,32
621,44,6,6,2,99.352882,17.681482,44
622,46,6,6,2,118.821030,20.115816,46
623,45,7,5,0,92.989182,19.037500,45
624,35,4,5,0,139.997574,54.645515,35
625,40,1,5,0,117.078804,11.155773,40
626,30,3,4,1,130.314606,12.691667,30
627,41,5,5,1,100.081032,10.349608,41
628,38,2,6,0,102.511490,12.691667,38
629,39,9,2,1,121.689293,46.964748,39
630,35,8,6,1,118.752625,12.691667,35
631,39,5,6,0,129.536972,20.115816,39
632,36,6,7,2,117.503082,12.691667,36
633,29,4,4,0,152.957031,29.469137,29
