step,time,max_vorticity,enstrophy,bkm_cumulative
2550,2.550000,0.8905372528,0.0283472677,2.2508119310
2601,2.601000,0.8908307439,0.0283476430,2.2962366737
2652,2.652000,0.8911229325,0.0283480284,2.3416763519
2703,2.703000,0.8914138123,0.0283484238,2.3871308991
2754,2.754000,0.8917033770,0.0283488293,2.4326002482
2805,2.805000,0.8919916201,0.0283492448,2.4780843321
2856,2.856000,0.8922785353,0.0283496703,2.5235830833
2907,2.907000,0.8925641160,0.0283501058,2.5690964338
2958,2.958000,0.8928483558,0.0283505514,2.6146243154
3009,3.009000,0.8931312481,0.0283510071,2.6601666596
3060,3.060000,0.8934127865,0.0283514727,2.7057233975
3111,3.111000,0.8936929642,0.0283519484,2.7512944598
3162,3.162000,0.8939717747,0.0283524342,2.7968797771
3213,3.213000,0.8942492113,0.0283529299,2.8424792794
3264,3.264000,0.8945252674,0.0283534357,2.8880928964
3315,3.315000,0.8947999362,0.0283539515,2.9337205577
3366,3.366000,0.8950732109,0.0283544773,2.9793621922
3417,3.417000,0.8953450849,0.0283550132,3.0250177288
3468,3.468000,0.8956155513,0.0283555590,3.0706870958
3519,3.519000,0.8958846032,0.0283561149,3.1163702212
3570,3.570000,0.8961522338,0.0283566809,3.1620670328
3621,3.621000,0.8964184362,0.0283572568,3.2077774579
3672,3.672000,0.8966832035,0.0283578427,3.2535014234
3723,3.723000,0.8969465288,0.0283584387,3.2992388561
3774,3.774000,0.8972084049,0.0283590446,3.3449896821
3825,3.825000,0.8974688250,0.0283596606,3.3907538275
3876,3.876000,0.8977277820,0.0283602866,3.4365312177
3927,3.927000,0.8979852688,0.0283609226,3.4823217780
3978,3.978000,0.8982412784,0.0283615686,3.5281254333
4029,4.029000,0.8984958036,0.0283622246,3.5739421079
4080,4.080000,0.8987488372,0.0283628906,3.6197717261
4131,4.131000,0.8990003721,0.0283635667,3.6656142115
4182,4.182000,0.8992504011,0.0283642527,3.7114694876
4233,4.233000,0.8994989170,0.0283649487,3.7573374774
4284,4.284000,0.8997459124,0.0283656547,3.8032181036
4335,4.335000,0.8999913802,0.0283663707,3.8491112883
4386,4.386000,0.9002353131,0.0283670967,3.8950169536
4437,4.437000,0.9004777036,0.0283678327,3.9409350209
4488,4.488000,0.9007185444,0.0283685787,3.9868654114
4539,4.539000,0.9009578282,0.0283693346,4.0328080458
4590,4.590000,0.9011955475,0.0283701006,4.0787628447
4641,4.641000,0.9014316950,0.0283708766,4.1247297280
4692,4.692000,0.9016662631,0.0283716625,4.1707086154
4743,4.743000,0.9018992444,0.0283724584,4.2166994261
4794,4.794000,0.9021306314,0.0283732643,4.2627020790
4845,4.845000,0.9023604166,0.0283740802,4.3087164927
4896,4.896000,0.9025885924,0.0283749060,4.3547425852
4947,4.947000,0.9028151512,0.0283757418,4.4007802743
4998,4.998000,0.9030400855,0.0283765876,4.4468294772
5000,5.000000,0.9030488732,0.0283766210,4.4486355618
