step,time,max_vorticity,enstrophy,bkm_cumulative
0,0.000000,0.8743314636,0.0283413315,0.0000000000
21,0.021000,0.8744762603,0.0283412775,0.0183624090
42,0.042000,0.8746208822,0.0283412252,0.0367278570
63,0.063000,0.8747653291,0.0283411746,0.0550963403
84,0.084000,0.8749096006,0.0283411257,0.0734678552
105,0.105000,0.8750536964,0.0283410785,0.0918423981
126,0.126000,0.8751976162,0.0283410331,0.1102199652
147,0.147000,0.8753413598,0.0283409893,0.1286005529
168,0.168000,0.8754849268,0.0283409473,0.1469841575
189,0.189000,0.8756283168,0.0283409069,0.1653707751
210,0.210000,0.8757715296,0.0283408683,0.1837604022
231,0.231000,0.8759145649,0.0283408314,0.2021530350
252,0.252000,0.8760574223,0.0283407962,0.2205486698
273,0.273000,0.8762001016,0.0283407627,0.2389473027
294,0.294000,0.8763426023,0.0283407310,0.2573489302
315,0.315000,0.8764849243,0.0283407009,0.2757535484
336,0.336000,0.8766270671,0.0283406725,0.2941611535
357,0.357000,0.8767690305,0.0283406459,0.3125717419
378,0.378000,0.8769108141,0.0283406210,0.3309853097
399,0.399000,0.8770524176,0.0283405977,0.3494018531
420,0.420000,0.8771938407,0.0283405762,0.3678213684
441,0.441000,0.8773350830,0.0283405564,0.3862438518
462,0.462000,0.8774761442,0.0283405383,0.4046692995
483,0.483000,0.8776170241,0.0283405219,0.4230977076
504,0.504000,0.8777577222,0.0283405073,0.4415290724
525,0.525000,0.8778982383,0.0283404943,0.4599633901
546,0.546000,0.8780385719,0.0283404831,0.4784006567
567,0.567000,0.8781787228,0.0283404735,0.4968408686
588,0.588000,0.8783186907,0.0283404657,0.5152840218
609,0.609000,0.8784584751,0.0283404596,0.5337301124
630,0.630000,0.8785980758,0.0283404552,0.5521791367
651,0.651000,0.8787374924,0.0283404525,0.5706310908
672,0.672000,0.8788767246,0.0283404515,0.5890859708
693,0.693000,0.8790157721,0.0283404522,0.6075437728
714,0.714000,0.8791546344,0.0283404546,0.6260044930
735,0.735000,0.8792933113,0.0283404587,0.6444681274
756,0.756000,0.8794318024,0.0283404646,0.6629346722
777,0.777000,0.8795701074,0.0283404721,0.6814041234
798,0.798000,0.8797082259,0.0283404814,0.6998764771
819,0.819000,0.8798461576,0.0283404924,0.7183517295
840,0.840000,0.8799839020,0.0283405051,0.7368298766
861,0.861000,0.8801214590,0.0283405195,0.7553109145
882,0.882000,0.8802588281,0.0283405356,0.7737948391
903,0.903000,0.8803960089,0.0283405534,0.7922816466
924,0.924000,0.8805330012,0.0283405729,0.8107713331
945,0.945000,0.8806698045,0.0283405941,0.8292638945
966,0.966000,0.8808064185,0.0283406171,0.8477593268
987,0.987000,0.8809428429,0.0283406417,0.8662576262
1008,1.008000,0.8810790772,0.0283406681,0.8847587886
1029,1.029000,0.8812151212,0.0283406961,0.9032628100
1050,1.050000,0.8813509745,0.0283407259,0.9217696864
1071,1.071000,0.8814866366,0.0283407574,0.9402794138
1092,1.092000,0.8816221073,0.0283407906,0.9587919882
1113,1.113000,0.8817573862,0.0283408255,0.9773074056
1134,1.134000,0.8818924729,0.0283408621,0.9958256619
1155,1.155000,0.8820273670,0.0283409004,1.0143467531
1176,1.176000,0.8821620682,0.0283409404,1.0328706752
1197,1.197000,0.8822965762,0.0283409821,1.0513974240
1218,1.218000,0.8824308904,0.0283410256,1.0699269956
1239,1.239000,0.8825650107,0.0283410707,1.0884593858
1260,1.260000,0.8826989365,0.0283411176,1.1069945907
1281,1.281000,0.8828326676,0.0283411662,1.1255326060
1302,1.302000,0.8829662035,0.0283412164,1.1440734277
1323,1.323000,0.8830995438,0.0283412684,1.1626170517
1344,1.344000,0.8832326883,0.0283413221,1.1811634739
1365,1.365000,0.8833656365,0.0283413775,1.1997126902
1386,1.386000,0.8834983881,0.0283414346,1.2182646964
1407,1.407000,0.8836309426,0.0283414934,1.2368194885
1428,1.428000,0.8837632997,0.0283415539,1.2553770622
1449,1.449000,0.8838954590,0.0283416161,1.2739374134
1470,1.470000,0.8840274201,0.0283416801,1.2925005380
1491,1.491000,0.8841591826,0.0283417457,1.3110664318
1512,1.512000,0.8842907462,0.0283418130,1.3296350906
1533,1.533000,0.8844221104,0.0283418821,1.3482065103
1554,1.554000,0.8845532750,0.0283419529,1.3667806866
1575,1.575000,0.8846842394,0.0283420253,1.3853576154
1596,1.596000,0.8848150032,0.0283420995,1.4039372924
1617,1.617000,0.8849455662,0.0283421754,1.4225197134
1638,1.638000,0.8850759279,0.0283422530,1.4411048743
1659,1.659000,0.8852060880,0.0283423323,1.4596927707
1680,1.680000,0.8853360459,0.0283424133,1.4782833985
1701,1.701000,0.8854658014,0.0283424960,1.4968767534
1722,1.722000,0.8855953540,0.0283425804,1.5154728311
1743,1.743000,0.8857247033,0.0283426665,1.5340716274
1764,1.764000,0.8858538490,0.0283427543,1.5526731379
1785,1.785000,0.8859827906,0.0283428438,1.5712773585
1806,1.806000,0.8861115278,0.0283429351,1.5898842849
1827,1.827000,0.8862400601,0.0283430280,1.6084939126
1848,1.848000,0.8863683871,0.0283431227,1.6271062375
1869,1.869000,0.8864965084,0.0283432190,1.6457212552
1890,1.890000,0.8866244237,0.0283433171,1.6643389614
1911,1.911000,0.8867521325,0.0283434169,1.6829593518
1932,1.932000,0.8868796344,0.0283435183,1.7015824219
1953,1.953000,0.8870069290,0.0283436215,1.7202081676
1974,1.974000,0.8871340158,0.0283437264,1.7388365843
1995,1.995000,0.8872608946,0.0283438330,1.7574676678
2000,2.000000,0.8872910731,0.0283438586,1.7619040326
