step,time,max_vorticity,enstrophy,bkm_cumulative
0,0.000000,4.9956752757,50.4080110889,0.0000000000
21,0.021000,4.9956381764,50.4050771727,0.1049089434
42,0.042000,4.9955249073,50.3993023807,0.2098163448
63,0.063000,4.9953360696,50.3906885471,0.3147206112
84,0.084000,4.9950719645,50.3792382845,0.4196201589
105,0.105000,4.9947325808,50.3649549818,0.5245134076
126,0.126000,4.9943177949,50.3478428023,0.6293987758
147,0.147000,4.9938271242,50.3279066812,0.7342746758
168,0.168000,4.9932601626,50.3051523221,0.8391395102
189,0.189000,4.9926161480,50.2795861936,0.9439916690
210,0.210000,4.9918941863,50.2512155254,1.0488295254
231,0.231000,4.9910932694,50.2200483036,1.1536514335
252,0.252000,4.9902122903,50.1860932660,1.2584557250
273,0.273000,4.9892501724,50.1493598964,1.3632407062
294,0.294000,4.9892086058,50.1098584191,1.4680104538
315,0.315000,4.9902231016,50.0675997922,1.5727941181
336,0.336000,4.9911584738,50.0225957013,1.6775982969
357,0.357000,4.9920146328,49.9748585523,1.7824213240
378,0.378000,4.9927915976,49.9244014638,1.8872615377
399,0.399000,4.9934894766,49.8712382589,1.9921172769
420,0.420000,4.9941083197,49.8153834573,2.0969868824
441,0.441000,4.9946488486,49.7568522663,2.2018686995
462,0.462000,4.9951112018,49.6956605719,2.3067610831
483,0.483000,4.9954965990,49.6318249290,2.4116624046
504,0.504000,4.9958064753,49.5653625518,2.5165710617
525,0.525000,4.9960428086,49.4962913034,2.6214854892
546,0.546000,4.9962076061,49.4246296855,2.7264041621
567,0.567000,4.9963022603,49.3503968274,2.8313255924
588,0.588000,4.9963277038,49.2736124747,2.9362483172
609,0.609000,4.9962841499,49.1942969780,3.0411708848
630,0.630000,4.9961710808,49.1124712810,3.1460918416
651,0.651000,4.9959874830,49.0281569081,3.2510097224
672,0.672000,4.9957327151,48.9413759529,3.3559230384
693,0.693000,4.9954047602,48.8521510645,3.4608302735
714,0.714000,4.9950017368,48.7605054353,3.5657298735
735,0.735000,4.9945215590,48.6664627879,3.6706202421
756,0.756000,4.9939616751,48.5700473612,3.7754997349
777,0.777000,4.9933194811,48.4712838975,3.8803666557
798,0.798000,4.9925926277,48.3701976283,3.9852192466
819,0.819000,4.9917774014,48.2668142607,4.0900556945
840,0.840000,4.9913049843,48.1611599629,4.1948754968
861,0.861000,4.9915890481,48.0532613502,4.2996957898
882,0.882000,4.9918430330,47.9431454704,4.4045217468
903,0.903000,4.9920661567,47.8308397895,4.5093527316
924,0.924000,4.9922576144,47.7163721766,4.6141880889
945,0.945000,4.9924165729,47.5997708896,4.7190271448
966,0.966000,4.9931183141,47.4810645597,4.8238733974
987,0.987000,4.9939596270,47.3602821771,4.9287374309
1008,1.008000,4.9947237200,47.2374530753,5.0336183535
1029,1.029000,4.9954093175,47.1126069166,5.1385145494
1050,1.050000,4.9960158891,46.9857736764,5.2434243585
1071,1.071000,4.9965414612,46.8569836284,5.3483460960
1092,1.092000,4.9969862319,46.7262673291,5.4532780591
1113,1.113000,4.9973489441,46.5936556030,5.5582185397
1134,1.134000,4.9976322351,46.4591795268,5.6631658404
1155,1.155000,4.9978379276,46.3228704147,5.7681183090
1176,1.176000,4.9979710153,46.1847598032,5.8730743619
1197,1.197000,4.9980343462,46.0448794355,5.9780325015
1218,1.218000,4.9980326260,45.9032612469,6.0829913198
1239,1.239000,4.9979695728,45.7599373498,6.1879494821
1260,1.260000,4.9978462602,45.6149400183,6.2929057089
1281,1.281000,4.9976634033,45.4683016738,6.3978587540
1302,1.302000,4.9974223484,45.3200548701,6.5028073805
1323,1.323000,4.9971213599,45.1702322787,6.6077503418
1344,1.344000,4.9967583112,45.0188666741,6.7126863697
1365,1.365000,4.9963317603,44.8659909197,6.8176141428
1386,1.386000,4.9958369832,44.7116379534,6.9225322812
1407,1.407000,4.9952688574,44.5558407732,7.0274393101
1428,1.428000,4.9946225794,44.3986324237,7.1323336452
1449,1.449000,4.9938906886,44.2400459818,7.2372135687
1470,1.470000,4.9930664135,44.0801145433,7.3420772066
1491,1.491000,4.9921399758,43.9188712093,7.4469225165
1512,1.512000,4.9911040176,43.7563490731,7.5517472914
1533,1.533000,4.9899498499,43.5925812067,7.6565491428
1554,1.554000,4.9886704524,43.4276006485,7.7613255192
1575,1.575000,4.9872581837,43.2614403899,7.8660737065
1596,1.596000,4.9884219408,43.0941333632,7.9708150441
1617,1.617000,4.9898176733,42.9257124295,8.0755859876
1638,1.638000,4.9911395326,42.7562103662,8.1803855099
1659,1.659000,4.9923833118,42.5856598554,8.2852120180
1680,1.680000,4.9935456754,42.4140934727,8.3900638300
1701,1.701000,4.9946251024,42.2415436749,8.4949392398
1722,1.722000,4.9956124339,42.0680427900,8.5998364056
1743,1.743000,4.9965054474,41.8936230056,8.7047533531
1764,1.764000,4.9972998469,41.7183163586,8.8096880958
1785,1.785000,4.9979911481,41.5421547247,8.9146384768
1806,1.806000,4.9985750661,41.3651698086,9.0196023112
1827,1.827000,4.9990505776,41.1873931338,9.1245773293
1848,1.848000,4.9994168347,41.0088560334,9.2295612395
1869,1.869000,4.9996783245,40.8295896404,9.3345517793
1890,1.890000,4.9998419564,40.6496248792,9.4395468133
1911,1.911000,4.9999181003,40.4689924563,9.5445443999
1932,1.932000,4.9999224743,40.2877228522,9.6495428456
1953,1.953000,4.9998600818,40.1058463130,9.7545407031
1974,1.974000,4.9997453533,39.9233928426,9.8595367128
1995,1.995000,4.9995773793,39.7403921949,9.9645297699
2000,2.000000,4.9995322413,39.6967432113,9.9895275659
