step,time,max_vorticity,enstrophy,bkm_cumulative
0,0.000000,0.8743314636,0.0283413315,0.0000000000
6,0.006000,0.8743728519,0.0283413159,0.0052460923
12,0.012000,0.8744142259,0.0283413004,0.0104924328
18,0.018000,0.8744555857,0.0283412851,0.0157390216
24,0.024000,0.8744969313,0.0283412699,0.0209858585
30,0.030000,0.8745382625,0.0283412549,0.0262329434
36,0.036000,0.8745795795,0.0283412400,0.0314802763
42,0.042000,0.8746208822,0.0283412252,0.0367278570
48,0.048000,0.8746621706,0.0283412106,0.0419756855
54,0.054000,0.8747034447,0.0283411961,0.0472237617
60,0.060000,0.8747447045,0.0283411817,0.0524720856
66,0.066000,0.8747859500,0.0283411675,0.0577206569
72,0.072000,0.8748271812,0.0283411534,0.0629694757
78,0.078000,0.8748683981,0.0283411395,0.0682185418
84,0.084000,0.8749096006,0.0283411257,0.0734678552
90,0.090000,0.8749507887,0.0283411121,0.0787174158
96,0.096000,0.8749919626,0.0283410985,0.0839672235
102,0.102000,0.8750331220,0.0283410852,0.0892172782
108,0.108000,0.8750742672,0.0283410719,0.0944675798
114,0.114000,0.8751153979,0.0283410588,0.0997181282
120,0.120000,0.8751565143,0.0283410459,0.1049689234
126,0.126000,0.8751976162,0.0283410331,0.1102199652
132,0.132000,0.8752387038,0.0283410204,0.1154712537
138,0.138000,0.8752797770,0.0283410079,0.1207227886
144,0.144000,0.8753208358,0.0283409955,0.1259745699
150,0.150000,0.8753618802,0.0283409832,0.1312265975
156,0.156000,0.8754029101,0.0283409711,0.1364788714
162,0.162000,0.8754439257,0.0283409591,0.1417313914
168,0.168000,0.8754849268,0.0283409473,0.1469841575
174,0.174000,0.8755259134,0.0283409356,0.1522371695
180,0.180000,0.8755668856,0.0283409240,0.1574904274
186,0.186000,0.8756078434,0.0283409126,0.1627439311
192,0.192000,0.8756487866,0.0283409013,0.1679976805
198,0.198000,0.8756897154,0.0283408902,0.1732516756
204,0.204000,0.8757306298,0.0283408792,0.1785059162
210,0.210000,0.8757715296,0.0283408683,0.1837604022
216,0.216000,0.8758124150,0.0283408576,0.1890151336
222,0.222000,0.8758532858,0.0283408470,0.1942701103
228,0.228000,0.8758941422,0.0283408366,0.1995253322
234,0.234000,0.8759349840,0.0283408263,0.2047807991
240,0.240000,0.8759758113,0.0283408161,0.2100365111
246,0.246000,0.8760166241,0.0283408061,0.2152924680
252,0.252000,0.8760574223,0.0283407962,0.2205486698
258,0.258000,0.8760982060,0.0283407865,0.2258051163
264,0.264000,0.8761389752,0.0283407769,0.2310618074
270,0.270000,0.8761797297,0.0283407674,0.2363187432
276,0.276000,0.8762204698,0.0283407581,0.2415759234
282,0.282000,0.8762611952,0.0283407489,0.2468333480
288,0.288000,0.8763019061,0.0283407399,0.2520910170
294,0.294000,0.8763426023,0.0283407310,0.2573489302
300,0.300000,0.8763832840,0.0283407222,0.2626070875
306,0.306000,0.8764239511,0.0283407136,0.2678654889
312,0.312000,0.8764646035,0.0283407051,0.2731241342
318,0.318000,0.8765052414,0.0283406967,0.2783830234
324,0.324000,0.8765458646,0.0283406885,0.2836421565
330,0.330000,0.8765864732,0.0283406805,0.2889015332
336,0.336000,0.8766270671,0.0283406725,0.2941611535
342,0.342000,0.8766676464,0.0283406647,0.2994210174
348,0.348000,0.8767082110,0.0283406571,0.3046811247
354,0.354000,0.8767487610,0.0283406496,0.3099414753
360,0.360000,0.8767892963,0.0283406422,0.3152020692
366,0.366000,0.8768298169,0.0283406350,0.3204629063
372,0.372000,0.8768703228,0.0283406279,0.3257239865
378,0.378000,0.8769108141,0.0283406210,0.3309853097
384,0.384000,0.8769512906,0.0283406141,0.3362468757
390,0.390000,0.8769917524,0.0283406075,0.3415086846
396,0.396000,0.8770321996,0.0283406009,0.3467707363
402,0.402000,0.8770726319,0.0283405946,0.3520330306
408,0.408000,0.8771130496,0.0283405883,0.3572955674
414,0.414000,0.8771534525,0.0283405822,0.3625583467
420,0.420000,0.8771938407,0.0283405762,0.3678213684
426,0.426000,0.8772342141,0.0283405704,0.3730846324
432,0.432000,0.8772745727,0.0283405647,0.3783481386
438,0.438000,0.8773149166,0.0283405591,0.3836118869
444,0.444000,0.8773552457,0.0283405537,0.3888758772
450,0.450000,0.8773955600,0.0283405485,0.3941401095
456,0.456000,0.8774358595,0.0283405433,0.3994045836
462,0.462000,0.8774761442,0.0283405383,0.4046692995
468,0.468000,0.8775164142,0.0283405335,0.4099342570
474,0.474000,0.8775566693,0.0283405288,0.4151994562
480,0.480000,0.8775969095,0.0283405242,0.4204648968
486,0.486000,0.8776371350,0.0283405197,0.4257305788
492,0.492000,0.8776773456,0.0283405154,0.4309965022
498,0.498000,0.8777175413,0.0283405113,0.4362626667
500,0.500000,0.8777309366,0.0283405099,0.4380181085
