step,time,max_vorticity,enstrophy,bkm_cumulative
0,0.000000,4.9956752757,50.4080110889,0.0000000000
11,0.011000,4.9956653900,50.4068286628,0.0549523977
22,0.022000,4.9956345028,50.4048665900,0.1099045816
33,0.033000,4.9955827272,50.4021250541,0.1648563212
44,0.044000,4.9955101669,50.3986042973,0.2198073874
55,0.055000,4.9954168922,50.3943046206,0.2747575517
66,0.066000,4.9953029400,50.3892263836,0.3297065866
77,0.077000,4.9951683331,50.3833700043,0.3846542648
88,0.088000,4.9950130961,50.3767359592,0.4396003593
99,0.099000,4.9948372324,50.3693247830,0.4945446430
110,0.110000,4.9946406906,50.3611370690,0.5494868885
121,0.121000,4.9944234115,50.3521734683,0.6044268683
132,0.132000,4.9941853128,50.3424346903,0.6593643544
143,0.143000,4.9939264954,50.3319215022,0.7142991180
154,0.154000,4.9936467092,50.3206347291,0.7692309292
165,0.165000,4.9933458338,50.3085752535,0.8241595581
176,0.176000,4.9930240093,50.2957440158,0.8790847724
187,0.187000,4.9926807931,50.2821420135,0.9340063397
198,0.198000,4.9923163720,50.2677703011,0.9889240260
209,0.209000,4.9919303289,50.2526299904,1.0438375951
220,0.220000,4.9915227722,50.2367222498,1.0987468110
231,0.231000,4.9910932695,50.2200483045,1.1536514335
242,0.242000,4.9906419980,50.2026094359,1.2085512234
253,0.253000,4.9901682937,50.1844069816,1.2634459373
264,0.264000,4.9896726481,50.1654423353,1.3183353309
275,0.275000,4.9891542036,50.1457169462,1.3732191587
286,0.286000,4.9889344396,50.1252323192,1.4280984040
297,0.297000,4.9893584209,50.1039900142,1.4829782299
308,0.308000,4.9898937447,50.0819916463,1.5378638691
319,0.319000,4.9904074460,50.0592388849,1.5927552880
330,0.330000,4.9908994045,50.0357334543,1.6476522497
341,0.341000,4.9913693640,50.0114771325,1.7025545129
352,0.352000,4.9918179895,49.9864717516,1.7574618390
363,0.363000,4.9922445873,49.9607191971,1.8123739900
374,0.374000,4.9926496966,49.9342214076,1.8672907252
385,0.385000,4.9930328803,49.9069803749,1.9222118080
396,0.396000,4.9933946351,49.8789981429,1.9771369979
407,0.407000,4.9937344865,49.8502768081,2.0320660576
418,0.418000,4.9940528410,49.8208185188,2.0869987490
429,0.429000,4.9943496604,49.7906254746,2.1419348337
440,0.440000,4.9946248902,49.7596999265,2.1968740749
451,0.451000,4.9948786847,49.7280441762,2.2518162365
462,0.462000,4.9951112045,49.6956605756,2.3067610834
473,0.473000,4.9953226007,49.6625515270,2.3617083822
484,0.484000,4.9955130332,49.6287194822,2.4166579015
495,0.495000,4.9956826812,49.5941669419,2.4716094122
506,0.506000,4.9958322082,49.5588964562,2.5265626880
517,0.517000,4.9959613589,49.5229106231,2.5815175063
528,0.528000,4.9960708655,49.4862120889,2.6364736465
539,0.539000,4.9961605363,49.4488035473,2.6914308924
550,0.550000,4.9962311884,49.4106877393,2.7463890293
561,0.561000,4.9962823871,49.3718674524,2.8013478455
572,0.572000,4.9963147461,49.3323455205,2.8563071310
583,0.583000,4.9963280127,49.2921248232,2.9112666763
594,0.594000,4.9963223967,49.2512082855,2.9662262736
605,0.605000,4.9962977643,49.2095988771,3.0211857137
616,0.616000,4.9962542322,49.1672996123,3.0761447886
627,0.627000,4.9961912682,49.1243135493,3.1311032882
638,0.638000,4.9961095574,49.0806437895,3.1860610015
649,0.649000,4.9960081875,49.0362934774,3.2410177170
660,0.660000,4.9958870329,48.9912658002,3.2959732196
671,0.671000,4.9957464197,48.9455639866,3.3509272927
682,0.682000,4.9955857802,48.8991913071,3.4058797182
693,0.693000,4.9954047627,48.8521510729,3.4608302743
704,0.704000,4.9952031295,48.8044466356,3.5157787362
715,0.715000,4.9949806077,48.7560813871,3.5707248761
726,0.726000,4.9947369005,48.7070587582,3.6256684627
737,0.737000,4.9944716763,48.6573822189,3.6806092613
748,0.748000,4.9941845644,48.6070552772,3.7355470329
759,0.759000,4.9938751666,48.5560814791,3.7904815349
770,0.770000,4.9935430434,48.5044644078,3.8454125201
781,0.781000,4.9931877130,48.4522076831,3.9003397376
792,0.792000,4.9928088456,48.3993149612,3.9552629319
803,0.803000,4.9924066065,48.3457899335,4.0101818410
814,0.814000,4.9919797215,48.2916363268,4.0650961995
825,0.825000,4.9915275544,48.2368579022,4.1200057387
836,0.836000,4.9912477702,48.1814584546,4.1749104208
847,0.847000,4.9914024344,48.1254418125,4.2298149269
858,0.858000,4.9915503223,48.0688118370,4.2847211014
869,0.869000,4.9916889322,48.0115724214,4.3396288566
880,0.880000,4.9918201036,47.9537274908,4.3945380967
891,0.891000,4.9919422564,47.8952810010,4.4494487375
902,0.902000,4.9920561865,47.8362369388,4.5043606771
913,0.913000,4.9921612687,47.7765993203,4.5592738299
924,0.924000,4.9922576235,47.7163721914,4.6141880908
935,0.935000,4.9923449956,47.6555596264,4.6691033712
946,0.946000,4.9924234022,47.5941657279,4.7240195634
957,0.957000,4.9927352333,47.5321946259,4.7789372411
968,0.968000,4.9932017828,47.4696504775,4.8338596782
979,0.979000,4.9936483086,47.4065374660,4.8887871497
990,0.990000,4.9940734423,47.3428598005,4.9437194264
1000,1.000000,4.9944411763,47.2844845874,4.9936618301
