t,rho
9.366337,0.675632093941
9.376238,0.674808015510
9.386139,0.673973350388
9.396040,0.673128249955
9.405941,0.672272865367
9.415842,0.671407347556
9.425743,0.670531847245
9.435644,0.669646514952
9.445545,0.668751501004
9.455446,0.667846955550
9.465347,0.666933028572
9.475248,0.666009869900
9.485149,0.665077629233
9.495050,0.664136456153
9.504950,0.663186500142
9.514851,0.662227910610
9.524752,0.661260836908
9.534653,0.660285428356
9.544554,0.659301834267
9.554455,0.658310203967
9.564356,0.657310686830
9.574257,0.656303432294
9.584158,0.655288589897
9.594059,0.654266309305
9.603960,0.653236740337
9.613861,0.652200032997
9.623762,0.651156337508
9.633663,0.650105804338
9.643564,0.649048584234
9.653465,0.647984828252
9.663366,0.646914687791
9.673267,0.645838314622
9.683168,0.644755860920
9.693069,0.643667479294
9.702970,0.642573322821
9.712871,0.641473545069
9.722772,0.640368300132
9.732673,0.639257742653
9.742574,0.638142027854
9.752475,0.637021311557
9.762376,0.635895750209
9.772277,0.634765500902
9.782178,0.633630721394
9.792079,0.632491570122
9.801980,0.631348206217
9.811881,0.630200789515
9.821782,0.629049480566
9.831683,0.627894440631
9.841584,0.626735831693
9.851485,0.625573816442
9.861386,0.624408558275
9.871287,0.623240221278
9.881188,0.622068970212
9.891089,0.620894970485
9.900990,0.619718388129
9.910891,0.618539389764
9.920792,0.617358142557
9.930693,0.616174814176
9.940594,0.614989572738
9.950495,0.613802586751
9.960396,0.612614025044
9.970297,0.611424056700
9.980198,0.610232850970
9.990099,0.609040577187
10.000000,0.607847404673
10.009901,0.606653502636
10.019802,0.605459040059
10.029703,0.604264185582
10.039604,0.603069107380
10.049505,0.601873973028
10.059406,0.600678949362
10.069307,0.599484202336
10.079208,0.598289896861
10.089109,0.597096196654
10.099010,0.595903264066
10.108911,0.594711259909
10.118812,0.593520343284
10.128713,0.592330671394
10.138614,0.591142399357
10.148515,0.589955680017
10.158416,0.588770663748
10.168317,0.587587498260
10.178218,0.586406328395
10.188119,0.585227295935
10.198020,0.584050539395
10.207921,0.582876193829
10.217822,0.581704390627
10.227723,0.580535257326
10.237624,0.579368917412
10.247525,0.578205490135
10.257426,0.577045090326
10.267327,0.575887828222
10.277228,0.574733809295
10.287129,0.573583134088
10.297030,0.572435898071
10.306931,0.571292191489
10.316832,0.570152099238
10.326733,0.569015700742
10.336634,0.567883069843
10.346535,0.566754274711
10.356436,0.565629377758
10.366337,0.564508435578
10.376238,0.563391498888
10.386139,0.562278612495
10.396040,0.561169815276
10.405941,0.560065140170
10.415842,0.558964614190
10.425743,0.557868258451
10.435644,0.556776088212
10.445545,0.555688112934
10.455446,0.554604336359
10.465347,0.553524756595
10.475248,0.552449366226
10.485149,0.551378152433
10.495050,0.550311097125
10.504950,0.549248177093
10.514851,0.548189364167
10.524752,0.547134625395
10.534653,0.546083923225
10.544554,0.545037215705
10.554455,0.543994456689
10.564356,0.542955596053
10.574257,0.541920579918
10.584158,0.540889350886
10.594059,0.539861848273
10.603960,0.538838008358
10.613861,0.537817764628
10.623762,0.536801048030
10.633663,0.535787787230
10.643564,0.534777908865
10.653465,0.533771337804
10.663366,0.532767997405
10.673267,0.531767809773
10.683168,0.530770696018
10.693069,0.529776576509
10.702970,0.528785371123
10.712871,0.527796999499
10.722772,0.526811381282
10.732673,0.525828436361
10.742574,0.524848085108
10.752475,0.523870248612
10.762376,0.522894848901
10.772277,0.521921809162
10.782178,0.520951053961
10.792079,0.519982509447
10.801980,0.519016103557
10.811881,0.518051766211
10.821782,0.517089429503
10.831683,0.516129027882
10.841584,0.515170498332
10.851485,0.514213780545
10.861386,0.513258817078
10.871287,0.512305553523
10.881188,0.511353938649
10.891089,0.510403924557
10.900990,0.509455466820
10.910891,0.508508524618
10.920792,0.507563060870
10.930693,0.506619042364
10.940594,0.505676439874
10.950495,0.504735228282
10.960396,0.503795386691
10.970297,0.502856898536
10.980198,0.501919751688
10.990099,0.500983938561
11.000000,0.500049456214
11.009901,0.499116306444
11.019802,0.498184495886
11.029703,0.497254036108
11.039604,0.496324943698
11.049505,0.495397240361
11.059406,0.494470953000
11.069307,0.493546113813
11.079208,0.492622760372
11.089109,0.491700935714
11.099010,0.490780688422
11.108911,0.489862072716
11.118812,0.488945148530
11.128713,0.488029981602
11.138614,0.487116643552
11.148515,0.486205211970
11.158416,0.485295770498
11.168317,0.484388408911
11.178218,0.483483223198
11.188119,0.482580315649
11.198020,0.481679794932
11.207921,0.480781776172
11.217822,0.479886381034
11.227723,0.478993737801
11.237624,0.478103981447
11.247525,0.477217253716
11.257426,0.476333703188
11.267327,0.475453485359
11.277228,0.474576762697
11.287129,0.473703704711
11.297030,0.472834488011
11.306931,0.471969296356
11.316832,0.472517107799
11.326733,0.474078654034
11.336634,0.475627501288
11.346535,0.477163015147
11.356436,0.478684580782
11.366337,0.480191602312
11.376238,0.481683502183
11.386139,0.483159720559
11.396040,0.484619714715
11.405941,0.486062958461
11.415842,0.487488941567
11.425743,0.488897169215
11.435644,0.490287161464
11.445545,0.491658452732
11.455446,0.493010591299
11.465347,0.494343138829
11.475248,0.495655669906
11.485149,0.496947771589
11.495050,0.498219042993
11.504950,0.499469094873
11.514851,0.500697549238
11.524752,0.501904038974
11.534653,0.503088207487
11.544554,0.504249708360
11.554455,0.505388205024
11.564356,0.506503370447
11.574257,0.507594886831
11.584158,0.508662445329
11.594059,0.509705745771
11.603960,0.510724496400
11.613861,0.511718413628
11.623762,0.512687221790
11.633663,0.513630652921
11.643564,0.514548446538
11.653465,0.515440349428
11.663366,0.516306115448
11.673267,0.517145505339
11.683168,0.517958286536
11.693069,0.518744232995
11.702970,0.519503125026
11.712871,0.520234749127
11.722772,0.520938897828
11.732673,0.521615369547
11.742574,0.522263968435
11.752475,0.522884504248
11.762376,0.523476792201
11.772277,0.524040652845
11.782178,0.524575911938
11.792079,0.525082400322
11.801980,0.525559953803
11.811881,0.526008413038
11.821782,0.526427623417
11.831683,0.526817434957
11.841584,0.527177702189
11.851485,0.527508284057
11.861386,0.527809043809
11.871287,0.528079848896
11.881188,0.528320570871
11.891089,0.528531085286
11.900990,0.528711271598
11.910891,0.528861013065
11.920792,0.528980196648
11.930693,0.529068712920
11.940594,0.529126455958
11.950495,0.529153323255
11.960396,0.529149215615
11.970297,0.529114037060
11.980198,0.529047694728
11.990099,0.528950098773
12.000000,0.528821162269
12.009901,0.528660801103
12.019802,0.528468933879
12.029703,0.528245481808
12.039604,0.527990368609
12.049505,0.527703520397
12.059406,0.527384865579
12.069307,0.527034334744
12.079208,0.526651860552
12.089109,0.526237377618
12.099010,0.525790822401
12.108911,0.525312133087
12.118812,0.524801249471
12.128713,0.524258112834
12.138614,0.523682665829
12.148515,0.523074852351
12.158416,0.522434617418
12.168317,0.521761907045
12.178218,0.521056668119
12.188119,0.520318848275
12.198020,0.519548395771
12.207921,0.518745259361
12.217822,0.517909388180
12.227723,0.517040731621
12.237624,0.516139239219
12.247525,0.515204860546
12.257426,0.514237545106
12.267327,0.513237242243
12.277228,0.512203901059
12.287129,0.511137470346
12.297030,0.510037898539
12.306931,0.508905133685
12.316832,0.507739123445
12.326733,0.506539815119
12.336634,0.505307155725
12.346535,0.504041092106
12.356436,0.502741571111
12.366337,0.501408539832
12.376238,0.500041945931
12.386139,0.498641738061
12.396040,0.497207866408
12.405941,0.495740283377
12.415842,0.494238944443
12.425743,0.492703809220
12.435644,0.491134842766
12.445545,0.489532017202
12.455446,0.487895313682
12.465347,0.486224724812
12.475248,0.484520257602
12.485149,0.482781937064
12.495050,0.481009810603
12.504950,0.479203953384
12.514851,0.477364474877
