d,R(d)
224330,3181
224331,6086
224332,3969
224333,8275
224334,2825
224335,6669
224336,3515
224337,5551
224338,4069
224339,9182
224340,2147
224341,7929
224342,4462
224343,4911
224344,4190
224345,6652
224346,2901
224347,9000
224348,4012
224349,5315
224350,3174
224351,8339
224352,2754
224353,8259
224354,3895
224355,5102
224356,3448
224357,7673
224358,2959
224359,8668
224360,3160
224361,5592
224362,4150
224363,8485
224364,2100
224365,7103
224366,4353
224367,4832
224368,4498
224369,9156
224370,2198
224371,6947
224372,3997
224373,5373
224374,4171
224375,6865
224376,2802
224377,8083
224378,3525
224379,5591
224380,3182
224381,7878
224382,2846
224383,8239
224384,4067
224385,3880
224386,4261
224387,9371
224388,2521
224389,8763
224390,3442
224391,6295
224392,3561
224393,7981
224394,2456
224395,7177
224396,4227
224397,6556
224398,4482
224399,7434
224400,1848
224401,8971
224402,4138
224403,5764
224404,4154
224405,7192
224406,2571
224407,8324
224408,4045
224409,5140
224410,3806
224411,7367
224412,3107
224413,7787
224414,4724
224415,4730
224416,4269
224417,8376
224418,3181
224419,7995
224420,3466
224421,5945
224422,4017
224423,8441
224424,3111
224425,7037
224426,4503
224427,4741
224428,4522
224429,8998
224430,2368
224431,8674
224432,3574
224433,4932
224434,3235
224435,6338
224436,3201
224437,8301
224438,3905
224439,5521
224440,3255
224441,7081
224442,2735
224443,8566
224444,4186
224445,4076
224446,4106
224447,9160
224448,2367
224449,8571
224450,3577
224451,5229
224452,4498
224453,8997
224454,2883
224455,5490
224456,4025
224457,5496
224458,3535
224459,8664
224460,1867
224461,8023
224462,3471
224463,6493
224464,4666
224465,7049
224466,2697
224467,8262
224468,4141
224469,4990
224470,3103
224471,7301
224472,2482
224473,9285
224474,4434
224475,4353
224476,3501
224477,7751
224478,3020
224479,8559
224480,3261
224481,5957
224482,4665
224483,7686
224484,2302
224485,6172
224486,4124
224487,6019
224488,3885
224489,8427
224490,2396
224491,9028
224492,4438
224493,5868
224494,3962
224495,6766
224496,2740
224497,6753
224498,4129
224499,5366
224500,3520
224501,8361
224502,2500
224503,8359
224504,3624
224505,4877
224506,4629
224507,8706
224508,3066
224509,8391
224510,3212
224511,5196
224512,3949
224513,8741
224514,3102
224515,6549
224516,3957
224517,5930
224518,3433
224519,8181
224520,2566
224521,8166
224522,4021
224523,5201
224524,4488
224525,5740
224526,2576
224527,9005
224528,4013
224529,6234
224530,3465
224531,8063
224532,2260
224533,8071
224534,4244
224535,5024
224536,3771
224537,9093
224538,2754
224539,7364
224540,3848
224541,5432
224542,4033
224543,8309
224544,2950
224545,6678
224546,3159
224547,5645
224548,4133
224549,7462
224550,2288
224551,8879
224552,4465
224553,4585
224554,3698
224555,6196
224556,3289
224557,8243
224558,4580
224559,5470
224560,2980
224561,8172
224562,2735
224563,8066
224564,4406
224565,4040
224566,4421
224567,7623
224568,2861
224569,8824
224570,3263
224571,6206
224572,4214
224573,8501
224574,2630
224575,6323
224576,4217
224577,5590
224578,4315
224579,8195
224580,2119
224581,7677
224582,4194
224583,5379
224584,4559
224585,6788
224586,2853
224587,7782
224588,3258
224589,5335
224590,3404
224591,8789
224592,3067
224593,8347
224594,4773
224595,3695
224596,4521
224597,9434
224598,2433
224599,8275
224600,3303
224601,5512
224602,3686
224603,8686
224604,2388
224605,6076
224606,4216
224607,6058
224608,4172
224609,7171
224610,2236
224611,8480
224612,4383
224613,5364
224614,4094
224615,6932
224616,2316
224617,8817
224618,4165
224619,5943
224620,3388
224621,7798
224622,2532
224623,7517
224624,4559
224625,4779
224626,4117
224627,8093
224628,3124
224629,8423
224630,3199
224631,5049
224632,4113
224633,8352
224634,2885
224635,6886
224636,3923
224637,5009
224638,4204
224639,8510
224640,2262
224641,7775
224642,4148
224643,6138
224644,3756
224645,7021
224646,2847
224647,8334
224648,4199
224649,5913
224650,3753
224651,7113
224652,2679
224653,7361
224654,4176
224655,4224
224656,3968
224657,7389
224658,3056
224659,8535
224660,3558
224661,5380
224662,4907
224663,7616
224664,2350
224665,6064
224666,3165
224667,5705
224668,4480
224669,9635
224670,2229
224671,8951
224672,3326
224673,5706
224674,4530
224675,5880
224676,2903
224677,8989
224678,4140
224679,4680
224680,3798
224681,8283
224682,2544
224683,8941
224684,4365
224685,4607
224686,3334
224687,8406
224688,3120
224689,8637
224690,3015
224691,6029
224692,3872
224693,7758
224694,2947
224695,6691
224696,4441
224697,5580
224698,4844
224699,8143
224700,2036
224701,7878
224702,4661
224703,5636
224704,4304
224705,7692
224706,2475
224707,7176
224708,3997
224709,5848
224710,3551
224711,8606
224712,2979
224713,8441
224714,3136
224715,4180
224716,4440
224717,9039
224718,2763
224719,7232
224720,3488
224721,4237
224722,4869
224723,8867
224724,2810
224725,6892
224726,4677
224727,5426
224728,3826
224729,9591
224730,1932
224731,8010
224732,4005
224733,5201
224734,4145
224735,6196
224736,2705
224737,8868
224738,4064
224739,5312
224740,3267
224741,7737
224742,2490
224743,8908
224744,3839
224745,4594
224746,4479
224747,8426
224748,2619
224749,7929
224750,3522
224751,5831
224752,3732
224753,8784
224754,2743
224755,7097
224756,3302
224757,5254
224758,4273
224759,8950
224760,2468
224761,8246
224762,4111
224763,4287
224764,4239
224765,6206
224766,2787
224767,8729
224768,4655
224769,5589
224770,2610
224771,8677
224772,2547
224773,7966
224774,3621
224775,4544
224776,4242
224777,6966
224778,2703
224779,8437
224780,4049
224781,5380
224782,5125
224783,8257
224784,2556
224785,6341
224786,4440
224787,6147
224788,3703
224789,8707
224790,2546
224791,6513
224792,4083
224793,6368
224794,4145
224795,6797
224796,2287
224797,9089
224798,3706
224799,5968
224800,3377
224801,8436
224802,2516
224803,7998
224804,4075
224805,3688
224806,4445
224807,8401
224808,2731
224809,8170
224810,3477
224811,5847
224812,3496
224813,7915
224814,2803
224815,7348
224816,4867
224817,5988
224818,4314
224819,7942
224820,2325
224821,9003
224822,4247
224823,5685
224824,4760
224825,6498
224826,2690
224827,8851
224828,4324
224829,5730
224830,3743
224831,8383
224832,3475
224833,7407
224834,4587
224835,4496
224836,4604
224837,7812
224838,2749
224839,8667
224840,2773
224841,5899
224842,3707
224843,7431
224844,2824
224845,7357
224846,3834
224847,4759
224848,3777
224849,8546
224850,1854
224851,7633
224852,4291
224853,6274
224854,4046
224855,6611
224856,3075
224857,8341
224858,4244
224859,5024
224860,3240
224861,6533
224862,3000
224863,8735
224864,4436
224865,4719
224866,4074
224867,8222
224868,2196
224869,8948
224870,3567
224871,5468
224872,4569
224873,7958
224874,2502
224875,5530
224876,3631
224877,6002
224878,4412
224879,7820
224880,2297
224881,9133
224882,3834
224883,5597
224884,3475
224885,6358
224886,3057
224887,7460
224888,4180
224889,5231
224890,3142
224891,9475
224892,2756
224893,9056
224894,4326
224895,3662
224896,4018
224897,8999
224898,3083
224899,8364
224900,3404
224901,5740
224902,3896
224903,6364
224904,2795
224905,6862
224906,3638
224907,5753
224908,4313
224909,8242
224910,1869
224911,9009
224912,4386
224913,4730
224914,4700
224915,6885
224916,2783
224917,6801
224918,4249
224919,5794
224920,3819
224921,9509
224922,2711
224923,8357
224924,3772
224925,4996
224926,3806
224927,7972
224928,2900
224929,8707
224930,3307
224931,5378
224932,4378
224933,8908
224934,2589
224935,6489
224936,4257
224937,6011
224938,4039
224939,7322
224940,1979
224941,8391
224942,4121
224943,5982
224944,4230
224945,6064
224946,3109
224947,8750
224948,4477
224949,6488
224950,3701
224951,8920
224952,2307
224953,9232
224954,4177
224955,3908
224956,4091
224957,8676
224958,3098
224959,7622
224960,3174
224961,5133
224962,4225
224963,8194
224964,3064
224965,6050
224966,3720
224967,5458
224968,4348
224969,8127
224970,1994
224971,8567
224972,3947
224973,4778
224974,4706
224975,7822
224976,2720
224977,8657
224978,3561
224979,5395
224980,2650
224981,8969
224982,2539
224983,7493
224984,4127
224985,4684
224986,3996
224987,7717
224988,2916
224989,8387
224990,3454
224991,5975
224992,4031
224993,8331
224994,2127
224995,6049
224996,4328
224997,6197
224998,3885
224999,8710
225000,2064
225001,7179
225002,4168
225003,5845
225004,4097
225005,6572
225006,2483
225007,8877
225008,3642
225009,5872
225010,3793
225011,7914
225012,2782
225013,8391
225014,3985
225015,4167
225016,3923
225017,8014
225018,2589
225019,8967
225020,3590
225021,5354
225022,3628
225023,8643
225024,2699
225025,6864
225026,3873
225027,4863
225028,4572
225029,7137
225030,2136
225031,9082
225032,4277
225033,5741
225034,4598
225035,7210
225036,2290
225037,8505
225038,3501
225039,6299
225040,3143
225041,9184
225042,2913
225043,7734
225044,4692
225045,4424
225046,3693
225047,8783
225048,3087
225049,7987
225050,2918
225051,5905
225052,4053
225053,8804
225054,2948
225055,6521
225056,4288
225057,4780
225058,4657
225059,8913
225060,2285
225061,8599
225062,4192
225063,5805
225064,3796
225065,7141
225066,2623
225067,9254
225068,3873
225069,5108
225070,3665
225071,6859
225072,3061
225073,8473
225074,4310
225075,4265
225076,4171
225077,9405
225078,2350
225079,8144
225080,3962
225081,6427
225082,3488
225083,8341
225084,2752
225085,5580
225086,4343
225087,5689
225088,4614
225089,9234
225090,2460
225091,8679
225092,3487
225093,5092
225094,4601
225095,6758
225096,3441
225097,7889
225098,4437
225099,4569
225100,3529
225101,8964
225102,2860
225103,9050
225104,3485
225105,4331
225106,3820
225107,9103
225108,2466
225109,8879
225110,3360
225111,5704
225112,4229
225113,7879
225114,2887
225115,6578
225116,4404
225117,5896
225118,4469
225119,9080
225120,2223
225121,8095
225122,3698
225123,6002
225124,4199
225125,7321
225126,2851
225127,7152
225128,4110
225129,5865
225130,3645
225131,8026
225132,2785
225133,8082
225134,3400
225135,4719
225136,4301
225137,7519
225138,2997
225139,8824
225140,3312
225141,4876
225142,4499
225143,8104
225144,3074
225145,7359
225146,4101
225147,5190
225148,3337
225149,8696
225150,1986
225151,8578
225152,3470
225153,5558
225154,4330
225155,5341
225156,2841
225157,8872
225158,4461
225159,4983
225160,3301
225161,8313
225162,2340
225163,8385
225164,4489
225165,4625
225166,4441
225167,7999
225168,2663
225169,6936
225170,2625
225171,6008
225172,4490
225173,8806
225174,2606
225175,7562
225176,3764
225177,6066
225178,4792
225179,8627
225180,2363
225181,7347
225182,3883
225183,4722
225184,3909
225185,6831
225186,3140
225187,8221
225188,4360
225189,5085
225190,3036
225191,7791
225192,2649
225193,8635
225194,4269
225195,4605
225196,4228
225197,7037
225198,3079
225199,7944
225200,3596
225201,5364
225202,4379
225203,7815
225204,2293
225205,7111
225206,4172
225207,5377
225208,4254
225209,8792
225210,2256
225211,7312
225212,3717
225213,5959
225214,3783
225215,7283
225216,2471
225217,9358
225218,3420
225219,5515
225220,3393
225221,8656
225222,2970
225223,8861
225224,4172
225225,3415
225226,4373
225227,8660
225228,3017
225229,7999
225230,3336
225231,5641
225232,4017
225233,7758
225234,2580
225235,7099
225236,3937
225237,5972
225238,3918
225239,7671
225240,2198
225241,9066
225242,4554
225243,5632
225244,4569
225245,6685
225246,2572
225247,8034
225248,4389
225249,5649
225250,3485
225251,8241
225252,3036
225253,7632
225254,4253
225255,4915
225256,3984
225257,8557
225258,2847
225259,8424
225260,3027
225261,5495
225262,3880
225263,9463
225264,2400
225265,7151
225266,4763
225267,4925
225268,4615
225269,7730
225270,2353
225271,8718
225272,4290
225273,5694
225274,3830
225275,6891
225276,3021
225277,6992
225278,4430
225279,6121
225280,3474
225281,7243
225282,2813
225283,8257
225284,3915
225285,4349
225286,4570
225287,8716
225288,2429
225289,8810
225290,3327
225291,5250
225292,4229
225293,8300
225294,3104
225295,6183
225296,3942
225297,5322
225298,3916
225299,8710
225300,2021
225301,7719
225302,3413
225303,4804
225304,4203
225305,7420
225306,2912
225307,8052
225308,3864
225309,4695
225310,3493
225311,8620
225312,3234
225313,7590
225314,3940
225315,4897
225316,3120
225317,8488
225318,2506
225319,9317
225320,3417
225321,5177
225322,4243
225323,7479
225324,2939
225325,6759
225326,4709
225327,5499
225328,4354
225329,7956
225330,1813
225331,8738
225332,4435
225333,5704
225334,3807
225335,5749
225336,3136
225337,7004
225338,4749
225339,5840
225340,3215
225341,8391
225342,2856
225343,8921
225344,3424
225345,4780
225346,3859
225347,9110
225348,2905
225349,8623
225350,3357
225351,5042
225352,4069
225353,8686
225354,2700
225355,5799
225356,4286
225357,5012
225358,3711
225359,7109
225360,2449
225361,8902
225362,4036
225363,6192
225364,4576
225365,6092
225366,2686
225367,7342
225368,3578
225369,5490
225370,3557
225371,8662
225372,2397
225373,8777
225374,3901
225375,4660
225376,4245
225377,8613
225378,2465
225379,6682
225380,3572
225381,4906
225382,4387
225383,8708
225384,3072
225385,6676
225386,3879
225387,5904
225388,4418
225389,8229
225390,2337
225391,8546
225392,4165
225393,4521
225394,4334
225395,6585
225396,2705
225397,8365
225398,4334
225399,5873
225400,2969
225401,7268
225402,2996
225403,8037
225404,4475
225405,4252
225406,4130
225407,6445
225408,3000
225409,8890
225410,3897
225411,5488
225412,3828
225413,8655
225414,2508
225415,7606
225416,4076
225417,5522
225418,4235
225419,8460
225420,2051
225421,7395
225422,4293
225423,4752
225424,3763
225425,7362
225426,2870
225427,8797
225428,3636
225429,5723
225430,3992
225431,8621
225432,2963
225433,8216
225434,3887
225435,3987
225436,4317
225437,8755
225438,2843
225439,8541
225440,3047
225441,5180
225442,3473
225443,8356
225444,2634
225445,6357
225446,3920
225447,5755
225448,4324
225449,7042
225450,2530
225451,8170
225452,4437
225453,6178
225454,3735
225455,6348
225456,2241
225457,8650
225458,4317
225459,4560
225460,3690
225461,8375
225462,2940
225463,7345
225464,4634
225465,4743
225466,4173
225467,7671
225468,2899
225469,8375
225470,2899
225471,5668
225472,3597
225473,7762
225474,2867
225475,6627
225476,4474
225477,4271
225478,3386
225479,8466
225480,2324
225481,8634
225482,4464
225483,6081
225484,4000
225485,6302
225486,3107
225487,8311
225488,4555
225489,5210
225490,3574
225491,8077
225492,2332
225493,7981
225494,4147
225495,4625
225496,4084
225497,8534
225498,2183
225499,8900
225500,3050
225501,6490
225502,4215
225503,8324
225504,2988
225505,5372
225506,4246
225507,6152
225508,4411
225509,8447
225510,2537
225511,6472
225512,4069
225513,5885
225514,4107
225515,6238
225516,2854
225517,7668
225518,4353
225519,4342
225520,3193
225521,8887
225522,2787
225523,8891
225524,4128
225525,4241
225526,3663
225527,8885
225528,2953
225529,8848
225530,2990
225531,5835
225532,4733
225533,6724
225534,2676
225535,6888
225536,4352
225537,5027
225538,3955
225539,8511
225540,1894
225541,8809
225542,4607
225543,5645
225544,3760
225545,6702
225546,2985
225547,7294
225548,4203
225549,5704
225550,3193
225551,8765
225552,2828
225553,8494
225554,3835
225555,3949
225556,4016
225557,8887
225558,2819
225559,8549
225560,3470
225561,4237
225562,4027
225563,8136
225564,3091
225565,6995
225566,3135
225567,5335
225568,3258
225569,8859
225570,2472
225571,9262
225572,4088
225573,5456
225574,4259
225575,5483
225576,2353
225577,8084
225578,3842
225579,5279
225580,3380
225581,8687
225582,2179
225583,8341
225584,4744
225585,4515
225586,3971
225587,8509
225588,2819
225589,5700
225590,3150
225591,6150
225592,4694
225593,8409
225594,2941
225595,6814
225596,4808
225597,5534
225598,4237
225599,8013
225600,2263
225601,8530
225602,3943
225603,4982
225604,4531
225605,6653
225606,2877
225607,7488
225608,4237
225609,5482
225610,2712
225611,8511
225612,2968
225613,8442
225614,4089
225615,4118
225616,4575
225617,7582
225618,2526
225619,9084
225620,3129
225621,5009
225622,4337
225623,8906
225624,2002
225625,6682
225626,4772
225627,5919
225628,4130
225629,8939
225630,2106
225631,7547
225632,4114
225633,6018
225634,4079
225635,6817
225636,2721
225637,8667
225638,3404
225639,5802
225640,3368
225641,7503
225642,3128
225643,7350
225644,3753
225645,4278
225646,4472
225647,8895
225648,3122
225649,8437
225650,3342
225651,6029
225652,3762
225653,7930
225654,2595
225655,6900
225656,4094
225657,5718
225658,3862
225659,7802
225660,2329
225661,8937
225662,4509
225663,6080
225664,4251
225665,6117
225666,2559
225667,7805
225668,4468
225669,5701
225670,3193
225671,9048
225672,2793
225673,7196
225674,3887
225675,3941
225676,3436
225677,9066
225678,2650
225679,8722
225680,2669
225681,6381
225682,4150
225683,8368
225684,3203
225685,6745
225686,4470
225687,4672
225688,4521
225689,8153
225690,2296
225691,7942
225692,3865
225693,5691
225694,3456
225695,7237
225696,2616
225697,8797
225698,4072
225699,6145
225700,3052
225701,7320
225702,3004
225703,8760
225704,4162
225705,3873
225706,3595
225707,7475
225708,2381
225709,7331
225710,3775
225711,5856
225712,4327
225713,9012
225714,2943
225715,5879
225716,4087
225717,5674
225718,4546
225719,8069
225720,2164
225721,8805
225722,3516
225723,6169
225724,3788
225725,6614
225726,2507
225727,8239
225728,4125
225729,4557
225730,3546
225731,7603
225732,2869
225733,8999
225734,4284
225735,4592
225736,3219
225737,8944
225738,2934
225739,7580
225740,3819
225741,5757
225742,3861
225743,6854
225744,3069
225745,6545
225746,4475
225747,5526
