d,alpha,ratio,a1,a2,max_digit
90800,15519,0.17091410,5,1,5
90801,15529,0.17102235,5,1,5
90802,15511,0.17082223,5,1,5
90803,15520,0.17091946,5,1,5
90804,15515,0.17086252,5,1,5
90805,15514,0.17084962,5,1,5
90806,15515,0.17085875,5,1,5
90807,15520,0.17091193,5,1,5
90808,15525,0.17096511,5,1,5
90809,15524,0.17095222,5,1,5
90810,15541,0.17113754,5,1,5
90811,15513,0.17082732,5,1,5
90812,15521,0.17091354,5,1,5
90813,15521,0.17091165,5,1,5
90814,15515,0.17084370,5,1,5
90815,15517,0.17086384,5,1,5
90816,15529,0.17099410,5,1,5
90817,15514,0.17082705,5,1,5
90818,15515,0.17083618,5,1,5
90819,15539,0.17109856,5,1,5
90820,15581,0.17155913,5,1,5
90821,15519,0.17087458,5,1,5
90822,15523,0.17091674,5,1,5
90823,15519,0.17087081,5,1,5
90824,15517,0.17084691,5,1,5
90825,15527,0.17095513,5,1,5
90826,15531,0.17099729,5,1,5
90827,15517,0.17084127,5,1,5
90828,15545,0.17114766,5,1,5
90829,15516,0.17082650,5,1,5
90830,15557,0.17127601,5,1,5
90831,15518,0.17084476,5,1,5
90832,15523,0.17089792,5,1,5
90833,15523,0.17089604,5,1,5
90834,15523,0.17089416,5,1,5
90835,15517,0.17082622,5,1,5
90836,15529,0.17095645,5,1,5
90837,15529,0.17095457,5,1,5
90838,15545,0.17112882,5,1,5
90839,15518,0.17082971,5,1,5
90840,15541,0.17108102,5,1,5
90841,15518,0.17082595,5,1,5
90842,15533,0.17098919,5,1,5
90843,15518,0.17082219,5,1,5
90844,15525,0.17089736,5,1,5
90845,15519,0.17082943,5,1,5
90846,15557,0.17124584,5,1,5
90847,15520,0.17083668,5,1,5
90848,15519,0.17082379,5,1,5
90849,15523,0.17086594,5,1,5
90850,15589,0.17159053,5,1,5
90851,15524,0.17087319,5,1,5
90852,15625,0.17198301,5,1,5
90853,15521,0.17083641,5,1,5
90854,15555,0.17120875,5,1,5
90855,15524,0.17086567,5,1,5
90856,15525,0.17087479,5,1,5
90857,15521,0.17082888,5,1,5
90858,15529,0.17091505,5,1,5
90859,15524,0.17085814,5,1,5
90860,15529,0.17091129,5,1,5
90861,15521,0.17082136,5,1,5
90862,15523,0.17084150,5,1,5
90863,15525,0.17086163,5,1,5
90864,15605,0.17174018,5,1,5
90865,15546,0.17108898,5,1,5
90866,15527,0.17087800,5,1,5
90867,15527,0.17087612,5,1,5
90868,15547,0.17109433,5,1,5
90869,15523,0.17082834,5,1,5
90870,15559,0.17122263,5,1,5
90871,15523,0.17082458,5,1,5
90872,15525,0.17084470,5,1,5
90873,15536,0.17096387,5,1,5
90874,15525,0.17084094,5,1,5
90875,15531,0.17090509,5,1,5
90876,15553,0.17114530,5,1,5
90877,15548,0.17108839,5,1,5
90878,15529,0.17087744,5,1,5
90879,15524,0.17082054,5,1,5
90880,15559,0.17120379,5,1,5
90881,15527,0.17084979,5,1,5
90882,15527,0.17084791,5,1,5
90883,15525,0.17082403,5,1,5
90884,15527,0.17084415,5,1,5
90885,15529,0.17086428,5,1,5
90886,15527,0.17084039,5,1,5
90887,15526,0.17082751,5,1,5
90888,15559,0.17118872,5,1,5
90889,15526,0.17082375,5,1,5
90890,15533,0.17089889,5,1,5
90891,15539,0.17096302,5,1,5
90892,15533,0.17089513,5,1,5
90893,15528,0.17083824,5,1,5
90894,15529,0.17084736,5,1,5
90895,15536,0.17092249,5,1,5
90896,15531,0.17086560,5,1,5
90897,15532,0.17087473,5,1,5
90898,15529,0.17083984,5,1,5
90899,15530,0.17084896,5,1,5
90900,15557,0.17114411,5,1,5
90901,15528,0.17082320,5,1,5
90902,15545,0.17100834,5,1,5
90903,15529,0.17083045,5,1,5
90904,15559,0.17115858,5,1,5
90905,15529,0.17082669,5,1,5
90906,15541,0.17095681,5,1,5
90907,15542,0.17096593,5,1,5
90908,15533,0.17086505,5,1,5
90909,15536,0.17089617,5,1,5
90910,15543,0.17097129,5,1,5
90911,15534,0.17087041,5,1,5
90912,15563,0.17118752,5,1,5
90913,15532,0.17084465,5,1,5
90914,15535,0.17087577,5,1,5
90915,15538,0.17090689,5,1,5
90916,15535,0.17087201,5,1,5
90917,15532,0.17083714,5,1,5
90918,15565,0.17119822,5,1,5
90919,15531,0.17082238,5,1,5
90920,15543,0.17095249,5,1,5
90921,15533,0.17084062,5,1,5
90922,15533,0.17083874,5,1,5
90923,15535,0.17085886,5,1,5
90924,15653,0.17215477,5,1,5
90925,15534,0.17084410,5,1,5
90926,15549,0.17100719,5,1,5
90927,15533,0.17082935,5,1,5
90928,15533,0.17082747,5,1,5
90929,15545,0.17095756,5,1,5
90930,15559,0.17110964,5,1,5
90931,15535,0.17084383,5,1,5
90932,15535,0.17084195,5,1,5
90933,15542,0.17091705,5,1,5
90934,15547,0.17097015,5,1,5
90935,15536,0.17084731,5,1,5
90936,15551,0.17101038,5,1,5
90937,15534,0.17082156,5,1,5
90938,15577,0.17129253,5,1,5
90939,15538,0.17086179,5,1,5
90940,15569,0.17120079,5,1,5
90941,15536,0.17083604,5,1,5
90942,15547,0.17095511,5,1,5
90943,15535,0.17082128,5,1,5
90944,15549,0.17097335,5,1,5
90945,15536,0.17082852,5,1,5
90946,15543,0.17090361,5,1,5
90947,15544,0.17091273,5,1,5
90948,15541,0.17087786,5,1,5
90949,15540,0.17086499,5,1,5
90950,15549,0.17096207,5,1,5
90951,15541,0.17087223,5,1,5
90952,15549,0.17095831,5,1,5
90953,15537,0.17082449,5,1,5
90954,15551,0.17097654,5,1,5
90955,15537,0.17082074,5,1,5
90956,15545,0.17090681,5,1,5
90957,15542,0.17087195,5,1,5
90958,15539,0.17083709,5,1,5
90959,15552,0.17097813,5,1,5
90960,15551,0.17096526,5,1,5
90961,15538,0.17082046,5,1,5
90962,15539,0.17082958,5,1,5
90963,15545,0.17089366,5,1,5
90964,15573,0.17119960,5,1,5
90965,15541,0.17084593,5,1,5
90966,15539,0.17082207,5,1,5
90967,15544,0.17087515,5,1,5
90968,15543,0.17086228,5,1,5
90969,15541,0.17083842,5,1,5
90970,15541,0.17083654,5,1,5
90971,15542,0.17084565,5,1,5
90972,15623,0.17173416,5,1,5
90973,15552,0.17095182,5,1,5
90974,15609,0.17157649,5,1,5
90975,15542,0.17083814,5,1,5
90976,15543,0.17084726,5,1,5
90977,15541,0.17082339,5,1,5
90978,15541,0.17082152,5,1,5
90979,15543,0.17084162,5,1,5
90980,15621,0.17169708,5,1,5
90981,15544,0.17084886,5,1,5
90982,15543,0.17083599,5,1,5
90983,15544,0.17084510,5,1,5
90984,15619,0.17166755,5,1,5
90985,15556,0.17097324,5,1,5
90986,15551,0.17091640,5,1,5
90987,15545,0.17084858,5,1,5
90988,15551,0.17091265,5,1,5
90989,15547,0.17086681,5,1,5
90990,15547,0.17086493,5,1,5
90991,15545,0.17084107,5,1,5
90992,15551,0.17090513,5,1,5
90993,15550,0.17089227,5,1,5
90994,15549,0.17087940,5,1,5
90995,15544,0.17082257,5,1,5
90996,15551,0.17089762,5,1,5
90997,15548,0.17086278,5,1,5
90998,15547,0.17084991,5,1,5
90999,15547,0.17084803,5,1,5
91000,15559,0.17097802,5,1,5
91001,15549,0.17086625,5,1,5
91002,15557,0.17095229,5,1,5
91003,15547,0.17084052,5,1,5
91004,15547,0.17083864,5,1,5
91005,15547,0.17083677,5,1,5
91006,15551,0.17087884,5,1,5
91007,15563,0.17100882,5,1,5
91008,15551,0.17087509,5,1,5
91009,15550,0.17086222,5,1,5
91010,15551,0.17087133,5,1,5
91011,15554,0.17090242,5,1,5
91012,15547,0.17082363,5,1,5
91013,15549,0.17084373,5,1,5
91014,15625,0.17167688,5,1,5
91015,15548,0.17082898,5,1,5
91016,15551,0.17086007,5,1,5
91017,15550,0.17084720,5,1,5
91018,15573,0.17109802,5,1,5
91019,15548,0.17082148,5,1,5
91020,15617,0.17157768,5,1,5
91021,15552,0.17086167,5,1,5
91022,15551,0.17084881,5,1,5
91023,15550,0.17083594,5,1,5
91024,15553,0.17086702,5,1,5
91025,15549,0.17082120,5,1,5
91026,15551,0.17084130,5,1,5
91027,15591,0.17127885,5,1,5
91028,15551,0.17083754,5,1,5
91029,15557,0.17090158,5,1,5
91030,15583,0.17118532,5,1,5
91031,15550,0.17082093,5,1,5
91032,15593,0.17129141,5,1,5
91033,15551,0.17082816,5,1,5
91034,15551,0.17082628,5,1,5
91035,15551,0.17082441,5,1,5
91036,15551,0.17082253,5,1,5
91037,15560,0.17091952,5,1,5
91038,15559,0.17090665,5,1,5
91039,15553,0.17083887,5,1,5
91040,15559,0.17090290,5,1,5
91041,15577,0.17109874,5,1,5
91042,15667,0.17208541,5,1,5
91043,15557,0.17087530,5,1,5
91044,15559,0.17089539,5,1,5
91045,15556,0.17086056,5,1,5
91046,15555,0.17084770,5,1,5
91047,15569,0.17099959,5,1,5
91048,15553,0.17082198,5,1,5
91049,15557,0.17086404,5,1,5
91050,15571,0.17101593,5,1,5
91051,15554,0.17082734,5,1,5
91052,15557,0.17085841,5,1,5
91053,15554,0.17082359,5,1,5
91054,15567,0.17096448,5,1,5
91055,15559,0.17087475,5,1,5
91056,15559,0.17087287,5,1,5
91057,15557,0.17084903,5,1,5
91058,15567,0.17095697,5,1,5
91059,15560,0.17087822,5,1,5
91060,15583,0.17112893,5,1,5
91061,15557,0.17084152,5,1,5
91062,15565,0.17092750,5,1,5
91063,15558,0.17084875,5,1,5
91064,15571,0.17098963,5,1,5
91065,15581,0.17109757,5,1,5
91066,15563,0.17089803,5,1,5
91067,15563,0.17089615,5,1,5
91068,15565,0.17091624,5,1,5
91069,15561,0.17087044,5,1,5
91070,15573,0.17100033,5,1,5
91071,15559,0.17084473,5,1,5
91072,15557,0.17082089,5,1,5
91073,15570,0.17096176,5,1,5
91074,15565,0.17090498,5,1,5
91075,15572,0.17097996,5,1,5
91076,15563,0.17087927,5,1,5
91077,15560,0.17084445,5,1,5
91078,15565,0.17089747,5,1,5
91079,15559,0.17082972,5,1,5
91080,15643,0.17175011,5,1,5
91081,15559,0.17082597,5,1,5
91082,15559,0.17082409,5,1,5
91083,15559,0.17082222,5,1,5
91084,15563,0.17086426,5,1,5
91085,15589,0.17114783,5,1,5
91086,15583,0.17108008,5,1,5
91087,15561,0.17083667,5,1,5
91088,15565,0.17087871,5,1,5
91089,15562,0.17084390,5,1,5
91090,15573,0.17096278,5,1,5
91091,15562,0.17084015,5,1,5
91092,15563,0.17084925,5,1,5
91093,15563,0.17084738,5,1,5
91094,15569,0.17091137,5,1,5
91095,15577,0.17099731,5,1,5
91096,15563,0.17084175,5,1,5
91097,15563,0.17083987,5,1,5
91098,15571,0.17092582,5,1,5
91099,15563,0.17083612,5,1,5
91100,15587,0.17109769,5,1,5
91101,15571,0.17092019,5,1,5
91102,15567,0.17087440,5,1,5
91103,15567,0.17087253,5,1,5
91104,15569,0.17089261,5,1,5
91105,15592,0.17114319,5,1,5
91106,15577,0.17097666,5,1,5
91107,15580,0.17100772,5,1,5
91108,15565,0.17084120,5,1,5
91109,15564,0.17082835,5,1,5
91110,15571,0.17090330,5,1,5
91111,15564,0.17082460,5,1,5
91112,15571,0.17089955,5,1,5
91113,15580,0.17099645,5,1,5
91114,15571,0.17089580,5,1,5
91115,15566,0.17083905,5,1,5
91116,15599,0.17119935,5,1,5
91117,15570,0.17087920,5,1,5
91118,15567,0.17084440,5,1,5
91119,15565,0.17082058,5,1,5
91120,15567,0.17084065,5,1,5
91121,15567,0.17083877,5,1,5
91122,15569,0.17085885,5,1,5
91123,15580,0.17097769,5,1,5
91124,15575,0.17092094,5,1,5
91125,15571,0.17087517,5,1,5
91126,15573,0.17089524,5,1,5
91127,15570,0.17086045,5,1,5
91128,15569,0.17084760,5,1,5
91129,15567,0.17082378,5,1,5
91130,15569,0.17084385,5,1,5
91131,15569,0.17084197,5,1,5
91132,15575,0.17090594,5,1,5
91133,15569,0.17083823,5,1,5
91134,15593,0.17109970,5,1,5
91135,15593,0.17109782,5,1,5
91136,15581,0.17096427,5,1,5
91137,15580,0.17095142,5,1,5
91138,15569,0.17082885,5,1,5
91139,15569,0.17082698,5,1,5
91140,15571,0.17084705,5,1,5
91141,15569,0.17082323,5,1,5
91142,15569,0.17082136,5,1,5
91143,15586,0.17100600,5,1,5
91144,15573,0.17086149,5,1,5
91145,15577,0.17090351,5,1,5
91146,15595,0.17109912,5,1,5
91147,15583,0.17096558,5,1,5
91148,15579,0.17091982,5,1,5
91149,15572,0.17084115,5,1,5
91150,15571,0.17082830,5,1,5
91151,15572,0.17083740,5,1,5
91152,15571,0.17082456,5,1,5
91153,15571,0.17082268,5,1,5
91154,15571,0.17082081,5,1,5
91155,15578,0.17089573,5,1,5
91156,15573,0.17083900,5,1,5
91157,15579,0.17090295,5,1,5
91158,15587,0.17098883,5,1,5
91159,15572,0.17082241,5,1,5
91160,15579,0.17089732,5,1,5
91161,15574,0.17084060,5,1,5
91162,15575,0.17084970,5,1,5
91163,15575,0.17084782,5,1,5
91164,15575,0.17084595,5,1,5
91165,15573,0.17082214,5,1,5
91166,15577,0.17086414,5,1,5
91167,15577,0.17086226,5,1,5
91168,15643,0.17158433,5,1,5
91169,15576,0.17084755,5,1,5
91170,15643,0.17158056,5,1,5
91171,15578,0.17086574,5,1,5
91172,15579,0.17087483,5,1,5
91173,15584,0.17092780,5,1,5
91174,15577,0.17084915,5,1,5
91175,15584,0.17092405,5,1,5
91176,15577,0.17084540,5,1,5
91177,15589,0.17097514,5,1,5
91178,15645,0.17158744,5,1,5
91179,15583,0.17090558,5,1,5
91180,15589,0.17096951,5,1,5
91181,15577,0.17083603,5,1,5
91182,15601,0.17109737,5,1,5
91183,15585,0.17092002,5,1,5
91184,15577,0.17083041,5,1,5
91185,15577,0.17082854,5,1,5
91186,15591,0.17098019,5,1,5
91187,15584,0.17090155,5,1,5
91188,15581,0.17086678,5,1,5
91189,15581,0.17086491,5,1,5
91190,15607,0.17114815,5,1,5
91191,15584,0.17089406,5,1,5
91192,15593,0.17099088,5,1,5
91193,15583,0.17087934,5,1,5
91194,15595,0.17100906,5,1,5
91195,15603,0.17109491,5,1,5
91196,15579,0.17082986,5,1,5
91197,15580,0.17083895,5,1,5
91198,15579,0.17082611,5,1,5
91199,15579,0.17082424,5,1,5
91200,15659,0.17169956,5,1,5
91201,15583,0.17086435,5,1,5
91202,15581,0.17084055,5,1,5
91203,15581,0.17083868,5,1,5
91204,15581,0.17083681,5,1,5
91205,15604,0.17108711,5,1,5
91206,15589,0.17092077,5,1,5
91207,15584,0.17086408,5,1,5
91208,15585,0.17087317,5,1,5
91209,15581,0.17082744,5,1,5
91210,15611,0.17115448,5,1,5
91211,15581,0.17082369,5,1,5
91212,15599,0.17101916,5,1,5
91213,15586,0.17087477,5,1,5
91214,15583,0.17084000,5,1,5
91215,15583,0.17083813,5,1,5
91216,15597,0.17098974,5,1,5
91217,15587,0.17087824,5,1,5
91218,15589,0.17089829,5,1,5
91219,15584,0.17084160,5,1,5
91220,15583,0.17082877,5,1,5
91221,15586,0.17085978,5,1,5
91222,15591,0.17091272,5,1,5
91223,15592,0.17092181,5,1,5
91224,15583,0.17082128,5,1,5
91225,15597,0.17097287,5,1,5
91226,15597,0.17097100,5,1,5
91227,15584,0.17082662,5,1,5
91228,15609,0.17109879,5,1,5
91229,15586,0.17084480,5,1,5
91230,15589,0.17087581,5,1,5
91231,15585,0.17083009,5,1,5
91232,15613,0.17113513,5,1,5
91233,15586,0.17083731,5,1,5
91234,15585,0.17082447,5,1,5
91235,15589,0.17086644,5,1,5
91236,15613,0.17112763,5,1,5
91237,15586,0.17082982,5,1,5
91238,15593,0.17090467,5,1,5
91239,15586,0.17082607,5,1,5
91240,15653,0.17155853,5,1,5
91241,15586,0.17082233,5,1,5
91242,15599,0.17096293,5,1,5
91243,15587,0.17082954,5,1,5
91244,15589,0.17084959,5,1,5
91245,15599,0.17095731,5,1,5
91246,15589,0.17084585,5,1,5
91247,15594,0.17089877,5,1,5
91248,15599,0.17095169,5,1,5
91249,15589,0.17084023,5,1,5
91250,15591,0.17086027,5,1,5
91251,15595,0.17090224,5,1,5
91252,15613,0.17109762,5,1,5
91253,15592,0.17086562,5,1,5
91254,15593,0.17087470,5,1,5
91255,15604,0.17099337,5,1,5
91256,15591,0.17084904,5,1,5
91257,15590,0.17083621,5,1,5
91258,15591,0.17084530,5,1,5
91259,15605,0.17099683,5,1,5
91260,15607,0.17101687,5,1,5
91261,15594,0.17087255,5,1,5
91262,15593,0.17085972,5,1,5
91263,15592,0.17084689,5,1,5
91264,15599,0.17092172,5,1,5
91265,15602,0.17095272,5,1,5
91266,15697,0.17199176,5,1,5
91267,15591,0.17082845,5,1,5
91268,15605,0.17097997,5,1,5
91269,15596,0.17087949,5,1,5
91270,15619,0.17112962,5,1,5
91271,15591,0.17082096,5,1,5
91272,15605,0.17097248,5,1,5
91273,15594,0.17085009,5,1,5
91274,15593,0.17083726,5,1,5
91275,15607,0.17098877,5,1,5
91276,15609,0.17100881,5,1,5
91277,15620,0.17112745,5,1,5
91278,15593,0.17082977,5,1,5
91279,15594,0.17083886,5,1,5
91280,15593,0.17082603,5,1,5
91281,15593,0.17082416,5,1,5
91282,15605,0.17095375,5,1,5
91283,15593,0.17082042,5,1,5
91284,15595,0.17084045,5,1,5
91285,15597,0.17086049,5,1,5
91286,15595,0.17083671,5,1,5
91287,15634,0.17126206,5,1,5
91288,15601,0.17089869,5,1,5
91289,15608,0.17097350,5,1,5
91290,15599,0.17087304,5,1,5
91291,15604,0.17092594,5,1,5
91292,15607,0.17095693,5,1,5
91293,15608,0.17096601,5,1,5
91294,15597,0.17084365,5,1,5
91295,15632,0.17122515,5,1,5
91296,15625,0.17114660,5,1,5
91297,15600,0.17087089,5,1,5
91298,15597,0.17083616,5,1,5
91299,15596,0.17082334,5,1,5
91300,15601,0.17087623,5,1,5
91301,15598,0.17084150,5,1,5
91302,15601,0.17087249,5,1,5
91303,15604,0.17090348,5,1,5
91304,15599,0.17084684,5,1,5
91305,15601,0.17086687,5,1,5
91306,15601,0.17086500,5,1,5
91307,15599,0.17084123,5,1,5
91308,15607,0.17092697,5,1,5
91309,15598,0.17082653,5,1,5
91310,15603,0.17087942,5,1,5
91311,15610,0.17095421,5,1,5
91312,15603,0.17087568,5,1,5
91313,15600,0.17084095,5,1,5
91314,15605,0.17089384,5,1,5
91315,15602,0.17085911,5,1,5
91316,15599,0.17082439,5,1,5
91317,15604,0.17087727,5,1,5
91318,15603,0.17086445,5,1,5
91319,15600,0.17082973,5,1,5
91320,15613,0.17097021,5,1,5
91321,15600,0.17082599,5,1,5
91322,15605,0.17087887,5,1,5
91323,15604,0.17086605,5,1,5
91324,15613,0.17096273,5,1,5
91325,15601,0.17082946,5,1,5
91326,15601,0.17082758,5,1,5
91327,15602,0.17083666,5,1,5
91328,15617,0.17099904,5,1,5
91329,15608,0.17089862,5,1,5
91330,15641,0.17125808,5,1,5
91331,15603,0.17084013,5,1,5
91332,15617,0.17099155,5,1,5
91333,15603,0.17083639,5,1,5
91334,15611,0.17092211,5,1,5
91335,15611,0.17092024,5,1,5
91336,15627,0.17109354,5,1,5
91337,15606,0.17086175,5,1,5
91338,15641,0.17124308,5,1,5
91339,15604,0.17083612,5,1,5
91340,15603,0.17082330,5,1,5
91341,15608,0.17087617,5,1,5
91342,15605,0.17084145,5,1,5
91343,15607,0.17086148,5,1,5
91344,15613,0.17092529,5,1,5
91345,15619,0.17098911,5,1,5
91346,15609,0.17087776,5,1,5
91347,15616,0.17095252,5,1,5
91348,15639,0.17120243,5,1,5
91349,15608,0.17086120,5,1,5
91350,15613,0.17091407,5,1,5
91351,15605,0.17082462,5,1,5
91352,15609,0.17086654,5,1,5
91353,15634,0.17113833,5,1,5
91354,15613,0.17090658,5,1,5
91355,15607,0.17083903,5,1,5
91356,15607,0.17083716,5,1,5
91357,15606,0.17082435,5,1,5
91358,15673,0.17155586,5,1,5
91359,15613,0.17089723,5,1,5
91360,15607,0.17082968,5,1,5
91361,15608,0.17083876,5,1,5
91362,15607,0.17082595,5,1,5
91363,15607,0.17082408,5,1,5
91364,15609,0.17084410,5,1,5
91365,15611,0.17086412,5,1,5
91366,15611,0.17086225,5,1,5
91367,15608,0.17082754,5,1,5
91368,15617,0.17092417,5,1,5
91369,15617,0.17092230,5,1,5
91370,15617,0.17092043,5,1,5
91371,15635,0.17111556,5,1,5
91372,15613,0.17087292,5,1,5
91373,15610,0.17083821,5,1,5
91374,15611,0.17084729,5,1,5
91375,15611,0.17084542,5,1,5
91376,15625,0.17099676,5,1,5
91377,15623,0.17097300,5,1,5
91378,15611,0.17083981,5,1,5
91379,15624,0.17098020,5,1,5
91380,15649,0.17125192,5,1,5
91381,15610,0.17082326,5,1,5
91382,15617,0.17089799,5,1,5
91383,15623,0.17096178,5,1,5
91384,15619,0.17091613,5,1,5
91385,15612,0.17083766,5,1,5
91386,15619,0.17091239,5,1,5
91387,15615,0.17086675,5,1,5
91388,15615,0.17086488,5,1,5
91389,15629,0.17101621,5,1,5
91390,15619,0.17090491,5,1,5
91391,15612,0.17082645,5,1,5
91392,15719,0.17199536,5,1,5
91393,15616,0.17086648,5,1,5
91394,15619,0.17089743,5,1,5
91395,15616,0.17086274,5,1,5
91396,15615,0.17084993,5,1,5
91397,15621,0.17091371,5,1,5
91398,15629,0.17099937,5,1,5
91399,15613,0.17082244,5,1,5
91400,15637,0.17108315,5,1,5
91401,15620,0.17089529,5,1,5
91402,15621,0.17090436,5,1,5
91403,15616,0.17084778,5,1,5
91404,15623,0.17092250,5,1,5
91405,15614,0.17082217,5,1,5
91406,15619,0.17087500,5,1,5
91407,15622,0.17090595,5,1,5
91408,15627,0.17095878,5,1,5
91409,15624,0.17092409,5,1,5
91410,15617,0.17084564,5,1,5
91411,15619,0.17086565,5,1,5
91412,15629,0.17097318,5,1,5
91413,15623,0.17090567,5,1,5
91414,15617,0.17083816,5,1,5
91415,15618,0.17084724,5,1,5
91416,15629,0.17096570,5,1,5
91417,15616,0.17082162,5,1,5
91418,15621,0.17087444,5,1,5
91419,15620,0.17086164,5,1,5
91420,15619,0.17084883,5,1,5
91421,15625,0.17091259,5,1,5
91422,15629,0.17095447,5,1,5
91423,15622,0.17087604,5,1,5
91424,15625,0.17090698,5,1,5
91425,15622,0.17087230,5,1,5
91426,15643,0.17110012,5,1,5
91427,15634,0.17099981,5,1,5
91428,15631,0.17096513,5,1,5
91429,15625,0.17089764,5,1,5
91430,15619,0.17083014,5,1,5
91431,15619,0.17082827,5,1,5
91432,15633,0.17097953,5,1,5
91433,15624,0.17087922,5,1,5
91434,15619,0.17082267,5,1,5
91435,15632,0.17096298,5,1,5
91436,15623,0.17086268,5,1,5
91437,15628,0.17091549,5,1,5
91438,15623,0.17085894,5,1,5
91439,15625,0.17087895,5,1,5
91440,15629,0.17092082,5,1,5
91441,15633,0.17096270,5,1,5
91442,15627,0.17089521,5,1,5
91443,15628,0.17090428,5,1,5
91444,15635,0.17097896,5,1,5
91445,15646,0.17109738,5,1,5
91446,15649,0.17112832,5,1,5
91447,15633,0.17095148,5,1,5
91448,15625,0.17086213,5,1,5
91449,15622,0.17082746,5,1,5
91450,15623,0.17083652,5,1,5
91451,15622,0.17082372,5,1,5
91452,15649,0.17111709,5,1,5
91453,15640,0.17101681,5,1,5
91454,15649,0.17111335,5,1,5
91455,15629,0.17089279,5,1,5
91456,15637,0.17097839,5,1,5
91457,15623,0.17082345,5,1,5
91458,15623,0.17082158,5,1,5
91459,15625,0.17084158,5,1,5
91460,15647,0.17108025,5,1,5
91461,15626,0.17084878,5,1,5
91462,15639,0.17098904,5,1,5
91463,15633,0.17092157,5,1,5
91464,15641,0.17100717,5,1,5
91465,15654,0.17114743,5,1,5
91466,15625,0.17082850,5,1,5
91467,15625,0.17082664,5,1,5
91468,15633,0.17091223,5,1,5
91469,15627,0.17084477,5,1,5
91470,15629,0.17086476,5,1,5
91471,15632,0.17089569,5,1,5
91472,15639,0.17097035,5,1,5
91473,15629,0.17085916,5,1,5
91474,15659,0.17118525,5,1,5
91475,15626,0.17082263,5,1,5
91476,15713,0.17177183,5,1,5
91477,15633,0.17089542,5,1,5
91478,15633,0.17089355,5,1,5
91479,15629,0.17084795,5,1,5
91480,15627,0.17082422,5,1,5
91481,15627,0.17082236,5,1,5
91482,15695,0.17156380,5,1,5
91483,15628,0.17082955,5,1,5
91484,15629,0.17083862,5,1,5
91485,15643,0.17098978,5,1,5
91486,15641,0.17096605,5,1,5
91487,15628,0.17082208,5,1,5
91488,15707,0.17168372,5,1,5
91489,15630,0.17084021,5,1,5
91490,15629,0.17082741,5,1,5
91491,15632,0.17085834,5,1,5
91492,15631,0.17084554,5,1,5
91493,15633,0.17086553,5,1,5
91494,15643,0.17097296,5,1,5
91495,15658,0.17113503,5,1,5
91496,15637,0.17090365,5,1,5
91497,15637,0.17090178,5,1,5
91498,15643,0.17096549,5,1,5
91499,15635,0.17087618,5,1,5
91500,15637,0.17089617,5,1,5
91501,15634,0.17086152,5,1,5
91502,15655,0.17108916,5,1,5
91503,15646,0.17098893,5,1,5
91504,15647,0.17099799,5,1,5
91505,15631,0.17082127,5,1,5
91506,15661,0.17114725,5,1,5
91507,15632,0.17082846,5,1,5
91508,15633,0.17083752,5,1,5
91509,15646,0.17097772,5,1,5
91510,15639,0.17089936,5,1,5
91511,15632,0.17082099,5,1,5
91512,15721,0.17179168,5,1,5
91513,15634,0.17083912,5,1,5
91514,15633,0.17082632,5,1,5
91515,15647,0.17097744,5,1,5
91516,15637,0.17086630,5,1,5
91517,15645,0.17095185,5,1,5
91518,15703,0.17158373,5,1,5
91519,15642,0.17091533,5,1,5
91520,15641,0.17090253,5,1,5
91521,15643,0.17092252,5,1,5
91522,15641,0.17089880,5,1,5
91523,15638,0.17086415,5,1,5
91524,15635,0.17082951,5,1,5
91525,15639,0.17087135,5,1,5
91526,15647,0.17095689,5,1,5
91527,15637,0.17084576,5,1,5
91528,15635,0.17082204,5,1,5
91529,15653,0.17101684,5,1,5
91530,15671,0.17121162,5,1,5
91531,15636,0.17082737,5,1,5
91532,15675,0.17125158,5,1,5
91533,15706,0.17158839,5,1,5
91534,15643,0.17089825,5,1,5
91535,15638,0.17084175,5,1,5
91536,15713,0.17165924,5,1,5
91537,15637,0.17082710,5,1,5
91538,15639,0.17084708,5,1,5
91539,15641,0.17086706,5,1,5
91540,15649,0.17095259,5,1,5
91541,15639,0.17084148,5,1,5
91542,15641,0.17086146,5,1,5
91543,15640,0.17084867,5,1,5
91544,15653,0.17098881,5,1,5
91545,15647,0.17092140,5,1,5
91546,15647,0.17091954,5,1,5
91547,15654,0.17099413,5,1,5
91548,15665,0.17111242,5,1,5
91549,15642,0.17085932,5,1,5
91550,15653,0.17097761,5,1,5
91551,15641,0.17084467,5,1,5
91552,15665,0.17110495,5,1,5
91553,15643,0.17086278,5,1,5
91554,15647,0.17090460,5,1,5
91555,15656,0.17100104,5,1,5
91556,15645,0.17087902,5,1,5
91557,15640,0.17082255,5,1,5
91558,15667,0.17111558,5,1,5
91559,15642,0.17084066,5,1,5
91560,15677,0.17122106,5,1,5
91561,15645,0.17086969,5,1,5
91562,15641,0.17082414,5,1,5
91563,15643,0.17084412,5,1,5
91564,15671,0.17114805,5,1,5
91565,15643,0.17084039,5,1,5
91566,15709,0.17155931,5,1,5
91567,15644,0.17084758,5,1,5
91568,15651,0.17092216,5,1,5
91569,15644,0.17084384,5,1,5
91570,15647,0.17087474,5,1,5
91571,15644,0.17084011,5,1,5
91572,15643,0.17082733,5,1,5
91573,15650,0.17090190,5,1,5
91574,15643,0.17082360,5,1,5
91575,15656,0.17096369,5,1,5
