d,alpha,ratio,a1,a2,max_digit
16668,2855,0.17128630,5,1,5
16669,2850,0.17097606,5,1,5
16670,2907,0.17438512,5,1,5
16671,2860,0.17155540,5,1,5
16672,2855,0.17124520,5,1,5
16673,2849,0.17087507,5,1,5
16674,2861,0.17158450,5,1,5
16675,2878,0.17259370,5,1,5
16676,2851,0.17096426,5,1,5
16677,2851,0.17095401,5,1,5
16678,2863,0.17166327,5,1,5
16679,2852,0.17099346,5,1,5
16680,2857,0.17128297,5,1,5
16681,2852,0.17097296,5,1,5
16682,2853,0.17102266,5,1,5
16683,2852,0.17095247,5,1,5
16684,2869,0.17196116,5,1,5
16685,2853,0.17099191,5,1,5
16686,2851,0.17086180,5,1,5
16687,2853,0.17097141,5,1,5
16688,2853,0.17096117,5,1,5
16689,2858,0.17125052,5,1,5
16690,2851,0.17082085,5,1,5
16691,2856,0.17111018,5,1,5
16692,2891,0.17319674,5,1,5
16693,2852,0.17085006,5,1,5
16694,2855,0.17101953,5,1,5
16695,2873,0.17208745,5,1,5
16696,2853,0.17087925,5,1,5
16697,2855,0.17098880,5,1,5
16698,2911,0.17433226,5,1,5
16699,2853,0.17084855,5,1,5
16700,2853,0.17083832,5,1,5
16701,2858,0.17112748,5,1,5
16702,2893,0.17321279,5,1,5
16703,2855,0.17092738,5,1,5
16704,2855,0.17091715,5,1,5
16705,2854,0.17084705,5,1,5
16706,2857,0.17101640,5,1,5
16707,2854,0.17082660,5,1,5
16708,2855,0.17087623,5,1,5
16709,2855,0.17086600,5,1,5
16710,2857,0.17097546,5,1,5
16711,2855,0.17084555,5,1,5
16712,2857,0.17095500,5,1,5
16713,2878,0.17220128,5,1,5
16714,2869,0.17165251,5,1,5
16715,2862,0.17122345,5,1,5
16716,2857,0.17091409,5,1,5
16717,2856,0.17084405,5,1,5
16718,2857,0.17089365,5,1,5
16719,2863,0.17124230,5,1,5
16720,2857,0.17087321,5,1,5
16721,2858,0.17092279,5,1,5
16722,2863,0.17121158,5,1,5
16723,2858,0.17090235,5,1,5
16724,2859,0.17095193,5,1,5
16725,2857,0.17082212,5,1,5
16726,2877,0.17200765,5,1,5
16727,2858,0.17086148,5,1,5
16728,2863,0.17115017,5,1,5
16729,2858,0.17084105,5,1,5
16730,2871,0.17160789,5,1,5
16731,2872,0.17165740,5,1,5
16732,2859,0.17087019,5,1,5
16733,2859,0.17085998,5,1,5
16734,2891,0.17276204,5,1,5
16735,2861,0.17095907,5,1,5
16736,2859,0.17082935,5,1,5
16737,2860,0.17087889,5,1,5
16738,2867,0.17128689,5,1,5
16739,2860,0.17085847,5,1,5
16740,2891,0.17270012,5,1,5
16741,2860,0.17083806,5,1,5
16742,2873,0.17160435,5,1,5
16743,2863,0.17099683,5,1,5
16744,2867,0.17122551,5,1,5
16745,2862,0.17091669,5,1,5
16746,2873,0.17156336,5,1,5
16747,2861,0.17083657,5,1,5
16748,2867,0.17118462,5,1,5
16749,2875,0.17165204,5,1,5
16750,2863,0.17092537,5,1,5
16751,2864,0.17097487,5,1,5
16752,2863,0.17090497,5,1,5
16753,2868,0.17119322,5,1,5
16754,2869,0.17124269,5,1,5
16755,2876,0.17165025,5,1,5
16756,2875,0.17158033,5,1,5
16757,2868,0.17115235,5,1,5
16758,2875,0.17155985,5,1,5
16759,2864,0.17089325,5,1,5
16760,2863,0.17082339,5,1,5
16761,2864,0.17087286,5,1,5
16762,2883,0.17199618,5,1,5
16763,2869,0.17115075,5,1,5
16764,2903,0.17316869,5,1,5
16765,2867,0.17101103,5,1,5
16766,2881,0.17183586,5,1,5
16767,2869,0.17110992,5,1,5
16768,2869,0.17109971,5,1,5
16769,2867,0.17097024,5,1,5
16770,2933,0.17489565,5,1,5
16771,2870,0.17112873,5,1,5
16772,2865,0.17082041,5,1,5
16773,2866,0.17086985,5,1,5
16774,2871,0.17115774,5,1,5
16775,2884,0.17192250,5,1,5
16776,2867,0.17089890,5,1,5
16777,2879,0.17160398,5,1,5
16778,2869,0.17099774,5,1,5
16779,2879,0.17158353,5,1,5
16780,2867,0.17085816,5,1,5
16781,2867,0.17084798,5,1,5
16782,2869,0.17095698,5,1,5
16783,2874,0.17124471,5,1,5
16784,2929,0.17451144,5,1,5
16785,2897,0.17259458,5,1,5
16786,2869,0.17091624,5,1,5
16787,2869,0.17090606,5,1,5
16788,2903,0.17292113,5,1,5
16789,2875,0.17124308,5,1,5
16790,2873,0.17111376,5,1,5
16791,2870,0.17092490,5,1,5
16792,2873,0.17109338,5,1,5
16793,2872,0.17102364,5,1,5
16794,2875,0.17119209,5,1,5
16795,2869,0.17082465,5,1,5
16796,2905,0.17295785,5,1,5
16797,2870,0.17086384,5,1,5
16798,2871,0.17091320,5,1,5
16799,2871,0.17090303,5,1,5
16800,2903,0.17279762,5,1,5
16801,2887,0.17183501,5,1,5
16802,2871,0.17087252,5,1,5
16803,2872,0.17092186,5,1,5
16804,2873,0.17097120,5,1,5
16805,2871,0.17084201,5,1,5
16806,2891,0.17202190,5,1,5
16807,2874,0.17100018,5,1,5
16808,2879,0.17128748,5,1,5
16809,2878,0.17121780,5,1,5
16810,2887,0.17174301,5,1,5
16811,2872,0.17084052,5,1,5
16812,2875,0.17100880,5,1,5
16813,2886,0.17165289,5,1,5
16814,2885,0.17158320,5,1,5
16815,2873,0.17085935,5,1,5
16816,2873,0.17084919,5,1,5
16817,2873,0.17083903,5,1,5
16818,2873,0.17082887,5,1,5
16819,2874,0.17087817,5,1,5
16820,2919,0.17354340,5,1,5
16821,2875,0.17091731,5,1,5
16822,2879,0.17114493,5,1,5
16823,2874,0.17083754,5,1,5
16824,2881,0.17124346,5,1,5
16825,2891,0.17182764,5,1,5
16826,2875,0.17086652,5,1,5
16827,2876,0.17091579,5,1,5
16828,2887,0.17155931,5,1,5
16829,2875,0.17083606,5,1,5
16830,2947,0.17510398,5,1,5
16831,2876,0.17087517,5,1,5
16832,2877,0.17092443,5,1,5
16833,2882,0.17121131,5,1,5
16834,2879,0.17102293,5,1,5
16835,2881,0.17113157,5,1,5
16836,2893,0.17183416,5,1,5
16837,2884,0.17128942,5,1,5
16838,2883,0.17121986,5,1,5
16839,2878,0.17091276,5,1,5
16840,2879,0.17096200,5,1,5
16841,2879,0.17095184,5,1,5
16842,2917,0.17319796,5,1,5
16843,2878,0.17087217,5,1,5
16844,2879,0.17092140,5,1,5
16845,2879,0.17091125,5,1,5
16846,2881,0.17101983,5,1,5
16847,2883,0.17112839,5,1,5
16848,2881,0.17099953,5,1,5
16849,2886,0.17128613,5,1,5
16850,2879,0.17086053,5,1,5
16851,2884,0.17114711,5,1,5
16852,2891,0.17155234,5,1,5
16853,2879,0.17083012,5,1,5
16854,2893,0.17165065,5,1,5
16855,2886,0.17122516,5,1,5
16856,2885,0.17115567,5,1,5
16857,2884,0.17108620,5,1,5
16858,2881,0.17089809,5,1,5
16859,2883,0.17100658,5,1,5
16860,2881,0.17087782,5,1,5
16861,2882,0.17092699,5,1,5
16862,2883,0.17097616,5,1,5
16863,2887,0.17120323,5,1,5
16864,2881,0.17083729,5,1,5
16865,2881,0.17082716,5,1,5
16866,2897,0.17176568,5,1,5
16867,2883,0.17092548,5,1,5
16868,2883,0.17091534,5,1,5
16869,2882,0.17084593,5,1,5
16870,2883,0.17089508,5,1,5
16871,2889,0.17124059,5,1,5
16872,2885,0.17099336,5,1,5
16873,2883,0.17086470,5,1,5
16874,2889,0.17121015,5,1,5
16875,2887,0.17108148,5,1,5
16876,2897,0.17166390,5,1,5
16877,2883,0.17082420,5,1,5
16878,2891,0.17128807,5,1,5
16879,2885,0.17092245,5,1,5
16880,2897,0.17162322,5,1,5
16881,2896,0.17155382,5,1,5
16882,2907,0.17219524,5,1,5
16883,2898,0.17165196,5,1,5
16884,2885,0.17087183,5,1,5
16885,2886,0.17092094,5,1,5
16886,2889,0.17108848,5,1,5
16887,2885,0.17084148,5,1,5
16888,2899,0.17166035,5,1,5
16889,2885,0.17082124,5,1,5
16890,2917,0.17270574,5,1,5
16891,2886,0.17086022,5,1,5
16892,2891,0.17114610,5,1,5
16893,2887,0.17089919,5,1,5
16894,2889,0.17100746,5,1,5
16895,2887,0.17087896,5,1,5
16896,2891,0.17110559,5,1,5
16897,2891,0.17109546,5,1,5
16898,2887,0.17084862,5,1,5
16899,2888,0.17089769,5,1,5
16900,2887,0.17082840,5,1,5
16901,2888,0.17087746,5,1,5
16902,2909,0.17210981,5,1,5
16903,2889,0.17091641,5,1,5
16904,2891,0.17102461,5,1,5
16905,2894,0.17119196,5,1,5
16906,2895,0.17124098,5,1,5
16907,2889,0.17087597,5,1,5
16908,2911,0.17216702,5,1,5
16909,2890,0.17091490,5,1,5
16910,2889,0.17084565,5,1,5
16911,2891,0.17095382,5,1,5
16912,2909,0.17200804,5,1,5
16913,2890,0.17087448,5,1,5
16914,2905,0.17175121,5,1,5
16915,2891,0.17091339,5,1,5
16916,2891,0.17090329,5,1,5
16917,2896,0.17118875,5,1,5
16918,2907,0.17182882,5,1,5
16919,2893,0.17099119,5,1,5
16920,2897,0.17121749,5,1,5
16921,2892,0.17091188,5,1,5
16922,2905,0.17167002,5,1,5
16923,2897,0.17118714,5,1,5
16924,2891,0.17082250,5,1,5
16925,2894,0.17098966,5,1,5
16926,2893,0.17092048,5,1,5
16927,2894,0.17096946,5,1,5
16928,2911,0.17196361,5,1,5
16929,2929,0.17301672,5,1,5
16930,2909,0.17182516,5,1,5
16931,2893,0.17087000,5,1,5
16932,2893,0.17085991,5,1,5
16933,2897,0.17108605,5,1,5
16934,2899,0.17119405,5,1,5
16935,2896,0.17100679,5,1,5
16936,2915,0.17211856,5,1,5
16937,2895,0.17092756,5,1,5
16938,2915,0.17209824,5,1,5
16939,2897,0.17102544,5,1,5
16940,2901,0.17125148,5,1,5
16941,2894,0.17082817,5,1,5
16942,2895,0.17087711,5,1,5
16943,2895,0.17086702,5,1,5
16944,2897,0.17097498,5,1,5
16945,2897,0.17096489,5,1,5
16946,2895,0.17083678,5,1,5
16947,2930,0.17289196,5,1,5
16948,2915,0.17199670,5,1,5
16949,2896,0.17086554,5,1,5
16950,2909,0.17162242,5,1,5
16951,2896,0.17084538,5,1,5
16952,2903,0.17124823,5,1,5
16953,2917,0.17206394,5,1,5
16954,2911,0.17169989,5,1,5
16955,2897,0.17086405,5,1,5
16956,2909,0.17156169,5,1,5
16957,2897,0.17084390,5,1,5
16958,2903,0.17118764,5,1,5
16959,2897,0.17082375,5,1,5
16960,2917,0.17199292,5,1,5
16961,2899,0.17092153,5,1,5
16962,2899,0.17091145,5,1,5
16963,2903,0.17113718,5,1,5
16964,2901,0.17100920,5,1,5
16965,2903,0.17111701,5,1,5
16966,2899,0.17087115,5,1,5
16967,2900,0.17092002,5,1,5
16968,2903,0.17108675,5,1,5
16969,2899,0.17084095,5,1,5
16970,2913,0.17165586,5,1,5
16971,2899,0.17082081,5,1,5
16972,2919,0.17198916,5,1,5
16973,2902,0.17097743,5,1,5
16974,2905,0.17114410,5,1,5
16975,2902,0.17095729,5,1,5
16976,2903,0.17100613,5,1,5
16977,2905,0.17111386,5,1,5
16978,2907,0.17122158,5,1,5
16979,2901,0.17085812,5,1,5
16980,2959,0.17426384,5,1,5
16981,2906,0.17113244,5,1,5
16982,2915,0.17165234,5,1,5
16983,2906,0.17111229,5,1,5
16984,2909,0.17127885,5,1,5
16985,2903,0.17091551,5,1,5
16986,2909,0.17125868,5,1,5
16987,2902,0.17083652,5,1,5
16988,2915,0.17159171,5,1,5
16989,2903,0.17087527,5,1,5
16990,2917,0.17168923,5,1,5
16991,2904,0.17091401,5,1,5
16992,2903,0.17084510,5,1,5
16993,2904,0.17089390,5,1,5
16994,2919,0.17176651,5,1,5
16995,2906,0.17099147,5,1,5
16996,2909,0.17115792,5,1,5
16997,2905,0.17091251,5,1,5
16998,2905,0.17090246,5,1,5
16999,2905,0.17089241,5,1,5
17000,2923,0.17194118,5,1,5
17001,2905,0.17087230,5,1,5
17002,2905,0.17086225,5,1,5
17003,2907,0.17096983,5,1,5
17004,2935,0.17260645,5,1,5
17005,2908,0.17100853,5,1,5
17006,2905,0.17082206,5,1,5
17007,2906,0.17087082,5,1,5
17008,2937,0.17268344,5,1,5
17009,2911,0.17114469,5,1,5
17010,2927,0.17207525,5,1,5
17011,2913,0.17124214,5,1,5
17012,2907,0.17087938,5,1,5
17013,2908,0.17092811,5,1,5
17014,2907,0.17085929,5,1,5
17015,2907,0.17084925,5,1,5
17016,2927,0.17201457,5,1,5
17017,2921,0.17165188,5,1,5
17018,2915,0.17128922,5,1,5
17019,2915,0.17127916,5,1,5
17020,2913,0.17115159,5,1,5
17021,2909,0.17090653,5,1,5
17022,2927,0.17195394,5,1,5
17023,2921,0.17159138,5,1,5
17024,2911,0.17099389,5,1,5
17025,2909,0.17086637,5,1,5
17026,2915,0.17120874,5,1,5
17027,2910,0.17090503,5,1,5
17028,2911,0.17095372,5,1,5
17029,2909,0.17082624,5,1,5
17030,2917,0.17128597,5,1,5
17031,2914,0.17109976,5,1,5
17032,2931,0.17208783,5,1,5
17033,2911,0.17090354,5,1,5
17034,2911,0.17089351,5,1,5
17035,2923,0.17158791,5,1,5
17036,2913,0.17099084,5,1,5
17037,2912,0.17092211,5,1,5
17038,2913,0.17097077,5,1,5
17039,2912,0.17090205,5,1,5
17040,2917,0.17118545,5,1,5
17041,2911,0.17082331,5,1,5
17042,2919,0.17128271,5,1,5
17043,2914,0.17097929,5,1,5
17044,2917,0.17114527,5,1,5
17045,2914,0.17095923,5,1,5
17046,2929,0.17182917,5,1,5
17047,2915,0.17099783,5,1,5
17048,2913,0.17087048,5,1,5
17049,2915,0.17097777,5,1,5
17050,2933,0.17202346,5,1,5
17051,2913,0.17084042,5,1,5
17052,2935,0.17212057,5,1,5
17053,2914,0.17087902,5,1,5
17054,2921,0.17127947,5,1,5
17055,2914,0.17085899,5,1,5
17056,2917,0.17102486,5,1,5
17057,2914,0.17083895,5,1,5
17058,2947,0.17276351,5,1,5
17059,2915,0.17087754,5,1,5
17060,2937,0.17215709,5,1,5
17061,2921,0.17120919,5,1,5
17062,2919,0.17108194,5,1,5
17063,2915,0.17083748,5,1,5
17064,2915,0.17082747,5,1,5
17065,2916,0.17087606,5,1,5
17066,2917,0.17092465,5,1,5
17067,2918,0.17097322,5,1,5
17068,2917,0.17090462,5,1,5
17069,2916,0.17083602,5,1,5
17070,2929,0.17158758,5,1,5
17071,2917,0.17087458,5,1,5
17072,2931,0.17168463,5,1,5
17073,2918,0.17091314,5,1,5
17074,2917,0.17084456,5,1,5
17075,2919,0.17095168,5,1,5
17076,2977,0.17433825,5,1,5
17077,2918,0.17087310,5,1,5
17078,2923,0.17115587,5,1,5
17079,2920,0.17097020,5,1,5
17080,2921,0.17101874,5,1,5
17081,2924,0.17118436,5,1,5
17082,2923,0.17111579,5,1,5
17083,2931,0.17157408,5,1,5
17084,2919,0.17086162,5,1,5
17085,2923,0.17108575,5,1,5
17086,2919,0.17084162,5,1,5
17087,2922,0.17100720,5,1,5
17088,2927,0.17128979,5,1,5
17089,2926,0.17122125,5,1,5
17090,2951,0.17267408,5,1,5
17091,2926,0.17120122,5,1,5
17092,2921,0.17089867,5,1,5
17093,2920,0.17083016,5,1,5
17094,2957,0.17298467,5,1,5
17095,2922,0.17092717,5,1,5
17096,2923,0.17097567,5,1,5
17097,2921,0.17084869,5,1,5
17098,2921,0.17083869,5,1,5
17099,2921,0.17082870,5,1,5
17100,2929,0.17128655,5,1,5
17101,2923,0.17092568,5,1,5
17102,2923,0.17091568,5,1,5
17103,2923,0.17090569,5,1,5
17104,2923,0.17089570,5,1,5
17105,2941,0.17193803,5,1,5
17106,2923,0.17087572,5,1,5
17107,2923,0.17086573,5,1,5
17108,2927,0.17108955,5,1,5
17109,2936,0.17160559,5,1,5
17110,2937,0.17165400,5,1,5
17111,2926,0.17100111,5,1,5
17112,2939,0.17175082,5,1,5
17113,2924,0.17086426,5,1,5
17114,2925,0.17091270,5,1,5
17115,2927,0.17101957,5,1,5
17116,2925,0.17089273,5,1,5
17117,2927,0.17099959,5,1,5
17118,2927,0.17098960,5,1,5
17119,2925,0.17086278,5,1,5
17120,2931,0.17120327,5,1,5
17121,2930,0.17113486,5,1,5
17122,2939,0.17165051,5,1,5
17123,2928,0.17099807,5,1,5
17124,2945,0.17198085,5,1,5
17125,2926,0.17086131,5,1,5
17126,2931,0.17114329,5,1,5
17127,2927,0.17089975,5,1,5
17128,2929,0.17100654,5,1,5
17129,2929,0.17099656,5,1,5
17130,3007,0.17553999,5,1,5
17131,2927,0.17085984,5,1,5
17132,2931,0.17108335,5,1,5
17133,2927,0.17083990,5,1,5
17134,2961,0.17281429,5,1,5
17135,2947,0.17198716,5,1,5
17136,2935,0.17127684,5,1,5
17137,2928,0.17085838,5,1,5
17138,2949,0.17207375,5,1,5
17139,2930,0.17095513,5,1,5
17140,2961,0.17275379,5,1,5
17141,2931,0.17099352,5,1,5
17142,2929,0.17086688,5,1,5
17143,2930,0.17091524,5,1,5
17144,2929,0.17084694,5,1,5
17145,2936,0.17124526,5,1,5
17146,2929,0.17082702,5,1,5
17147,2934,0.17110865,5,1,5
17148,2963,0.17278983,5,1,5
17149,2931,0.17091376,5,1,5
17150,2943,0.17160350,5,1,5
17151,2932,0.17095213,5,1,5
17152,2935,0.17111707,5,1,5
17153,2935,0.17110709,5,1,5
17154,2975,0.17342894,5,1,5
17155,2932,0.17091227,5,1,5
17156,2937,0.17119375,5,1,5
17157,2932,0.17089235,5,1,5
17158,2931,0.17082411,5,1,5
17159,2936,0.17110554,5,1,5
17160,2933,0.17092075,5,1,5
17161,2936,0.17108560,5,1,5
17162,2935,0.17101736,5,1,5
17163,2945,0.17159005,5,1,5
17164,2945,0.17158005,5,1,5
17165,2933,0.17087096,5,1,5
17166,2935,0.17097751,5,1,5
17167,2939,0.17120056,5,1,5
17168,2933,0.17084110,5,1,5
17169,2953,0.17199604,5,1,5
17170,2933,0.17082120,5,1,5
17171,2941,0.17127715,5,1,5
17172,2939,0.17115071,5,1,5
17173,2934,0.17084959,5,1,5
17174,2951,0.17182951,5,1,5
17175,2951,0.17181951,5,1,5
17176,2937,0.17099441,5,1,5
17177,2949,0.17168306,5,1,5
17178,2935,0.17085807,5,1,5
17179,2936,0.17090634,5,1,5
17180,2937,0.17095460,5,1,5
17181,2935,0.17082824,5,1,5
17182,2955,0.17198231,5,1,5
17183,2936,0.17086655,5,1,5
17184,2959,0.17219507,5,1,5
17185,2937,0.17090486,5,1,5
17186,2937,0.17089491,5,1,5
17187,2951,0.17169954,5,1,5
17188,2937,0.17087503,5,1,5
17189,2937,0.17086509,5,1,5
17190,2941,0.17108784,5,1,5
17191,2937,0.17084521,5,1,5
17192,2939,0.17095161,5,1,5
17193,2942,0.17111615,5,1,5
17194,2983,0.17349075,5,1,5
17195,2939,0.17092178,5,1,5
17196,2939,0.17091184,5,1,5
17197,2939,0.17090190,5,1,5
17198,2941,0.17100826,5,1,5
17199,2941,0.17099831,5,1,5
17200,2979,0.17319767,5,1,5
17201,2939,0.17086216,5,1,5
17202,2953,0.17166609,5,1,5
17203,2942,0.17101668,5,1,5
17204,2955,0.17176238,5,1,5
17205,2939,0.17082244,5,1,5
17206,2953,0.17162618,5,1,5
17207,2944,0.17109316,5,1,5
17208,2953,0.17160623,5,1,5
17209,2941,0.17089895,5,1,5
17210,2957,0.17181871,5,1,5
17211,2953,0.17157632,5,1,5
17212,2955,0.17168255,5,1,5
17213,2941,0.17085923,5,1,5
17214,2947,0.17119786,5,1,5
17215,2942,0.17089747,5,1,5
17216,2941,0.17082946,5,1,5
17217,2954,0.17157461,5,1,5
17218,2943,0.17092578,5,1,5
17219,2947,0.17114815,5,1,5
17220,2959,0.17183508,5,1,5
17221,2943,0.17089600,5,1,5
17222,2947,0.17111834,5,1,5
17223,2947,0.17110840,5,1,5
17224,2965,0.17214352,5,1,5
17225,2947,0.17108853,5,1,5
17226,2945,0.17096250,5,1,5
17227,2943,0.17083648,5,1,5
17228,2943,0.17082656,5,1,5
17229,2948,0.17110685,5,1,5
17230,2957,0.17161927,5,1,5
17231,2946,0.17097092,5,1,5
17232,2945,0.17090297,5,1,5
17233,2947,0.17100911,5,1,5
17234,2949,0.17111524,5,1,5
17235,2947,0.17098927,5,1,5
17236,2947,0.17097935,5,1,5
17237,2946,0.17091141,5,1,5
17238,2959,0.17165564,5,1,5
17239,2948,0.17100760,5,1,5
17240,2961,0.17175174,5,1,5
17241,2959,0.17162578,5,1,5
17242,2965,0.17196381,5,1,5
17243,2953,0.17125790,5,1,5
17244,2951,0.17113199,5,1,5
17245,2949,0.17100609,5,1,5
17246,2951,0.17111214,5,1,5
17247,2947,0.17087030,5,1,5
17248,2949,0.17097635,5,1,5
17249,2951,0.17108238,5,1,5
17250,2947,0.17084058,5,1,5
17251,2960,0.17158426,5,1,5
17252,2947,0.17082077,5,1,5
17253,2953,0.17115864,5,1,5
17254,2949,0.17091689,5,1,5
17255,2948,0.17084903,5,1,5
17256,2951,0.17101298,5,1,5
17257,2956,0.17129281,5,1,5
17258,2949,0.17087727,5,1,5
17259,2950,0.17092531,5,1,5
17260,2951,0.17097335,5,1,5
17261,2949,0.17084758,5,1,5
17262,2951,0.17095354,5,1,5
17263,2952,0.17100156,5,1,5
17264,2957,0.17128128,5,1,5
17265,2954,0.17109760,5,1,5
17266,2951,0.17091393,5,1,5
17267,2952,0.17096195,5,1,5
17268,2951,0.17089414,5,1,5
17269,2950,0.17082634,5,1,5
17270,2953,0.17099016,5,1,5
17271,2951,0.17086445,5,1,5
17272,2953,0.17097036,5,1,5
17273,2951,0.17084467,5,1,5
17274,2987,0.17291884,5,1,5
17275,2967,0.17175109,5,1,5
17276,2967,0.17174114,5,1,5
17277,2953,0.17092088,5,1,5
17278,2959,0.17125825,5,1,5
17279,2954,0.17095897,5,1,5
17280,2971,0.17193287,5,1,5
17281,2952,0.17082345,5,1,5
17282,2969,0.17179725,5,1,5
17283,2959,0.17120870,5,1,5
17284,2957,0.17108308,5,1,5
17285,2953,0.17084177,5,1,5
17286,2975,0.17210459,5,1,5
17287,2953,0.17082200,5,1,5
17288,2955,0.17092781,5,1,5
17289,2954,0.17086008,5,1,5
17290,2957,0.17102371,5,1,5
17291,2955,0.17089816,5,1,5
17292,3017,0.17447375,5,1,5
17293,2954,0.17082056,5,1,5
17294,2959,0.17109980,5,1,5
17295,2956,0.17091645,5,1,5
17296,2955,0.17084875,5,1,5
17297,2955,0.17083887,5,1,5
17298,2963,0.17129148,5,1,5
17299,2962,0.17122377,5,1,5
17300,2957,0.17092486,5,1,5
17301,2957,0.17091498,5,1,5
17302,2957,0.17090510,5,1,5
17303,2956,0.17083743,5,1,5
17304,2959,0.17100092,5,1,5
17305,2963,0.17122219,5,1,5
17306,2957,0.17086560,5,1,5
17307,2959,0.17097128,5,1,5
17308,2957,0.17084585,5,1,5
17309,2957,0.17083598,5,1,5
17310,2957,0.17082611,5,1,5
17311,2962,0.17110508,5,1,5
17312,2959,0.17092190,5,1,5
17313,2960,0.17096979,5,1,5
17314,2961,0.17101767,5,1,5
17315,2959,0.17089229,5,1,5
17316,2963,0.17111342,5,1,5
17317,2959,0.17087255,5,1,5
17318,2959,0.17086269,5,1,5
17319,2966,0.17125700,5,1,5
17320,2961,0.17095843,5,1,5
17321,2972,0.17158363,5,1,5
17322,2959,0.17082323,5,1,5
17323,2960,0.17087110,5,1,5
17324,2967,0.17126530,5,1,5
17325,2963,0.17102453,5,1,5
17326,2961,0.17089923,5,1,5
17327,2975,0.17169735,5,1,5
17328,2963,0.17099492,5,1,5
17329,2961,0.17086964,5,1,5
17330,2961,0.17085978,5,1,5
17331,2965,0.17108072,5,1,5
17332,3001,0.17314793,5,1,5
17333,2961,0.17083021,5,1,5
17334,2969,0.17128187,5,1,5
17335,2966,0.17109893,5,1,5
17336,2967,0.17114675,5,1,5
17337,2969,0.17125224,5,1,5
17338,2963,0.17089630,5,1,5
17339,2962,0.17082877,5,1,5
17340,2969,0.17122261,5,1,5
17341,2963,0.17086673,5,1,5
17342,2965,0.17097221,5,1,5
17343,2963,0.17084703,5,1,5
17344,2963,0.17083718,5,1,5
17345,2963,0.17082733,5,1,5
17346,2971,0.17127868,5,1,5
17347,2968,0.17109587,5,1,5
17348,2969,0.17114365,5,1,5
17349,2978,0.17165254,5,1,5
17350,2977,0.17158501,5,1,5
17351,2969,0.17111406,5,1,5
17352,2971,0.17121946,5,1,5
17353,2965,0.17086383,5,1,5
17354,2997,0.17269794,5,1,5
17355,2966,0.17090176,5,1,5
17356,2989,0.17221710,5,1,5
17357,2965,0.17082445,5,1,5
17358,3013,0.17357991,5,1,5
17359,2967,0.17091998,5,1,5
17360,2973,0.17125576,5,1,5
17361,2972,0.17118830,5,1,5
17362,2985,0.17192720,5,1,5
17363,2980,0.17162933,5,1,5
17364,2981,0.17167703,5,1,5
17365,2969,0.17097610,5,1,5
17366,2971,0.17108142,5,1,5
17367,2969,0.17095641,5,1,5
17368,2975,0.17129203,5,1,5
17369,2967,0.17082158,5,1,5
17370,2983,0.17173287,5,1,5
17371,2969,0.17091705,5,1,5
17372,2971,0.17102233,5,1,5
17373,2968,0.17083981,5,1,5
17374,2991,0.17215379,5,1,5
17375,2971,0.17099281,5,1,5
17376,2975,0.17121317,5,1,5
17377,2970,0.17091558,5,1,5
17378,3009,0.17314996,5,1,5
17379,2969,0.17083837,5,1,5
17380,2969,0.17082854,5,1,5
17381,2970,0.17087624,5,1,5
17382,2983,0.17161431,5,1,5
17383,2971,0.17091411,5,1,5
17384,2971,0.17090428,5,1,5
17385,2972,0.17095197,5,1,5
17386,2973,0.17099965,5,1,5
17387,2971,0.17087479,5,1,5
17388,2971,0.17086496,5,1,5
17389,2972,0.17091265,5,1,5
17390,2971,0.17084531,5,1,5
17391,2984,0.17158300,5,1,5
17392,2979,0.17128565,5,1,5
17393,2978,0.17121831,5,1,5
17394,2993,0.17207083,5,1,5
17395,2978,0.17119862,5,1,5
17396,2975,0.17101633,5,1,5
17397,2975,0.17100650,5,1,5
17398,2989,0.17180136,5,1,5
17399,2973,0.17087189,5,1,5
17400,3017,0.17339080,5,1,5
17401,2976,0.17102465,5,1,5
17402,2993,0.17199173,5,1,5
17403,2986,0.17157961,5,1,5
17404,2987,0.17162721,5,1,5
17405,2974,0.17087044,5,1,5
17406,2993,0.17195220,5,1,5
17407,2976,0.17096570,5,1,5
17408,2991,0.17181756,5,1,5
17409,2990,0.17175024,5,1,5
17410,2979,0.17110856,5,1,5
17411,2979,0.17109873,5,1,5
17412,2975,0.17085918,5,1,5
17413,2976,0.17090679,5,1,5
17414,2997,0.17210291,5,1,5
17415,2999,0.17220787,5,1,5
17416,2983,0.17127928,5,1,5
17417,2977,0.17092496,5,1,5
17418,2981,0.17114479,5,1,5
17419,2976,0.17084792,5,1,5
17420,2979,0.17101033,5,1,5
17421,2984,0.17128753,5,1,5
17422,2981,0.17110550,5,1,5
17423,2981,0.17109568,5,1,5
17424,2983,0.17120064,5,1,5
17425,2979,0.17096126,5,1,5
17426,2977,0.17083668,5,1,5
17427,2980,0.17099902,5,1,5
17428,2997,0.17196465,5,1,5
17429,2978,0.17086465,5,1,5
17430,3001,0.17217441,5,1,5
17431,2979,0.17090242,5,1,5
17432,2979,0.17089261,5,1,5
17433,2995,0.17180061,5,1,5
17434,2985,0.17121716,5,1,5
17435,2986,0.17126470,5,1,5
17436,2983,0.17108282,5,1,5
17437,2981,0.17095831,5,1,5
17438,3003,0.17221012,5,1,5
17439,2993,0.17162681,5,1,5
17440,3001,0.17207569,5,1,5
17441,2980,0.17086176,5,1,5
17442,2999,0.17194129,5,1,5
17443,2982,0.17095683,5,1,5
