k_index,K,mean_lyapunov,std_lyapunov,min_lyapunov,max_lyapunov,fraction_positive
325,3.1800391389,0.6136278035,0.2412824440,0.0000252931,0.7422721241,1.000000
326,3.1898238748,0.6262244791,0.2297252911,-0.0001226222,0.7431880336,0.999756
327,3.1996086106,0.6247129974,0.2344801591,-0.0000124662,0.7419317405,0.999756
328,3.2093933464,0.6270862199,0.2333785994,0.0000552368,0.7472456499,1.000000
329,3.2191780822,0.6277821407,0.2355598887,-0.0000751312,0.7482260351,0.999512
330,3.2289628180,0.6244078696,0.2417045575,-0.0000015396,0.7476717953,0.999756
331,3.2387475538,0.6270152387,0.2419273106,0.0000445290,0.7485168412,1.000000
332,3.2485322896,0.6343833812,0.2352395424,0.0000054929,0.7504304764,1.000000
333,3.2583170254,0.6337079474,0.2371464184,0.0001030562,0.7528208050,1.000000
334,3.2681017613,0.6382732499,0.2334777373,-0.0000236352,0.7542711831,0.999756
335,3.2778864971,0.6373023875,0.2362397387,0.0000294386,0.7619957005,1.000000
336,3.2876712329,0.6428229686,0.2318353901,0.0000712344,0.7631687406,1.000000
337,3.2974559687,0.6384335472,0.2391038197,0.0000784065,0.7622880874,1.000000
338,3.3072407045,0.6454318356,0.2331384773,-0.0000211349,0.7652964211,0.999756
339,3.3170254403,0.6477755835,0.2333678342,0.0000464433,0.7662554661,1.000000
340,3.3268101761,0.6464245227,0.2383238523,0.0000314370,0.7719425076,1.000000
341,3.3365949119,0.6470251142,0.2405802107,0.0000008682,0.7799981826,1.000000
342,3.3463796477,0.6492333200,0.2391614596,0.0001009238,0.7792327950,1.000000
343,3.3561643836,0.6520538275,0.2402329527,0.0000477043,0.7782684682,1.000000
344,3.3659491194,0.6526717965,0.2413234073,-0.0000159937,0.7837786970,0.999756
345,3.3757338552,0.6503723716,0.2465600896,0.0000549504,0.7840635674,1.000000
346,3.3855185910,0.6538629785,0.2456237177,0.0000183472,0.7841702150,1.000000
347,3.3953033268,0.6595134189,0.2417186530,0.0000479530,0.7891195887,1.000000
348,3.4050880626,0.6589747681,0.2454113845,-0.0000174497,0.7874600101,0.999512
349,3.4148727984,0.6555071874,0.2503918459,0.0000709840,0.7869503541,1.000000
350,3.4246575342,0.6596529422,0.2482376183,-0.0000333383,0.7924393379,0.999756
351,3.4344422701,0.6718786454,0.2354797381,0.0000671239,0.7922000430,1.000000
352,3.4442270059,0.6684188040,0.2421651392,0.0000439135,0.7959602672,1.000000
353,3.4540117417,0.6629163888,0.2510402577,-0.0001391468,0.7990900011,0.999512
354,3.4637964775,0.6705073357,0.2426732424,0.0000261219,0.8042282174,1.000000
355,3.4735812133,0.6688143326,0.2477350294,0.0000255667,0.7970822059,1.000000
356,3.4833659491,0.6762938376,0.2408980577,0.0000261022,0.8101233736,1.000000
357,3.4931506849,0.6764235503,0.2414050540,0.0001195997,0.8018355415,1.000000
358,3.5029354207,0.6716782067,0.2489457853,0.0000460097,0.8074474458,1.000000
359,3.5127201566,0.6728512600,0.2500138588,0.0000041312,0.8079699642,1.000000
360,3.5225048924,0.6793499622,0.2430475156,0.0000755038,0.8089319124,1.000000
361,3.5322896282,0.6844632555,0.2395020863,0.0000729793,0.8132306899,1.000000
362,3.5420743640,0.6795104472,0.2459244511,-0.0000558731,0.8106822628,0.999512
363,3.5518590998,0.6782379977,0.2492255482,-0.0000381167,0.8135807095,0.999756
364,3.5616438356,0.6858543223,0.2387009959,-0.0000098714,0.8169160055,0.999756
365,3.5714285714,0.6869404436,0.2354860006,-0.0000570104,0.8180032193,0.999756
366,3.5812133072,0.6856374609,0.2385721940,0.0000451468,0.8207896414,1.000000
367,3.5909980431,0.6922443589,0.2291394678,0.0000332028,0.8238513795,1.000000
368,3.6007827789,0.6890465069,0.2349693094,0.0000049436,0.8230276423,1.000000
369,3.6105675147,0.6952592592,0.2280280700,-0.0001027896,0.8282015064,0.999756
370,3.6203522505,0.7010346942,0.2222369627,-0.0000218899,0.8273847497,0.999756
371,3.6301369863,0.6933178146,0.2346775261,0.0000631196,0.8264876802,1.000000
372,3.6399217221,0.7033743710,0.2230363112,0.0000923646,0.8240198573,1.000000
373,3.6497064579,0.7098753489,0.2164350798,0.0000464249,0.8279551527,1.000000
374,3.6594911937,0.7012741023,0.2322718697,0.0000195241,0.8324176728,1.000000
375,3.6692759295,0.7058213597,0.2282147945,0.0000407156,0.8330889685,1.000000
376,3.6790606654,0.7017206956,0.2356337000,0.0000701430,0.8317431400,1.000000
377,3.6888454012,0.7095024676,0.2279723021,0.0000438581,0.8352117377,1.000000
378,3.6986301370,0.7088074201,0.2317618898,0.0000448116,0.8411432365,1.000000
379,3.7084148728,0.7118387135,0.2319535167,0.0000450878,0.8426568249,1.000000
380,3.7181996086,0.7126219442,0.2334240554,0.0000094848,0.8430660208,1.000000
381,3.7279843444,0.7171797516,0.2277984837,-0.0000207199,0.8444202943,0.999512
382,3.7377690802,0.7097803839,0.2413118528,0.0001128202,0.8514726371,1.000000
383,3.7475538160,0.7180620367,0.2335843440,-0.0000417784,0.8460324040,0.999756
384,3.7573385519,0.7230990331,0.2295892833,-0.0000112150,0.8550641259,0.999756
385,3.7671232877,0.7241415496,0.2306046602,0.0000406782,0.8530977672,1.000000
386,3.7769080235,0.7311333610,0.2233465335,0.0000189751,0.8596669493,1.000000
387,3.7866927593,0.7220409508,0.2377758017,-0.0000943437,0.8518510435,0.999756
388,3.7964774951,0.7266094010,0.2319202185,-0.0000203167,0.8565837088,0.999756
389,3.8062622309,0.7312187770,0.2275527921,-0.0000973701,0.8526033879,0.999512
390,3.8160469667,0.7304654578,0.2337224153,0.0000785075,0.8575165719,1.000000
391,3.8258317025,0.7312154597,0.2360991407,-0.0000206280,0.8565398365,0.999756
392,3.8356164384,0.7261201986,0.2453817693,-0.0000213373,0.8574165092,0.999756
393,3.8454011742,0.7352723799,0.2343460775,0.0000827890,0.8730832992,1.000000
394,3.8551859100,0.7350069940,0.2383528153,0.0000459736,0.8661236771,1.000000
395,3.8649706458,0.7359367429,0.2385963878,-0.0001004530,0.8666347370,0.999756
396,3.8747553816,0.7376448366,0.2338046103,-0.0000255413,0.8571988337,0.999756
397,3.8845401174,0.7398275197,0.2336868606,0.0000552655,0.8610934815,1.000000
398,3.8943248532,0.7430313131,0.2332608596,0.0000335981,0.8615713064,1.000000
399,3.9041095890,0.7450277804,0.2335653927,-0.0000180310,0.8776742912,0.999512
400,3.9138943249,0.7427960826,0.2398285912,0.0000863623,0.8691315001,1.000000
401,3.9236790607,0.7495273052,0.2333307098,0.0000585438,0.8650054974,1.000000
402,3.9334637965,0.7426485602,0.2445962261,0.0000355316,0.8707017051,1.000000
403,3.9432485323,0.7417627601,0.2460665666,-0.0000699464,0.8729602927,0.999756
404,3.9530332681,0.7532333603,0.2331455466,0.0001575264,0.8689153599,1.000000
405,3.9628180039,0.7514384409,0.2371913802,-0.0000006790,0.8801089703,0.999756
406,3.9726027397,0.7595720567,0.2276641121,0.0001232393,0.8733270820,1.000000
407,3.9823874755,0.7618651587,0.2248404299,0.0000781264,0.8730468988,1.000000
408,3.9921722114,0.7587985756,0.2282983152,-0.0000546652,0.8734071077,0.999756
409,4.0019569472,0.7541347092,0.2386133265,0.0000670267,0.8765896030,1.000000
410,4.0117416830,0.7630149176,0.2282003650,0.0000815950,0.8767532137,1.000000
411,4.0215264188,0.7629996265,0.2272481005,0.0000741549,0.8814083579,1.000000
412,4.0313111546,0.7566397562,0.2406513834,0.0000785863,0.8783222906,1.000000
413,4.0410958904,0.7696608279,0.2236448989,-0.0000786025,0.8836687166,0.999756
414,4.0508806262,0.7648184131,0.2304543818,0.0000253268,0.8836367459,1.000000
415,4.0606653620,0.7607672541,0.2374097999,-0.0000050926,0.8828475439,0.999756
416,4.0704500978,0.7706678779,0.2234814594,0.0000763896,0.8872935578,1.000000
417,4.0802348337,0.7652656836,0.2320543949,0.0000237412,0.8847519255,1.000000
418,4.0900195695,0.7744300805,0.2215418025,-0.0000679978,0.8872938592,0.999512
419,4.0998043053,0.7753183665,0.2193081827,0.0000513687,0.8891844074,1.000000
420,4.1095890411,0.7769540760,0.2183542484,-0.0000231541,0.8886628844,0.999756
421,4.1193737769,0.7823695514,0.2132385358,0.0001410291,0.8924311280,1.000000
422,4.1291585127,0.7775491433,0.2239030661,-0.0000252652,0.8917504826,0.999756
423,4.1389432485,0.7785334914,0.2249291704,0.0000185352,0.8913500043,1.000000
424,4.1487279843,0.7845592434,0.2178808900,0.0001267495,0.8954616845,1.000000
425,4.1585127202,0.7847283293,0.2207330783,0.0001092180,0.8957672035,1.000000
426,4.1682974560,0.7869338112,0.2175823692,0.0000122487,0.8975704466,1.000000
427,4.1780821918,0.7876778714,0.2198652474,-0.0000633598,0.8978108447,0.999512
428,4.1878669276,0.7808579300,0.2326718598,0.0000555318,0.8988399215,1.000000
429,4.1976516634,0.7851939594,0.2277753209,0.0000881190,0.9026208542,1.000000
430,4.2074363992,0.7949749690,0.2158490870,0.0001035472,0.9038715466,1.000000
431,4.2172211350,0.7939589948,0.2185672736,0.0001390734,0.9025018120,1.000000
432,4.2270058708,0.7938759510,0.2202818353,0.0001002342,0.9058821200,1.000000
433,4.2367906067,0.7962380426,0.2153527057,0.0000511902,0.9103848279,1.000000
434,4.2465753425,0.7988855287,0.2142628883,-0.0000020917,0.9059712036,0.999756
435,4.2563600783,0.7948695351,0.2219018636,0.0000799627,0.9067788180,1.000000
436,4.2661448141,0.8037654900,0.2074725753,-0.0000070630,0.9125228018,0.999756
437,4.2759295499,0.8074854660,0.2030427810,0.0001111987,0.9093295259,1.000000
438,4.2857142857,0.8042874338,0.2098468785,0.0000395466,0.9135688865,1.000000
439,4.2954990215,0.8117750823,0.1961921430,0.0001375646,0.9134719034,1.000000
440,4.3052837573,0.8107671412,0.2001289909,-0.0000409624,0.9093103435,0.999756
441,4.3150684932,0.8116370778,0.1992646275,0.0000009033,0.9113540252,1.000000
442,4.3248532290,0.8111992526,0.2022015893,0.0000856202,0.9153245006,1.000000
443,4.3346379648,0.8202383764,0.1866187385,0.0001144254,0.9130973015,1.000000
444,4.3444227006,0.8235816277,0.1812846315,0.0000286053,0.9197230570,1.000000
445,4.3542074364,0.8245390390,0.1811201944,0.0000424939,0.9194125306,1.000000
446,4.3639921722,0.8261772256,0.1779617158,0.0000938676,0.9250900302,1.000000
447,4.3737769080,0.8231460328,0.1825770024,0.0001299743,0.9169085656,1.000000
448,4.3835616438,0.8273975086,0.1730218096,0.0000733986,0.9209291598,1.000000
449,4.3933463796,0.8279838535,0.1740024464,0.0001290972,0.9269882509,1.000000
450,4.4031311155,0.8268160986,0.1722536376,0.0000270020,0.9236519789,1.000000
451,4.4129158513,0.8345621860,0.1592720123,0.0001091024,0.9253464914,1.000000
452,4.4227005871,0.8369475592,0.1461572566,0.0000994396,0.9300760068,1.000000
453,4.4324853229,0.8372932091,0.1454696248,0.0000121018,0.9369791749,1.000000
454,4.4422700587,0.8411464558,0.1372480281,0.0001690981,0.9332524215,1.000000
455,4.4520547945,0.8402991789,0.1485948744,0.0000594816,0.9414174679,1.000000
456,4.4618395303,0.8430109903,0.1402568549,-0.0000017589,0.9366496632,0.999756
457,4.4716242661,0.8429855498,0.1423249916,-0.0000563636,0.9353335631,0.999756
458,4.4814090020,0.8466481517,0.1355156522,0.0001963653,0.9374731123,1.000000
459,4.4911937378,0.8493549942,0.1344592429,0.0000472410,0.9464104633,1.000000
460,4.5009784736,0.8533937001,0.1281618588,0.0000699265,0.9425106492,1.000000
461,4.5107632094,0.8562477385,0.1240950965,0.0000835722,0.9404633894,1.000000
462,4.5205479452,0.8564322173,0.1306713855,0.0001200863,0.9376162373,1.000000
463,4.5303326810,0.8573193379,0.1360070720,0.0000617075,0.9368247860,1.000000
464,4.5401174168,0.8597677234,0.1348647473,0.0001434800,0.9425823923,1.000000
465,4.5499021526,0.8638905655,0.1265733628,0.0000225202,0.9395565297,1.000000
466,4.5596868885,0.8688216780,0.1209305063,0.0001431252,0.9448297571,1.000000
467,4.5694716243,0.8708959852,0.1195919575,0.0001386531,0.9455834264,1.000000
468,4.5792563601,0.8706893057,0.1265968715,0.0001357214,0.9401281483,1.000000
469,4.5890410959,0.8764898702,0.1183444305,0.0001891438,0.9480500242,1.000000
470,4.5988258317,0.8721612849,0.1395656521,0.0001091582,0.9490789371,1.000000
471,4.6086105675,0.8715219403,0.1478834295,0.0001024085,0.9520817832,1.000000
472,4.6183953033,0.8763314985,0.1400854587,0.0000960233,0.9497877301,1.000000
473,4.6281800391,0.8786623382,0.1375530687,0.0000484328,0.9536931821,1.000000
474,4.6379647750,0.8841902426,0.1248690214,0.0000957575,0.9589195241,1.000000
475,4.6477495108,0.8870161031,0.1210255139,0.0001245605,0.9621149669,1.000000
476,4.6575342466,0.8880770897,0.1232882332,0.0000555987,0.9674450093,1.000000
477,4.6673189824,0.8867235415,0.1343609511,0.0001255994,0.9620489211,1.000000
478,4.6771037182,0.8898085070,0.1358392427,0.0001665545,0.9652132706,1.000000
479,4.6868884540,0.8920473745,0.1366530774,0.0000254849,0.9668740314,1.000000
480,4.6966731898,0.8904273755,0.1473901366,0.0000184797,0.9655103641,1.000000
481,4.7064579256,0.9013903994,0.1210873916,0.0000893638,0.9678303989,1.000000
482,4.7162426614,0.8994009496,0.1342521821,0.0000920759,0.9732441384,1.000000
483,4.7260273973,0.9028075540,0.1343001591,0.0000908335,0.9706873201,1.000000
484,4.7358121331,0.9082585756,0.1228184236,0.0000732449,0.9746826590,1.000000
485,4.7455968689,0.9100585649,0.1243143296,0.0000908492,0.9785367485,1.000000
486,4.7553816047,0.9084002578,0.1359735746,0.0000886868,0.9790073089,1.000000
487,4.7651663405,0.9128347045,0.1269798797,0.0000015155,0.9735219945,1.000000
488,4.7749510763,0.9150072415,0.1275673402,0.0000635215,0.9758603583,1.000000
489,4.7847358121,0.9150353065,0.1316470028,0.0001378973,0.9786022692,1.000000
490,4.7945205479,0.9154659613,0.1374145938,-0.0000035214,0.9825880052,0.999756
491,4.8043052838,0.9234322635,0.1071684421,0.0002028027,0.9845048163,1.000000
492,4.8140900196,0.9224209764,0.1166074050,0.0001572307,0.9832592278,1.000000
493,4.8238747554,0.9225744033,0.1138969896,0.0001141471,0.9853380037,1.000000
494,4.8336594912,0.9227962046,0.1204013670,0.0000556390,0.9941399930,1.000000
495,4.8434442270,0.9306632261,0.0988138568,0.0000746165,0.9875114039,1.000000
496,4.8532289628,0.9299640701,0.1117690400,0.0000287199,0.9913077639,1.000000
497,4.8630136986,0.9291223535,0.1258128641,0.0001363397,0.9892409777,1.000000
498,4.8727984344,0.9346343868,0.1138375843,0.0001713599,1.0063624329,1.000000
499,4.8825831703,0.9367324128,0.1160013780,0.0000890037,1.0034353214,1.000000
500,4.8923679061,0.9382283475,0.1181290640,0.0000991392,0.9944781244,1.000000
501,4.9021526419,0.9407570829,0.1157645252,0.0000619071,1.0015951011,1.000000
502,4.9119373777,0.9400003650,0.1299952676,0.0000761869,0.9994142198,1.000000
503,4.9217221135,0.9421753371,0.1288946180,0.0000654658,0.9982845811,1.000000
504,4.9315068493,0.9406954792,0.1412456148,0.0000465879,0.9967264069,1.000000
505,4.9412915851,0.9446189665,0.1350839882,0.0000804844,1.0047819705,1.000000
506,4.9510763209,0.9501468529,0.1231185822,0.0000293867,1.0001437573,1.000000
507,4.9608610568,0.9495393170,0.1315222249,0.0000425479,1.0021856829,1.000000
508,4.9706457926,0.9493029800,0.1363225764,0.0000453061,1.0071122499,1.000000
509,4.9804305284,0.9571131457,0.1137505607,0.0001006635,1.0093220173,1.000000
510,4.9902152642,0.9555583029,0.1291354086,0.0000868845,1.0092197831,1.000000
511,5.0000000000,0.9557120213,0.1359487821,0.0000762712,1.0079481298,1.000000
